method_id,method_label,t_s,theta_true,theta_sched,e_y,e_psi,F_cmd,omega_cmd,j_du_cumulative,theta_true_deg,theta_sched_deg,ey_rmse,epsi_rmse,j_du
ZS_LPV_MPC,Zero-grade,4.65,0.0400475750700989,0.0,0.0,0.0,89.4126364642278,9.14923501781073e-06,0.0936174100135371,2.2945570312499988,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.66,0.0404426276192109,0.0,0.0,0.0,90.1372248751567,8.99042981060416e-06,0.09373810618945723,2.317191875000001,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.67,0.0408376801683228,0.0,0.0,0.0,90.8940264282272,9.06440353730387e-06,0.09386977253215376,2.3398267187499977,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.68,0.0412327327174348,0.0,0.0,0.0,91.6379894854025,9.14984671339381e-06,0.09399700955064609,2.3624615625,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.69,0.0416277852665468,0.0,0.0,0.0,92.3504562971638,9.21686015530054e-06,0.09411370126509697,2.3850964062500024,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.7,0.0420228378156587,0.0,0.0,0.0,93.0284666528449,9.26285143008909e-06,0.094219378975996,2.407731249999999,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.71,0.0424209337826538,0.0,0.0,0.0,93.7569947724686,9.31178932205012e-06,0.0943413912107276,2.430540468749997,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.72,0.042819029749649,0.0,0.0,0.0,94.5123557371543,9.41521324036854e-06,0.09447255677095079,2.4533496875000016,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.73,0.0432171257166441,0.0,0.0,0.0,95.2598100898311,9.52410111508539e-06,0.0946009907960854,2.4761589062500002,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.74,0.0436152216836392,0.0,0.0,0.0,95.9802487900005,9.61287965693669e-06,0.09472030847900534,2.498968124999999,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.75,0.0440133176506343,0.0,0.0,0.0,96.6681577449189,9.67748586176709e-06,0.09482909439400693,2.5217773437499975,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.76,0.0444139497991988,0.0,0.0,0.0,97.407410207902,9.74100504989861e-06,0.0949547252455073,2.5447318750000014,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.77,0.0448145819477632,0.0,0.0,0.0,98.1734420356796,9.85563824527913e-06,0.09508962289175289,2.5676864062499996,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.78,0.0452152140963276,0.0,0.0,0.0,98.9311311987684,9.97284419511357e-06,0.09522159826367524,2.590640937499998,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.79,0.0456158462448921,0.0,0.0,0.0,99.6612942179189,1.00677348895267e-05,0.09534415873138442,2.613595468750002,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.8,0.0460164783934565,0.0,0.0,0.0,100.358455508714,1.01368873030999e-05,0.095455890654461,2.6365500000000006,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
