record_type,contrast_id,priority,target,comparator,path_id,metric,target_value,comparator_value,effect_comparator_minus_target,relative_effect_pct,target_to_comparator_ratio,positive_favors_target,route_id,estimate,bootstrap_mean,ci95_low,ci95_high,iterations,random_seed,n_paths
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p02_sharp_turn_transition,epsi_rmse,0.1716477230214685,0.2197445428771021,0.0480968198556336,21.88760604741527,0.7811239395258472,True,P2,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p03_long_updown,epsi_rmse,0.1722553949997454,0.1845487843117201,0.0122933893119747,6.661322293627265,0.9333867770637272,True,P3,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p04_soft_updown_straight_turn,epsi_rmse,0.0077758809825276,0.0075050696575375,-0.00027081132499,-3.608378567386711,1.0360837856738672,True,P4,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p05_factory_flat_logistics,epsi_rmse,0.0081685065949145,0.0076132914908095,-0.000555215104105,-7.292707822566157,1.0729270782256617,True,P5,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p06_downhill_after_turn,epsi_rmse,0.1411473926901354,0.1475434416880615,0.0063960489979261,4.3350276533800365,0.9566497234661996,True,P6,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p01_factory_logistics_showcase,j_du,2895.577730455037,1931.3989856239816,-964.1787448310554,-49.92126184220584,1.4992126184220584,True,P1,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p02_sharp_turn_transition,j_du,664.7323073096884,1543.6733209609306,878.9410136512422,56.93827843731243,0.4306172156268757,True,P2,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p03_long_updown,j_du,658.6195055938759,700.5287606764912,41.90925508261523,5.982517411868149,0.9401748258813184,True,P3,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p04_soft_updown_straight_turn,j_du,0.3244333858227813,0.2992764992468628,-0.0251568865759184,-8.405901111255455,1.0840590111125543,True,P4,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p05_factory_flat_logistics,j_du,0.0176917833347921,0.0188101262988197,0.0011183429640275,5.945430382876872,0.9405456961712312,True,P5,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p06_downhill_after_turn,j_du,0.1601627857430889,0.1644748851075509,0.004312099364462,2.6217372710990485,0.9737826272890096,True,P6,,,,,,,
bootstrap_summary,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,,ey_rmse,,,,,,,,1.4679837236765056,1.4729203662961263,0.1171514065563091,3.746816090827332,10000.0,20260715.0,6.0
bootstrap_summary,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,,epsi_rmse,,,,,,,,0.3306491419674822,0.3312707963513824,0.0506529128862046,0.8000447207231401,10000.0,20260715.0,6.0
bootstrap_summary,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,,j_du,,,,,,,,695.5871020059634,698.037494479518,116.40830243921,1339.4542529553248,10000.0,20260715.0,6.0
bootstrap_summary,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,,ey_rmse,,,,,,,,0.0690628440576017,0.0695056475807501,0.0066315933437295,0.1780996203774813,10000.0,20260715.0,6.0
bootstrap_summary,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,,epsi_rmse,,,,,,,,-0.0561184346253504,-0.0563237093342481,-0.1983130492099717,0.0250241476524745,10000.0,20260715.0,6.0
bootstrap_summary,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,,j_du,,,,,,,,-7.22470042357423,-6.598579066886158,-475.1041237874371,439.4677513776466,10000.0,20260715.0,6.0
