path_id,case_status,simulation_stop_s,ey_rmse,ey_peak,epsi_rmse,epsi_peak,xy_rmse,xy_peak,ev_rmse,j_du,omega_cmd_rms,theta_mae_deg,theta_peak_deg,viol_rate,timeout_count,solver_fail_count,debug_rows,observer_valid_count,adaptive_covariance_update_count
p01_factory_logistics_showcase,COMPLETE,245.82,0.040686903195778,0.0971170442511949,0.0175579615413101,0.0602686590688114,2.27678341481824,5.85914355483694,0.0376542390645721,0.054300668100456,0.0432524681802941,0.779156212839676,2.81154748341639,0,0,0,24582,24582,8
p02_sharp_turn_transition,COMPLETE,52,0.0447175788000569,0.122063207304993,0.0433192647906086,0.114109807674261,0.514412221590842,0.905076765832626,0.0495117806327445,0.487418767894076,0.0799840847332332,0.920399517040921,3.78425049069949,0,0,0,5200,5200,8
p03_long_updown,COMPLETE,44,0.0127971553808567,0.0309184960062215,0.0144545066846696,0.0412408239411554,0.229293570805077,0.361444457160052,0.0257692653606068,1.27943243005297,0.0612749828124801,0.496986205882516,1.90200567160671,0,0,0,4400,4400,8
p04_soft_updown_straight_turn,COMPLETE,56,0.00323817660164975,0.00960072948004762,0.00705981388249736,0.0205688842582996,0.259507449559558,0.272632057120624,0.00907734617613751,0.660065682138875,0.0329746125185425,0.030173303971666,4.63212437419424,0,0,0,5600,5600,44
p05_factory_flat_logistics,COMPLETE,190,0.00605137188691699,0.0135808976123632,0.00769505562645065,0.0166067510211679,0.233819014779277,0.264386600758392,0.00345447250510153,0.0188134433252553,0.0408925710410974,0,0,0,0,0,19000,19000,8
p06_downhill_after_turn,COMPLETE,38,0.0155933542348853,0.0484382347382537,0.050740796736784,0.0916760458474664,2.68170926508158,6.24939422428009,0.212655403941054,0.598747818941387,0.069768200716218,4.86586282564367,8.64688902520884,0,0,0,3800,3800,8
