record_type,route_id,route_condition,model_seed,sample_index,debug_step,t_s,theta_true_deg,theta_sched_fusion_lpv_mpc_deg,theta_sched_mtcn_lpv_mpc_deg,theta_mtcn_deg,theta_imu_deg,theta_fused_deg,variance_imu_rad2,imu_valid,K_imu_eff,fallback_exact,imu_uncertainty_halfwidth_deg,local_fusion_effect_deg
trace,P2,Sharp-turn transition,7,635,635.0,6.35,1.870235532407409,0.0,0.0,0.0,1.6967563336989675,0.00045869700254562977,1.25862722747703e-05,1,0.0002703375808509,0,0.39840727946435733,-0.00045869700254552725
trace,P2,Sharp-turn transition,7,636,636.0,6.36,1.8833884259259295,0.0,0.0,0.0,1.713808232744688,0.00047147714859885505,1.23681725585692e-05,1,0.000275104961915,0,0.39494031813905667,-0.0004714771485989644
trace,P2,Sharp-turn transition,7,637,637.0,6.37,1.896541319444444,0.0,0.0,0.0,1.7196992123219577,0.00047976689230458424,1.21962437909589e-05,1,0.0002789830273032,0,0.3921856981754762,-0.0004797668923046672
trace,P2,Sharp-turn transition,7,638,638.0,6.38,1.9096942129629642,0.0,0.0,0.0,1.7616067722174116,0.0004905385773327121,1.22192053818531e-05,1,0.0002784608830239,0,0.3925547041260216,-0.000490538577332611
trace,P2,Sharp-turn transition,7,639,639.0,6.39,1.9228471064814845,0.0,0.0,0.0,1.7983475234850057,0.0005071747873075522,1.20649122335164e-05,1,0.0002820226795345,0,0.3900684164657176,-0.0005071747873075516
trace,P2,Sharp-turn transition,7,640,640.0,6.4,1.9359999999999986,0.0,0.0,0.0,1.8036816490260645,0.0005044974533014145,1.21650702373022e-05,1,0.0002797042668665,0,0.39168416489998514,-0.0005044974533015001
trace,P2,Sharp-turn transition,7,641,641.0,6.41,1.9492445601851878,0.0,0.0,0.0,1.8380536409215826,0.000520096665632988,1.20251771430347e-05,1,0.0002829605480785,0,0.3894255528386274,-0.0005200966656329076
trace,P2,Sharp-turn transition,7,642,642.0,6.42,1.9624891203703714,0.0,0.0,0.0,1.8495340038485977,0.00052876891367635,1.19019165794443e-05,1,0.0002858930479656,0,0.38742456559318555,-0.0005287689136763696
trace,P2,Sharp-turn transition,7,643,643.0,6.43,1.9757336805555545,0.0,0.0,0.0,1.8634040327465768,0.0005330694639492347,1.18946726900252e-05,1,0.0002860729367229,0,0.3873066481196325,-0.000533069463949154
trace,P2,Sharp-turn transition,7,644,644.0,6.44,1.9889782407407381,0.0,0.0,0.0,1.8657456915840482,0.0005290673757559511,1.19999577537257e-05,1,0.0002835688583618,0,0.3890169838362165,-0.000529067375755865
trace,P2,Sharp-turn transition,7,645,645.0,6.45,2.002222800925927,0.0,0.0,0.0,1.883008247929897,0.0005337328210840172,1.20054836643772e-05,1,0.0002834468843515,0,0.38910654355457913,-0.0005337328210841541
trace,P2,Sharp-turn transition,7,646,646.0,6.46,2.0155513888888907,0.0,0.0,0.0,1.8914492879640543,0.0005408099129354011,1.19018653028986e-05,1,0.0002859235594508,0,0.3874237310294955,-0.0005408099129353694
trace,P2,Sharp-turn transition,7,647,647.0,6.47,2.028879976851849,0.0,0.0,0.0,1.9173669356773277,0.0005476481004910026,1.19146538961571e-05,1,0.0002856250883963,0,0.387631819180749,-0.0005476481004911271
trace,P2,Sharp-turn transition,7,648,648.0,6.48,2.0422085648148185,0.0,0.0,0.0,1.9149090378506293,0.0005509126781802416,1.18293948363965e-05,1,0.0002876965262008,0,0.3862424183400063,-0.0005509126781801932
trace,P2,Sharp-turn transition,7,649,649.0,6.49,2.055537152777776,0.0,0.0,0.0,1.9418573302951845,0.0005628217700622819,1.17425037950131e-05,1,0.0002898368285257,0,0.3848212609967546,-0.0005628217700621718
trace,P2,Sharp-turn transition,7,650,650.0,6.5,2.06886574074074,0.0,0.0,0.0,1.9639173919612944,0.0005668093374893593,1.17931333399366e-05,1,0.0002886115983337,0,0.38564997561773484,-0.0005668093374895378
trace,P2,Sharp-turn transition,7,651,651.0,6.51,2.0822707175925954,0.0,0.0,0.0,1.9726483772509966,0.0005607092364885719,1.19753064905837e-05,1,0.0002842418562551,0,0.3886172036741362,-0.0005607092364887656
trace,P2,Sharp-turn transition,7,652,652.0,6.52,2.095675694444445,0.0,0.0,0.0,1.9787341959440272,0.0005559565345184626,1.2115905552422e-05,1,0.0002809657485366,0,0.3908918749985045,-0.0005559565345185646
trace,P2,Sharp-turn transition,7,653,653.0,6.53,2.1090806712962946,0.0,0.0,0.0,2.0170496795388653,0.000572162525352321,1.20017977021517e-05,1,0.0002836630803675,0,0.3890468065975406,-0.0005721625253523044
trace,P2,Sharp-turn transition,7,654,654.0,6.54,2.1224856481481496,0.0,0.0,0.0,2.063868405887191,0.0005850440722604513,1.20112411944436e-05,1,0.0002834696585264,0,0.38919983525999735,-0.0005850440722605654
trace,P2,Sharp-turn transition,7,655,655.0,6.55,2.1358906249999996,0.0,0.0,0.0,2.096581741420328,0.0005898183241657915,1.21048198888139e-05,1,0.0002813237912518,0,0.39071300733257164,-0.000589818324165936
trace,P2,Sharp-turn transition,7,656,656.0,6.56,2.1493643518518524,0.0,0.0,0.0,2.1541659366604287,0.0006059933875762808,1.21073729976817e-05,1,0.0002813123061985,0,0.39075420911249925,-0.0006059933875763868
trace,P2,Sharp-turn transition,7,657,657.0,6.57,2.1628380787037047,0.0,0.0,0.0,2.191338041382656,0.0006208234956966964,1.20246883139472e-05,1,0.0002833079533931,0,0.3894176375925566,-0.0006208234956965875
trace,P2,Sharp-turn transition,7,658,658.0,6.58,2.1763118055555575,0.0,0.0,0.0,2.225448333339141,0.0006361691778866302,1.19203802820634e-05,1,0.000285861131151,0,0.3877249592232402,-0.0006361691778864476
trace,P2,Sharp-turn transition,7,659,659.0,6.59,2.1897855324074045,0.0,0.0,0.0,2.247982832906514,0.0006439047253415776,1.18996767790201e-05,1,0.0002864366737663,0,0.3873881095094252,-0.000643904725341482
trace,P2,Sharp-turn transition,7,660,660.0,6.6,2.2032592592592573,0.0,0.0,0.0,2.252158487976961,0.0006510699786049033,1.17953727227834e-05,1,0.0002890871055836,0,0.385686589167393,-0.00065106997860509
trace,P2,Sharp-turn transition,7,661,661.0,6.61,2.2167940972222246,0.04585797908938046,0.044732504596601844,0.0,2.2498443211931556,0.0006525739746006277,1.17618247594828e-05,1,0.0002900529465321,0,0.3851377208481793,-0.0006525739746008341
trace,P2,Sharp-turn transition,7,662,662.0,6.62,2.230328935185186,0.09171595817876664,0.08946500919320369,0.0,2.2472474942602365,0.0006508447082802006,1.17867904318948e-05,1,0.0002896186156364,0,0.38554625121885994,-0.0006508447082800295
trace,P2,Sharp-turn transition,7,663,663.0,6.63,2.2438637731481474,0.13757393726814712,0.13419751378981126,0.0,2.2303508445528863,0.0006451101746825349,1.18100064518459e-05,1,0.0002892415676475,0,0.3859257627705978,-0.000645110174682717
trace,P2,Sharp-turn transition,7,664,664.0,6.64,2.257398611111115,0.18343191635753328,0.1789300183864188,0.0,2.2184687159725893,0.0006463521750746862,1.17329787899233e-05,1,0.0002913505926051,0,0.38466515425226255,-0.0006463521750745826
trace,P2,Sharp-turn transition,7,665,665.0,6.65,2.270933449074076,0.2292898954469195,0.22366252298302067,2.012962706847226,2.1946783388972184,2.063609059022304,1.16588138830418e-05,1,0.3,0,0.3834474804726199,-0.05064635217507796
trace,P2,Sharp-turn transition,7,666,666.0,6.66,2.284521759259258,0.2715596408596662,0.26521215184145314,2.02954940521057,2.200571701877371,2.080856094210612,1.15903110119444e-05,1,0.3,0,0.3823193232035895,-0.051306689000042205
trace,P2,Sharp-turn transition,7,667,667.0,6.67,2.2981100694444447,0.31382938627240725,0.3067617806998857,2.0457625497125687,2.2176996324160534,2.09734367452361,1.17675319090885e-05,1,0.3,0,0.38523114903915406,-0.05158112481104116
trace,P2,Sharp-turn transition,7,668,668.0,6.68,2.3116983796296267,0.35609913168514823,0.3483114095583182,2.061971577371988,2.2138997413559385,2.107550026567171,1.16891110680864e-05,1,0.3,0,0.38394538025042285,-0.045578449195182724
trace,P2,Sharp-turn transition,7,669,669.0,6.69,2.3252866898148143,0.3983688770979007,0.3898610384167507,2.077767332920632,2.2075198245538705,2.1166930804106023,1.17217112355262e-05,1,0.3,0,0.3844804067680986,-0.03892574748997024
trace,P2,Sharp-turn transition,7,670,670.0,6.7,2.338875000000001,0.4406386225106417,0.4314106672751832,2.0933083718600276,2.220375262394674,2.1314284390204254,1.19461013659481e-05,1,0.3,0,0.38814303868603106,-0.03812006716039784
trace,P2,Sharp-turn transition,7,671,671.0,6.71,2.35250914351852,0.4808862168665164,0.47001605662752916,2.108497001611227,2.279174101942952,2.1597001317107454,1.18969966714342e-05,1,0.3,0,0.3873444822623825,-0.05120313009951838
trace,P2,Sharp-turn transition,7,672,672.0,6.72,2.366143287037039,0.5211338112223911,0.5086214459798696,2.12365767727096,2.3220244145439253,2.183167698452853,1.18408129026861e-05,1,0.3,0,0.3864287794308486,-0.05951002118189308
trace,P2,Sharp-turn transition,7,673,673.0,6.73,2.379777430555558,0.5613814055782658,0.5472268353322156,2.1387806559546267,2.3670575937208165,2.207263737284486,1.17421472196344e-05,1,0.3,0,0.3848154181700893,-0.06848308132985936
trace,P2,Sharp-turn transition,7,674,674.0,6.74,2.393411574074077,0.6016289999341405,0.5858322246845618,2.153550362359326,2.3885112360253298,2.2240386244591237,1.18790229751619e-05,1,0.3,0,0.3870517763061006,-0.07048826209979753
trace,P2,Sharp-turn transition,7,675,675.0,6.75,2.4070457175925903,0.6418765942900152,0.6244376140369078,2.168526920949788,2.446038412867081,2.251780368524975,1.1778868878183e-05,1,0.3,0,0.3854166723197343,-0.08325344757518716
trace,P2,Sharp-turn transition,7,676,676.0,6.76,2.4207180555555583,0.6799109994697123,0.660448944726989,2.1836763107771042,2.4705733248342066,2.269745414994231,1.19628598707684e-05,1,0.3,0,0.38841519514599854,-0.08606910421712666
trace,P2,Sharp-turn transition,7,677,677.0,6.77,2.43439039351852,0.7179454046494151,0.6964602754170703,2.1990737071023605,2.4856483596589056,2.285046102869321,1.20067615230045e-05,1,0.3,0,0.3891272511719133,-0.08597239576696047
trace,P2,Sharp-turn transition,7,678,678.0,6.78,2.448062731481482,0.7559798098291179,0.7324716061071516,2.2145966214240977,2.5373088469306007,2.311410289076045,1.19720403639478e-05,1,0.3,0,0.3885642046315739,-0.0968136676519471
trace,P2,Sharp-turn transition,7,679,679.0,6.79,2.461735069444444,0.7940142150088152,0.7684829367972329,2.2296335172842867,2.56786458177446,2.331102836631342,1.18870661474983e-05,1,0.3,0,0.38718278865274564,-0.10146931934705528
trace,P2,Sharp-turn transition,7,680,680.0,6.8,2.4754074074074057,0.8320486201885122,0.8044942674873085,2.244673738054445,2.6071773691280824,2.353424827376534,1.17808078069296e-05,1,0.3,0,0.38544839288316096,-0.1087510893220891
trace,P2,Sharp-turn transition,7,681,681.0,6.81,2.489110300925928,0.8676973815365413,0.8380683224316247,2.259522681334566,2.6219631506318772,2.368254822123757,1.18487686745822e-05,1,0.3,0,0.3865585772333452,-0.1087321407891908
trace,P2,Sharp-turn transition,7,682,682.0,6.82,2.5028131944444443,0.903346142884559,0.8716423773759352,2.274211111555498,2.648843882082474,2.386600942713589,1.18699928854878e-05,1,0.3,0,0.3869046355551624,-0.11238983115809109
trace,P2,Sharp-turn transition,7,683,683.0,6.83,2.5165160879629602,0.9389949042325823,0.9052164323202456,2.28823389778717,2.7098555237932644,2.4147203855890007,1.17684999824966e-05,1,0.3,0,0.3852469945182487,-0.1264864878018308
trace,P2,Sharp-turn transition,7,684,684.0,6.84,2.5302189814814824,0.9746436655806058,0.9387904872645563,2.301505694316754,2.7304415302073464,2.4301864450839332,1.16818224675832e-05,1,0.3,0,0.3838256593904625,-0.12868075076717922
trace,P2,Sharp-turn transition,7,685,685.0,6.85,2.5439218749999988,1.010292426928629,0.9723645422088667,2.3146094526172676,2.7200542133914993,2.4362428808495356,1.16363061135784e-05,1,0.3,0,0.3830771719231641,-0.12163342823226797
trace,P2,Sharp-turn transition,7,686,686.0,6.86,2.5576476851851866,1.0437978330884177,1.0036217171309527,2.3276603445019086,2.7522640576187953,2.4550414584369786,1.16588839169237e-05,1,0.3,0,0.3834486321453159,-0.12738111393507
trace,P2,Sharp-turn transition,7,687,687.0,6.87,2.5713734953703686,1.0773032392482063,1.0348788920530327,2.3405781406099884,2.7806964278896746,2.4726136267938976,1.16001453360767e-05,1,0.3,0,0.3824814868817918,-0.13203548618390926
trace,P2,Sharp-turn transition,7,688,688.0,6.88,2.5850993055555564,1.1108086454079948,1.0661360669751185,2.3533231099287018,2.7882702308657468,2.483807246209814,1.18353946646384e-05,1,0.3,0,0.3863403563340244,-0.13048413628111222
trace,P2,Sharp-turn transition,7,689,689.0,6.89,2.5988251157407443,1.1443140515677832,1.0973932418972043,2.3656409498342748,2.8008594294150653,2.496206493708509,1.19359132284859e-05,1,0.3,0,0.38797749103148776,-0.13056554387423436
trace,P2,Sharp-turn transition,7,690,690.0,6.9,2.6125509259259263,1.1778194577275718,1.1286504168192903,2.3774227156184975,2.84613267728715,2.518035704119092,1.18239758707947e-05,1,0.3,0,0.38615394068903497,-0.14061298850059467
trace,P2,Sharp-turn transition,7,691,691.0,6.91,2.626292013888891,1.2093019308790325,1.157694177926667,2.388784035440257,2.8843903429822166,2.5374659277028484,1.17311962946146e-05,1,0.3,0,0.3846359336302469,-0.1486818922625912
trace,P2,Sharp-turn transition,7,692,692.0,6.92,2.6400331018518504,1.2407844040304985,1.186737939034038,2.400089620910914,2.8918183509609325,2.5476082399259163,1.18029603340921e-05,1,0.3,0,0.385810619561463,-0.14751861901500218
trace,P2,Sharp-turn transition,7,693,693.0,6.93,2.6537741898148157,1.2722668771819647,1.215781700141415,2.411153315775694,2.907746196705055,2.5601311800545052,1.19538230931383e-05,1,0.3,0,0.388268462470654,-0.1489778642788111
trace,P2,Sharp-turn transition,7,694,694.0,6.94,2.6675152777777806,1.303749350333431,1.2448254612487917,2.422024606390075,2.934583444444035,2.575792257806263,1.19158687098371e-05,1,0.3,0,0.3876515800751171,-0.15376765141618787
trace,P2,Sharp-turn transition,7,695,695.0,6.95,2.6812563657407398,1.3352318234848912,1.2738692223561687,2.4325899507036133,2.97239261350312,2.594530749543463,1.18053773247712e-05,1,0.3,0,0.38585012036934874,-0.1619407988398498
trace,P2,Sharp-turn transition,7,696,696.0,6.96,2.6950050925925932,1.36427112265396,1.3008854928727491,2.4427422785033692,2.995957975012722,2.608706987456177,1.17278846481415e-05,1,0.3,0,0.384581639587733,-0.1659647089528078
trace,P2,Sharp-turn transition,7,697,697.0,6.97,2.7087538194444414,1.3933104218230283,1.3279017633893297,2.4533509036063195,3.010956974411418,2.6206327248478503,1.16492187148959e-05,1,0.3,0,0.3832896599430068,-0.1672818212415308
trace,P2,Sharp-turn transition,7,698,698.0,6.98,2.722502546296295,1.422349720992097,1.3549180339059104,2.4640682864985424,3.0184922185969905,2.6303954661280815,1.1666795199526e-05,1,0.3,0,0.38357870703377156,-0.16632717962953913
trace,P2,Sharp-turn transition,7,699,699.0,6.99,2.7362512731481488,1.45138902016116,1.3819343044224908,2.47475439770412,3.0237892600468124,2.6394648564069314,1.16428760362004e-05,1,0.3,0,0.3831853004050668,-0.1647104587028112
trace,P2,Sharp-turn transition,7,700,700.0,7.0,2.750000000000002,1.4804283193302286,1.4089505749390714,2.485147325015717,3.0079905286064252,2.6420002860929257,1.16294984825381e-05,1,0.3,0,0.3829650990044772,-0.1568529610772087
trace,P2,Sharp-turn transition,7,701,701.0,7.01,2.76374872685185,1.506396154714447,1.4341230821541815,2.4951627210415475,2.9618684255750876,2.6351744324016138,1.15679554090739e-05,1,0.3,0,0.38195043300201925,-0.1400117113600663
trace,P2,Sharp-turn transition,7,702,702.0,7.02,2.7774974537037034,1.5323639900986712,1.4592955893693031,2.505458671514667,2.9184005348828292,2.6293412305251156,1.15248706247038e-05,1,0.3,0,0.38123848335883265,-0.12388255901044865
trace,P2,Sharp-turn transition,7,703,703.0,7.03,2.7912461805555573,1.5583318254828897,1.484468096584419,2.515928699702145,2.9073563038353387,2.633356980942105,1.14838124225099e-05,1,0.3,0,0.38055878233028895,-0.11742828123996008
trace,P2,Sharp-turn transition,7,704,704.0,7.04,2.8049949074074108,1.5842996608671083,1.5096406037995347,2.5259939775841698,2.906826656855238,2.6402437813654895,1.16960818350375e-05,1,0.3,0,0.38405984553594097,-0.11424980378131977
trace,P2,Sharp-turn transition,7,705,705.0,7.05,2.818743634259259,1.6102674962513266,1.534813111014645,2.5360154055303545,2.912567092496199,2.6489809116201077,1.16597529001892e-05,1,0.3,0,0.38346292185941894,-0.1129655060897532
trace,P2,Sharp-turn transition,7,706,706.0,7.06,2.832484722222224,1.6348142997903012,1.5583000842085275,2.5458027258711735,2.918636230075808,2.6576527771325638,1.17819170709444e-05,1,0.3,0,0.38546653909072853,-0.11185005126139025
trace,P2,Sharp-turn transition,7,707,707.0,7.07,2.8462258101851834,1.6593611033292757,1.5817870574024042,2.5556990648194566,2.9416904981926475,2.6714964948314166,1.19965560008904e-05,1,0.3,0,0.38896184058265615,-0.11579743001195997
trace,P2,Sharp-turn transition,7,708,708.0,7.08,2.8599668981481483,1.6839079068682443,1.605274030596287,2.5657270972181294,2.994552046842071,2.6943745821053073,1.1941729521497e-05,1,0.3,0,0.3880720089744307,-0.12864748488717792
trace,P2,Sharp-turn transition,7,709,709.0,7.09,2.873707986111113,1.7084547104072187,1.6287610037901639,2.5752553955249318,3.0052946896799053,2.704267183771423,1.18358962765884e-05,1,0.3,0,0.38634854325519136,-0.1290117882464914
trace,P2,Sharp-turn transition,7,710,710.0,7.1,2.887449074074072,1.7330015139461932,1.6522479769840466,2.5847446070827425,3.0185081018240427,2.71487365550513,1.17642012118019e-05,1,0.3,0,0.38517662702224664,-0.1301290484223876
trace,P2,Sharp-turn transition,7,711,711.0,7.11,2.90117488425926,1.7557156669431309,1.6741839601251027,2.5942487201623607,3.0215219400205546,2.722430686119823,1.17158310166085e-05,1,0.3,0,0.38438395700388045,-0.12818196595746212
trace,P2,Sharp-turn transition,7,712,712.0,7.12,2.914900694444442,1.7784298199400628,1.6961199432661533,2.6037267549035183,3.028983723324386,2.7313038454297778,1.16392247370937e-05,1,0.3,0,0.38312521070506245,-0.12757709052625943
trace,P2,Sharp-turn transition,7,713,713.0,7.13,2.92862650462963,1.8011439729370005,1.7180559264072095,2.613272765346334,3.0227958205217496,2.7361296818989573,1.18169186666269e-05,1,0.3,0,0.3860386844510516,-0.12285691655262321
trace,P2,Sharp-turn transition,7,714,714.0,7.14,2.942352314814818,1.8238581259339381,1.7399919095482659,2.6223920001850747,3.0097191158282706,2.7385901348780344,1.19176504252181e-05,1,0.3,0,0.38768056071357687,-0.1161981346929597
trace,P2,Sharp-turn transition,7,715,715.0,7.15,2.956078125,1.84657227893087,1.7619278926893223,2.631351521736794,3.0439744453084665,2.755138398808297,1.18116366751908e-05,1,0.3,0,0.38595239795833153,-0.12378687707150293
trace,P2,Sharp-turn transition,7,716,716.0,7.16,2.9697810185185163,1.8680807740307976,1.782423672608449,2.640257943401479,3.088951024885771,2.7748658678467706,1.1726212072404e-05,1,0.3,0,0.38455421499777365,-0.1346079244452918
trace,P2,Sharp-turn transition,7,717,717.0,7.17,2.9834839120370384,1.8895892691307248,1.802919452527576,2.649218653223256,3.126818368027387,2.792498567664495,1.16500077394724e-05,1,0.3,0,0.3833026402058136,-0.14327991444123933
trace,P2,Sharp-turn transition,7,718,718.0,7.18,2.997186805555555,1.9110977642306524,1.8234152324467026,2.6582597715496394,3.1349655942964088,2.801271518373672,1.164215023146e-05,1,0.3,0,0.38317335653307383,-0.1430117468240324
trace,P2,Sharp-turn transition,7,719,719.0,7.19,3.0108896990740766,1.93260625933058,1.8439110123658295,2.666814608047486,3.1301949578227775,2.805828712980077,1.16363382473339e-05,1,0.3,0,0.383077700858187,-0.13901410493259103
trace,P2,Sharp-turn transition,7,720,720.0,7.2,3.024592592592593,1.954114754430507,1.864406792284956,2.675209209718362,3.1393603720824084,2.814454558427575,1.16658920971005e-05,1,0.3,0,0.38356386073027665,-0.1392453487092129
trace,P2,Sharp-turn transition,7,721,721.0,7.21,3.0382649305555547,1.9742829307550878,1.8835671138442314,2.6834557408633213,3.13004441032804,2.817432341702737,1.16100502201384e-05,1,0.3,0,0.3826447445963172,-0.13397660083941565
trace,P2,Sharp-turn transition,7,722,722.0,7.22,3.051937268518517,1.9944511070796629,1.9027274354035062,2.691950309232876,3.15689367262615,2.831433318250857,1.15919428774703e-05,1,0.3,0,0.3823462367076336,-0.13948300901798083
trace,P2,Sharp-turn transition,7,723,723.0,7.23,3.0656096064814844,2.014619283404249,1.9218877569627808,2.7004547803169365,3.1635164532278113,2.8393732821902025,1.1641582611885e-05,1,0.3,0,0.38316401550308493,-0.13891850187326593
trace,P2,Sharp-turn transition,7,724,724.0,7.24,3.0792819444444466,2.0347874597288236,1.9410480785220556,2.708484001406371,3.18274850533043,2.8507633525835874,1.15795364565019e-05,1,0.3,0,0.3821415765264852,-0.14227935117721646
trace,P2,Sharp-turn transition,7,725,725.0,7.25,3.0929542824074083,2.0549556360534043,1.960208400081325,2.7163351723843068,3.2008268945586664,2.8616826890366167,1.17174487050174e-05,1,0.3,0,0.38441049340611494,-0.14534751665230994
trace,P2,Sharp-turn transition,7,726,726.0,7.26,3.1065884259259273,2.073124299796194,1.9781279067454929,2.7240520985827072,3.201460988974849,2.8672747657003512,1.1952409203256e-05,1,0.3,0,0.3882454997297677,-0.14322266711764398
trace,P2,Sharp-turn transition,7,727,727.0,7.27,3.1202225694444463,2.0912929635389785,1.9960474134096555,2.7320735573293895,3.2192324746958203,2.878221232539315,1.18445591189856e-05,1,0.3,0,0.38648990409010775,-0.14614767520992533
trace,P2,Sharp-turn transition,7,728,728.0,7.28,3.133856712962965,2.1094616272817626,2.013966920073818,2.7401621116937758,3.2214598578005367,2.8845514355258035,1.1748840107017e-05,1,0.3,0,0.384925072703808,-0.14438932383202774
trace,P2,Sharp-turn transition,7,729,729.0,7.29,3.1474908564814785,2.1276302910245524,2.03188642673798,2.7479000298640686,3.181509725987083,2.8779829387009723,1.18167882565669e-05,1,0.3,0,0.3860365543074703,-0.13008290883690377
trace,P2,Sharp-turn transition,7,730,730.0,7.3,3.1611249999999975,2.145798954767337,2.0498059334021486,2.755207998743846,3.1463330178603064,2.872545504478784,1.17303003691601e-05,1,0.3,0,0.3846212457972788,-0.1173375057349384
trace,P2,Sharp-turn transition,7,731,731.0,7.31,3.1747133101851848,2.1622169358657266,2.0665672252863656,2.762427970844446,3.143264210479722,2.876678842735028,1.16589805664181e-05,1,0.3,0,0.38345022149297064,-0.11425087189058214
trace,P2,Sharp-turn transition,7,732,732.0,7.32,3.188301620370372,2.178634916964111,2.0833285171705835,2.7699296871108516,3.1533364134437605,2.8849517050107227,1.15927104839069e-05,1,0.3,0,0.3823588957837218,-0.1150220178998711
trace,P2,Sharp-turn transition,7,733,733.0,7.33,3.2018899305555535,2.195052898062501,2.100089809054807,2.777508296986831,3.135961868007116,2.885044368292917,1.1550200903649e-05,1,0.3,0,0.38165721156421023,-0.107536071306086
trace,P2,Sharp-turn transition,7,734,734.0,7.34,3.2154782407407407,2.211470879160891,2.116851100939024,2.784698822586863,3.1132480492690404,2.8832635905915183,1.15525307124686e-05,1,0.3,0,0.3816957019553998,-0.09856476800465508
trace,P2,Sharp-turn transition,7,735,735.0,7.35,3.229066550925928,2.227888860259281,2.1336123928232475,2.7914243155427605,3.102036944382996,2.8846081041948337,1.15313791997855e-05,1,0.3,0,0.3813461187998944,-0.09318378865207322
trace,P2,Sharp-turn transition,7,736,736.0,7.36,3.24260138888889,2.242235708722141,2.1492537901177613,2.798003128192288,3.083243158088153,2.883575137161049,1.14932085120942e-05,1,0.3,0,0.3807144376629055,-0.08557200896876127
trace,P2,Sharp-turn transition,7,737,737.0,7.37,3.2561362268518512,2.256582557185007,2.1648951874122813,2.804777632094236,3.047019033121573,2.877450052402437,1.14805372307731e-05,1,0.3,0,0.3805045106383268,-0.07267242030820098
trace,P2,Sharp-turn transition,7,738,738.0,7.38,3.269671064814813,2.2709294056478675,2.1805365847068003,2.81150394522522,2.9919001455747707,2.8656228053300854,1.14492099409544e-05,1,0.3,0,0.3799850089071941,-0.05411886010486544
trace,P2,Sharp-turn transition,7,739,739.0,7.39,3.2832059027777802,2.285276254110734,2.1961779820013145,2.8177294971696885,2.990577858905735,2.869584005690504,1.14368305608615e-05,1,0.3,0,0.3797795252492267,-0.051854508520815745
trace,P2,Sharp-turn transition,7,740,740.0,7.4,3.2967407407407414,2.299623102573594,2.211819379295834,2.823564301533222,2.990006766716149,2.8734970410880982,1.14550622725944e-05,1,0.3,0,0.38008211229675115,-0.04993273955487609
trace,P2,Sharp-turn transition,7,741,741.0,7.41,3.310214467592594,2.312330084028118,2.2263713409524604,2.8292563842741765,2.9917247616778524,2.877996897495281,1.15345262198438e-05,1,0.3,0,0.38139815169186403,-0.04874051322110473
trace,P2,Sharp-turn transition,7,742,742.0,7.42,3.3236881944444465,2.325037065482642,2.240923302609081,2.835176397881422,2.9889526119287027,2.8813092620956073,1.149123253133e-05,1,0.3,0,0.380681708910888,-0.046132864214185165
trace,P2,Sharp-turn transition,7,743,743.0,7.43,3.337161921296294,2.3377440469371655,2.2554752642657077,2.8410219971810453,2.9334506521861954,2.8687505936825883,1.14755328983104e-05,1,0.3,0,0.380421571199719,-0.027728596501543024
trace,P2,Sharp-turn transition,7,744,744.0,7.44,3.3506356481481463,2.3504510283916895,2.270027225922328,2.846511964537509,2.90782525088512,2.864905950441794,1.14856765058576e-05,1,0.3,0,0.38058966774000935,-0.018393985904284982
trace,P2,Sharp-turn transition,7,745,745.0,7.45,3.364109374999999,2.363158009846219,2.2845791875789545,2.8516530624233933,2.9176004144360745,2.8714372680271976,1.14706824573519e-05,1,0.3,0,0.38034116502555226,-0.019784205603804228
trace,P2,Sharp-turn transition,7,746,746.0,7.46,3.377514351851849,2.3749391104529236,2.2980903540789916,2.856697887223619,2.912476824467602,2.8734315683968115,1.14340865991802e-05,1,0.3,0,0.3797339635451945,-0.016733681173192405
trace,P2,Sharp-turn transition,7,747,747.0,7.47,3.390919328703704,2.386720211059634,2.3116015205790283,2.861978274916479,2.921786505034832,2.8799207439519847,1.14060624534036e-05,1,0.3,0,0.37926832737964067,-0.01794246903550567
trace,P2,Sharp-turn transition,7,748,748.0,7.48,3.404324305555554,2.398501311666345,2.325112687079071,2.8671227814202633,2.9141198800737023,2.8812219110162993,1.14439800550795e-05,1,0.3,0,0.3798982122969862,-0.014099129596035986
trace,P2,Sharp-turn transition,7,749,749.0,7.49,3.4177292824074095,2.4102824122730557,2.3386238535791075,2.871923764953471,2.930711622262118,2.889560122146068,1.16470585084617e-05,1,0.3,0,0.3832541200841402,-0.01763635719259682
trace,P2,Sharp-turn transition,7,750,750.0,7.5,3.4311342592592586,2.422063512879766,2.352135020079144,2.87643516083107,2.932676415221361,2.8933075371481576,1.18441494780845e-05,1,0.3,0,0.38648322070747226,-0.01687237631708749
trace,P2,Sharp-turn transition,7,751,751.0,7.51,3.4444628472222227,2.433812249022061,2.364647503681505,2.880838635161451,2.9257575410247694,2.894314306920447,1.2033044419535e-05,1,0.3,0,0.3895529196761751,-0.01347567175899611
trace,P2,Sharp-turn transition,7,752,752.0,7.52,3.457791435185186,2.445560985164361,2.3771599872838665,2.885370625555396,2.9688771987743463,2.91042259752108,1.19584851617431e-05,1,0.3,0,0.3883441687003012,-0.025051971965683872
trace,P2,Sharp-turn transition,7,753,753.0,7.53,3.4711200231481496,2.4573097213066557,2.3896724708862216,2.88983598890644,3.005045864554684,2.9243989516009172,1.18415275991114e-05,1,0.3,0,0.38644044142999634,-0.03456296269447723
