record_type,route_id,route_condition,model_seed,sample_index,debug_step,t_s,theta_true_deg,theta_sched_fusion_lpv_mpc_deg,theta_sched_mtcn_lpv_mpc_deg,theta_mtcn_deg,theta_imu_deg,theta_fused_deg,variance_imu_rad2,imu_valid,K_imu_eff,fallback_exact,imu_uncertainty_halfwidth_deg,local_fusion_effect_deg
trace,P2,Sharp-turn transition,7,2354,2354.0,23.54,5.499999999999999,5.605144575336971,5.717720133014056,5.877588302482269,5.4798641439922955,5.758271054935285,1.17237457191955e-05,1,0.3,0,0.38451377157100225,-0.11931724754698347
trace,P2,Sharp-turn transition,7,2355,2355.0,23.55,5.499999999999999,5.608926465177503,5.726606221520197,5.883616878677092,5.472234145749257,5.760202058798739,1.18631942632863e-05,1,0.3,0,0.38679381850471795,-0.12341481987835312
trace,P2,Sharp-turn transition,7,2356,2356.0,23.56,5.499999999999999,5.61345234237196,5.735435800727027,5.891430169689557,5.4663898953571355,5.763918087389842,1.17866797537853e-05,1,0.3,0,0.3855444410725513,-0.1275120822997149
trace,P2,Sharp-turn transition,7,2357,2357.0,23.57,5.499999999999999,5.617978219566423,5.74426537993381,5.898072194020813,5.481605681585358,5.773132240290176,1.17950313869092e-05,1,0.3,0,0.38568100860522664,-0.12493995373063704
trace,P2,Sharp-turn transition,7,2358,2358.0,23.58,5.499999999999999,5.622504096760886,5.753094959140651,5.901983268892789,5.524426139698761,5.788716130134582,1.17093923617548e-05,1,0.3,0,0.3842783197787236,-0.11326713875820715
trace,P2,Sharp-turn transition,7,2359,2359.0,23.59,5.499999999999999,5.627029973955349,5.7619245383474915,5.909716593991694,5.543597936562056,5.799880996762832,1.16525568560615e-05,1,0.3,0,0.38334457278208545,-0.10983559722886138
trace,P2,Sharp-turn transition,7,2360,2360.0,23.6,5.499999999999999,5.631555851149812,5.770754117554275,5.916812568344412,5.569407136957372,5.812590938928273,1.18145536873107e-05,1,0.3,0,0.3860000525871198,-0.10422162941613866
trace,P2,Sharp-turn transition,7,2361,2361.0,23.61,5.499999999999999,5.635862465136531,5.779477709747383,5.923560772974192,5.580403651285066,5.820613636467433,1.17658359679945e-05,1,0.3,0,0.3852033882103496,-0.10294713650675913
trace,P2,Sharp-turn transition,7,2362,2362.0,23.62,5.499999999999999,5.640169079123251,5.788201301940433,5.928302169596317,5.591094334290023,5.8271398190044446,1.17812696244622e-05,1,0.3,0,0.38545594775903164,-0.1011623505918724
trace,P2,Sharp-turn transition,7,2363,2363.0,23.63,5.499999999999999,5.644475693109965,5.796924894133541,5.931512668586921,5.581223999832427,5.826426067960579,1.17818956479949e-05,1,0.3,0,0.3854661886454697,-0.10508660062634156
trace,P2,Sharp-turn transition,7,2364,2364.0,23.64,5.499999999999999,5.648782307096685,5.805648486326591,5.938679833833024,5.547221333512816,5.821242283736965,1.18498330416012e-05,1,0.3,0,0.38657593899355774,-0.11743755009605827
trace,P2,Sharp-turn transition,7,2365,2365.0,23.65,5.499999999999999,5.6530889210834045,5.814372078519698,5.942942607372743,5.550978851304193,5.82535348055218,1.18866669881838e-05,1,0.3,0,0.387176287935411,-0.11758912682056266
trace,P2,Sharp-turn transition,7,2366,2366.0,23.66,5.499999999999999,5.658072585376507,5.8229054468972015,5.948207274331084,5.566838719084574,5.833796707757168,1.19441436460182e-05,1,0.3,0,0.3881112330586662,-0.11441056657391613
trace,P2,Sharp-turn transition,7,2367,2367.0,23.67,5.499999999999999,5.663056249669602,5.831438815274763,5.952202893524099,5.587158313769316,5.8426895195976645,1.21583421116482e-05,1,0.3,0,0.3915758356958225,-0.10951337392643445
trace,P2,Sharp-turn transition,7,2368,2368.0,23.68,5.499999999999999,5.668039913962704,5.839972183652266,5.95681268025844,5.614646990326361,5.8541629732788065,1.21576973877219e-05,1,0.3,0,0.391565453455596,-0.10264970697963349
trace,P2,Sharp-turn transition,7,2369,2369.0,23.69,5.499999999999999,5.673023578255806,5.848505552029769,5.960315114095617,5.653234874221341,5.868191042133336,1.20119841496334e-05,1,0.3,0,0.3892118720495958,-0.09212407196228067
trace,P2,Sharp-turn transition,7,2370,2370.0,23.7,5.499999999999999,5.678007242548901,5.857038920407272,5.963764757238147,5.675728280687324,5.877353814272935,1.20393747056288e-05,1,0.3,0,0.38965537326591637,-0.08641094296521246
trace,P2,Sharp-turn transition,7,2371,2371.0,23.71,5.499999999999999,5.682544358284257,5.864906170803959,5.9689901678860116,5.6785982499449625,5.881872592503683,1.19223564751839e-05,1,0.3,0,0.38775709694137844,-0.08711757538232856
trace,P2,Sharp-turn transition,7,2372,2372.0,23.72,5.499999999999999,5.687081474019613,5.872773421200645,5.971777934418109,5.678790726030811,5.883881771901892,1.18439961855131e-05,1,0.3,0,0.3864807196752744,-0.08789616251621624
trace,P2,Sharp-turn transition,7,2373,2373.0,23.73,5.499999999999999,5.691618589754963,5.8806406715972726,5.972857830626258,5.64214439155193,5.873643798903971,1.19162837032381e-05,1,0.3,0,0.3876583303780485,-0.09921403172228693
trace,P2,Sharp-turn transition,7,2374,2374.0,23.74,5.499999999999999,5.696155705490319,5.888507921993959,5.975557339552792,5.642121618533157,5.875526623246911,1.18490969331982e-05,1,0.3,0,0.38656393181103227,-0.10003071630588156
trace,P2,Sharp-turn transition,7,2375,2375.0,23.75,5.499999999999999,5.700692821225674,5.896375172390588,5.979114192674921,5.655991719224513,5.882177450639815,1.1763126848618e-05,1,0.3,0,0.3851590385337319,-0.0969367420351066
trace,P2,Sharp-turn transition,7,2376,2376.0,23.76,5.499999999999999,5.704835753782141,5.9037621266989895,5.9841626010917475,5.650847218011712,5.884167986167728,1.16944738276983e-05,1,0.3,0,0.384033443861996,-0.09999461492401984
trace,P2,Sharp-turn transition,7,2377,2377.0,23.77,5.499999999999999,5.7089786863386065,5.911149081007335,5.988100854451992,5.6435356630179205,5.884731297021812,1.16494577936704e-05,1,0.3,0,0.3832935930802522,-0.10336955743018006
trace,P2,Sharp-turn transition,7,2378,2378.0,23.78,5.499999999999999,5.713121618895072,5.91853603531568,5.989073930993544,5.642895009818794,5.8852202546411405,1.15998108524376e-05,1,0.3,0,0.38247597252321475,-0.10385367635240339
trace,P2,Sharp-turn transition,7,2379,2379.0,23.79,5.499999999999999,5.717264551451539,5.925922989624082,5.9915974264365195,5.627683400677611,5.882423218708854,1.15643507939639e-05,1,0.3,0,0.381890919824332,-0.10917420772766562
trace,P2,Sharp-turn transition,7,2380,2380.0,23.8,5.499999999999999,5.7214074840080045,5.933309943932428,5.995174844962603,5.635007982642878,5.887124786266679,1.15129890756589e-05,1,0.3,0,0.38104191404536797,-0.10805005869592321
trace,P2,Sharp-turn transition,7,2381,2381.0,23.81,5.499999999999999,5.725736319221233,5.940069978555762,5.996617867234717,5.653020882802247,5.893538771904981,1.19242624702579e-05,1,0.3,0,0.3877880905449739,-0.10307909532973536
trace,P2,Sharp-turn transition,7,2382,2382.0,23.82,5.499999999999999,5.730065154434478,5.946830013179153,5.996904723842619,5.692518759719675,5.905588934605725,1.18916880044193e-05,1,0.3,0,0.38725805236866445,-0.09131578923689432
trace,P2,Sharp-turn transition,7,2383,2383.0,23.83,5.499999999999999,5.7343939896477005,5.9535900478024875,5.998272678580999,5.690182151001688,5.905845520307184,1.18854376006199e-05,1,0.3,0,0.38715626541682213,-0.0924271582738152
trace,P2,Sharp-turn transition,7,2384,2384.0,23.84,5.499999999999999,5.738722824860923,5.960350082425822,5.998965897515661,5.678754563849653,5.9029024974158695,1.17807895848183e-05,1,0.3,0,0.3854480947844929,-0.09606340009979153
trace,P2,Sharp-turn transition,7,2385,2385.0,23.85,5.499999999999999,5.743051660074145,5.967110117049214,6.001673390270681,5.716778984712001,5.9162050686030945,1.16925176711698e-05,1,0.3,0,0.3840013235222115,-0.08546832166758644
trace,P2,Sharp-turn transition,7,2386,2386.0,23.86,5.499999999999999,5.746802819731854,5.973221467320123,6.003512369204503,5.706081738029425,5.914283179851979,1.18788370478342e-05,1,0.3,0,0.38704874727820027,-0.08922918935252433
trace,P2,Sharp-turn transition,7,2387,2387.0,23.87,5.499999999999999,5.750553979389562,5.979332817591031,6.006682327767438,5.668896229400294,5.90534649825733,1.17789340157403e-05,1,0.3,0,0.3854177380021071,-0.10133582951010744
trace,P2,Sharp-turn transition,7,2388,2388.0,23.88,5.499999999999999,5.754305139047213,5.985444167861939,6.007673597012723,5.651590009155652,5.900848520655609,1.17320594846277e-05,1,0.3,0,0.3846500842667642,-0.10682507635711413
trace,P2,Sharp-turn transition,7,2389,2389.0,23.89,5.499999999999999,5.758056298704922,5.991555518132848,6.007241775838445,5.6559492338191575,5.901854013232666,1.17828248032374e-05,1,0.3,0,0.3854813878493847,-0.10538776260577887
trace,P2,Sharp-turn transition,7,2390,2390.0,23.9,5.499999999999999,5.761807458362631,5.9976668684038135,6.008371294031214,5.686646462830043,5.911853844670864,1.18721162989755e-05,1,0.3,0,0.3869392405372722,-0.09651744936035023
trace,P2,Sharp-turn transition,7,2391,2391.0,23.91,5.499999999999999,5.765662112636782,6.003167440433892,6.009119107336531,5.702466008626661,5.917123177723576,1.18200156206682e-05,1,0.3,0,0.3860892672542534,-0.09199592961295444
trace,P2,Sharp-turn transition,7,2392,2392.0,23.92,5.499999999999999,5.769516766910932,6.00866801246403,6.008675386105642,5.716698599940601,5.921082350256154,1.21199881235854e-05,1,0.3,0,0.39095772684419894,-0.08759303584948785
trace,P2,Sharp-turn transition,7,2393,2393.0,23.93,5.499999999999999,5.773371421185083,6.014168584494167,6.007524732519389,5.717342066067841,5.920469932583914,1.21038212335556e-05,1,0.3,0,0.3906968899656527,-0.08705479993547538
trace,P2,Sharp-turn transition,7,2394,2394.0,23.94,5.499999999999999,5.777226075459233,6.019669156524303,6.008464343392883,5.73058307450255,5.925099962725771,1.20982893093805e-05,1,0.3,0,0.39060759781006105,-0.0833643806671116
trace,P2,Sharp-turn transition,7,2395,2395.0,23.95,5.499999999999999,5.781080729733326,6.025169728554384,6.006612237314327,5.768794448596574,5.935266900699006,1.19806180348265e-05,1,0.3,0,0.3887033780296056,-0.0713453366153205
trace,P2,Sharp-turn transition,7,2396,2396.0,23.96,5.499999999999999,5.784645620539226,6.029999887613981,6.004823525786956,5.773109862880839,5.935309426915143,1.20630755378528e-05,1,0.3,0,0.39003872440398357,-0.06951409887181281
trace,P2,Sharp-turn transition,7,2397,2397.0,23.97,5.499999999999999,5.788210511345008,6.03483004667352,6.0072928744128244,5.814666821955306,5.949505058675563,1.20187820538176e-05,1,0.3,0,0.38932198919388405,-0.057787815737261106
trace,P2,Sharp-turn transition,7,2398,2398.0,23.98,5.499999999999999,5.79177540215085,6.0396602057330595,6.007899308895252,5.812947126269366,5.949413654107503,1.19610926313864e-05,1,0.3,0,0.3883865043484161,-0.05848565478774859
trace,P2,Sharp-turn transition,7,2399,2399.0,23.99,5.499999999999999,5.795340292956691,6.044490364792599,6.009029869541185,5.807069600293176,5.948441788766817,1.187364378679e-05,1,0.3,0,0.3869641318856209,-0.060588080774367725
trace,P2,Sharp-turn transition,7,2400,2400.0,24.0,5.499999999999999,5.798905183762532,6.049320523852197,6.011335837097565,5.778552433426279,5.941500815996173,1.18623245164116e-05,1,0.3,0,0.3867796394028015,-0.06983502110139206
trace,P2,Sharp-turn transition,7,2401,2401.0,24.01,5.499556643518518,5.801341707421171,6.053381315541789,6.009741824141373,5.727096330733014,5.924948176118862,1.18637159402972e-05,1,0.3,0,0.3868023229268971,-0.08479364802251066
trace,P2,Sharp-turn transition,7,2402,2402.0,24.02,5.499113287037037,5.803778231079812,6.057442107231437,6.009123537323819,5.6990386894502505,5.91609808296174,1.18278801874093e-05,1,0.3,0,0.38621769009212253,-0.09302545436207943
trace,P2,Sharp-turn transition,7,2403,2403.0,24.03,5.498669930555556,5.806214754738451,6.061502898921086,6.0110704734988225,5.683800041270047,5.912889343830197,1.19427000319181e-05,1,0.3,0,0.38808777805864475,-0.09818112966862547
trace,P2,Sharp-turn transition,7,2404,2404.0,24.04,5.498226574074075,5.808651278397034,6.065563690610678,6.009417558770153,5.678517552787129,5.910147556975234,1.20344094401024e-05,1,0.3,0,0.38957501436183767,-0.09927000179491863
trace,P2,Sharp-turn transition,7,2405,2405.0,24.05,5.497783217592594,5.811087802055673,6.069624482300328,6.009033861478518,5.674083484552103,5.908548748400628,1.20351530601651e-05,1,0.3,0,0.389587050321019,-0.1004851130778901
trace,P2,Sharp-turn transition,7,2406,2406.0,24.06,5.4964630555555525,5.813071049893893,6.072823165377644,6.010781951972511,5.722191999336419,5.9242049661817004,1.1919392038693e-05,1,0.3,0,0.38770888697750494,-0.08657698579081075
trace,P2,Sharp-turn transition,7,2407,2407.0,24.07,5.495142893518517,5.815054297732056,6.07602184845496,6.007906211312825,5.7441373077886,5.928775540255552,1.18652177463824e-05,1,0.3,0,0.3868268044511764,-0.079130671057273
trace,P2,Sharp-turn transition,7,2408,2408.0,24.08,5.493822731481483,5.817037545570276,6.079220531532278,6.007804746716219,5.727667818598705,5.923763668280964,1.19657126507741e-05,1,0.3,0,0.3884615050193311,-0.08404107843525477
trace,P2,Sharp-turn transition,7,2409,2409.0,24.09,5.492502569444447,5.819020793408496,6.082419214609594,6.007469054621429,5.718320496164351,5.920724487084271,1.21706591827035e-05,1,0.3,0,0.3917741294458071,-0.08674456753715809
trace,P2,Sharp-turn transition,7,2410,2410.0,24.1,5.491182407407407,5.821004041246716,6.085617897686911,6.002804735270854,5.661235466950835,5.9003339547748315,1.20728273707331e-05,1,0.3,0,0.39019634689612753,-0.10247078049602276
trace,P2,Sharp-turn transition,7,2411,2411.0,24.11,5.4890003009259285,5.821547424047536,6.087784613777172,6.000434648378382,5.644029207565756,5.893513016134573,1.19373632478032e-05,1,0.3,0,0.38800105679311064,-0.10692163224380913
trace,P2,Sharp-turn transition,7,2412,2412.0,24.12,5.486818194444445,5.822090806848354,6.089951329867434,5.997309812175031,5.624416926967356,5.885441946612704,1.20328637009156e-05,1,0.3,0,0.38954999440939725,-0.11186786556232686
trace,P2,Sharp-turn transition,7,2413,2413.0,24.13,5.484636087962961,5.822634189649173,6.092118045957638,5.9948480834793765,5.593939441438091,5.874575490866987,1.22064234939365e-05,1,0.3,0,0.39234933467193195,-0.12027259261238932
trace,P2,Sharp-turn transition,7,2414,2414.0,24.14,5.482453981481483,5.823177572449993,6.0942847620478995,5.991572263724871,5.547347050636665,5.8583046997983965,1.21045999818632e-05,1,0.3,0,0.3907094582960283,-0.13326756392647443
trace,P2,Sharp-turn transition,7,2415,2415.0,24.15,5.480271874999999,5.823720955250811,6.09645147813816,5.985952790460274,5.517631046537962,5.845456267283571,1.20264486071206e-05,1,0.3,0,0.38944613995809896,-0.14049652317670347
trace,P2,Sharp-turn transition,7,2416,2416.0,24.16,5.4772426851851845,5.822865055470358,6.09760172915573,5.983112706355549,5.512071381692802,5.841800308956735,1.19100823584759e-05,1,0.3,0,0.3875574467525714,-0.1413123973988144
trace,P2,Sharp-turn transition,7,2417,2417.0,24.17,5.474213495370369,5.822009155689962,6.098751980173242,5.979338662930407,5.471597133559512,5.8270162041191425,1.18967810915412e-05,1,0.3,0,0.3873409728026998,-0.15232245881126438
trace,P2,Sharp-turn transition,7,2418,2418.0,24.18,5.471184305555554,5.821153255909509,6.099902231190811,5.9768222398251485,5.416304877060631,5.808667030995787,1.20874504614471e-05,1,0.3,0,0.3904325860823166,-0.1681552088293614
trace,P2,Sharp-turn transition,7,2419,2419.0,24.19,5.468155115740739,5.820297356129114,6.101052482208323,5.9716858859412865,5.393118213422129,5.798115584185533,1.19799357238528e-05,1,0.3,0,0.38869230930361076,-0.1735703017557535
trace,P2,Sharp-turn transition,7,2420,2420.0,24.2,5.465125925925924,5.819441456348661,6.102202733225893,5.9683184012418895,5.357941947541032,5.785205465131632,1.19851974250092e-05,1,0.3,0,0.38877765860363533,-0.18311293611025725
trace,P2,Sharp-turn transition,7,2421,2421.0,24.21,5.461264513888889,5.817751281148349,6.1022916185024805,5.964868685359616,5.321780381281369,5.771942194136176,1.18637691072083e-05,1,0.3,0,0.3868031896478207,-0.19292649122344052
trace,P2,Sharp-turn transition,7,2422,2422.0,24.22,5.457403101851854,5.816061105948094,6.1023805037790675,5.95913423129047,5.348345511289321,5.7758976152900985,1.18174343602662e-05,1,0.3,0,0.3860471077772929,-0.18323661600037155
trace,P2,Sharp-turn transition,7,2423,2423.0,24.23,5.453541689814814,5.814370930747781,6.1024693890555985,5.955294689206967,5.338846192749644,5.7703601402697515,1.1815976669998e-05,1,0.3,0,0.38602329742855257,-0.18493454893721584
trace,P2,Sharp-turn transition,7,2424,2424.0,24.24,5.449680277777778,5.81268075554747,6.102558274332186,5.946987477502911,5.310524073505481,5.75604845630367,1.18341633081696e-05,1,0.3,0,0.38632025835315337,-0.19093902119924078
trace,P2,Sharp-turn transition,7,2425,2425.0,24.25,5.445818865740738,5.810990580347215,6.1026471596087735,5.936699373044637,5.292313370680491,5.7433835723354205,1.17719863225104e-05,1,0.3,0,0.3853040537253545,-0.1933158007092164
trace,P2,Sharp-turn transition,7,2426,2426.0,24.26,5.441140092592595,5.8086504384842215,6.1016797802100315,5.923731552780386,5.290348269679816,5.733716567850209,1.1695415506905e-05,1,0.3,0,0.38404890539683434,-0.1900149849301771
trace,P2,Sharp-turn transition,7,2427,2427.0,24.27,5.4364613194444456,5.806310296621285,6.1007124008112905,5.910746445722218,5.310129767068667,5.730561442126162,1.16297071292061e-05,1,0.3,0,0.3829685344077148,-0.18018500359605572
trace,P2,Sharp-turn transition,7,2428,2428.0,24.28,5.431782546296296,5.803970154758347,6.0997450214125495,5.899992017156403,5.297637320032782,5.719285608019323,1.15691059990656e-05,1,0.3,0,0.38196942760403707,-0.18070640913707958
trace,P2,Sharp-turn transition,7,2429,2429.0,24.29,5.427103773148148,5.801630012895411,6.0987776420138085,5.890378983330591,5.299292537053462,5.713053049447444,1.16516481172192e-05,1,0.3,0,0.383329624693882,-0.17732593388314744
trace,P2,Sharp-turn transition,7,2430,2430.0,24.3,5.422424999999999,5.7992898710324745,6.097810262615009,5.881237686000091,5.296059387715454,5.705684196514701,1.15840714812072e-05,1,0.3,0,0.38221640041298105,-0.17555348948538985
trace,P2,Sharp-turn transition,7,2431,2431.0,24.31,5.416943726851853,5.796378250623435,6.0958802347333645,5.8691912292087,5.305957144455095,5.700221003782622,1.15641538944321e-05,1,0.3,0,0.3818876686922656,-0.16897022542607765
trace,P2,Sharp-turn transition,7,2432,2432.0,24.32,5.4114624537037015,5.793466630214396,6.093950206851719,5.858568995230604,5.282958181629569,5.685885751150283,1.1515043504273e-05,1,0.3,0,0.38107590992978774,-0.17268324408032054
trace,P2,Sharp-turn transition,7,2433,2433.0,24.33,5.405981180555556,5.790555009805357,6.092020178970074,5.846137546338764,5.265019452955851,5.671802118323902,1.14753747943383e-05,1,0.3,0,0.38041895056461733,-0.1743354280148619
trace,P2,Sharp-turn transition,7,2434,2434.0,24.34,5.40049990740741,5.787643389396317,6.090090151088428,5.833805082614739,5.2988261794025595,5.673311411651067,1.15394870514918e-05,1,0.3,0,0.38148015976887895,-0.16049367096367195
trace,P2,Sharp-turn transition,7,2435,2435.0,24.35,5.395018634259258,5.784731768987335,6.088160123206783,5.823357879239407,5.306388123861663,5.668266952626072,1.15486977230161e-05,1,0.3,0,0.3816323757020197,-0.1550909266133349
trace,P2,Sharp-turn transition,7,2436,2436.0,24.36,5.388749722222221,5.781522495768715,6.085102395160111,5.812017642470108,5.326830756237692,5.666461576600362,1.15326512424077e-05,1,0.3,0,0.38136715163263535,-0.14555606586974612
trace,P2,Sharp-turn transition,7,2437,2437.0,24.37,5.382480810185184,5.7783132225501515,6.08204466711344,5.7998163746015,5.334752010838165,5.660297065472519,1.15431530084151e-05,1,0.3,0,0.3815407507974635,-0.13951930912898103
trace,P2,Sharp-turn transition,7,2438,2438.0,24.38,5.376211898148147,5.775103949331531,6.078986939066767,5.789505760566676,5.329548674743492,5.651518634819711,1.15408126313238e-05,1,0.3,0,0.3815020700965354,-0.1379871257469656
trace,P2,Sharp-turn transition,7,2439,2439.0,24.39,5.36994298611111,5.771894676112911,6.075929211020096,5.780547855015827,5.328364862664477,5.644892957310435,1.1492930768497e-05,1,0.3,0,0.3807098374837584,-0.1356548977053924
trace,P2,Sharp-turn transition,7,2440,2440.0,24.4,5.363674074074074,5.768685402894349,6.072871482973424,5.768342253224442,5.341582989644786,5.640314474150528,1.17713241098993e-05,1,0.3,0,0.3852932162683232,-0.12802777907391416
trace,P2,Sharp-turn transition,7,2441,2441.0,24.41,5.356632384259257,5.76486580126733,6.068443433635072,5.7559792834049395,5.357619547209136,5.6364713625461835,1.20519588961354e-05,1,0.3,0,0.38985896426999855,-0.11950792085875594
trace,P2,Sharp-turn transition,7,2442,2442.0,24.42,5.34959069444444,5.761046199640369,6.064015384296777,5.739981782194211,5.328868715788703,5.616647862272579,1.19488891390315e-05,1,0.3,0,0.38818832507538137,-0.1233339199216319
trace,P2,Sharp-turn transition,7,2443,2443.0,24.43,5.342549004629629,5.757226598013351,6.059587334958424,5.728908225039876,5.327790061186805,5.608572775883952,1.18376093318362e-05,1,0.3,0,0.3863765011063854,-0.12033544915592387
trace,P2,Sharp-turn transition,7,2444,2444.0,24.44,5.335507314814812,5.75340699638639,6.05515928562013,5.717794736955685,5.348840805393285,5.607108557486965,1.17416151507626e-05,1,0.3,0,0.3848066995506985,-0.11068617946872017
trace,P2,Sharp-turn transition,7,2445,2445.0,24.45,5.3284656250000015,5.749587394759372,6.050731236281778,5.703302519597168,5.3483052198729135,5.5968033296798865,1.16956963438342e-05,1,0.3,0,0.3840535163688742,-0.10649918991728136
trace,P2,Sharp-turn transition,7,2446,2446.0,24.46,5.320666018518517,5.74478597107291,6.04514774300699,5.689587492626081,5.343208922892142,5.585673921705899,1.18298601293809e-05,1,0.3,0,0.3862500144225969,-0.10391357092018172
trace,P2,Sharp-turn transition,7,2447,2447.0,24.47,5.312866412037038,5.739984547386391,6.0395642497321465,5.680035672741866,5.329820308698885,5.574971063528971,1.17789871809117e-05,1,0.3,0,0.3854186078081928,-0.10506460921289484
trace,P2,Sharp-turn transition,7,2448,2448.0,24.48,5.305066805555552,5.7351831236999296,6.033980756457301,5.6712664538983555,5.337682648235319,5.571191312199443,1.16905444162555e-05,1,0.3,0,0.3839689197024399,-0.10007514169891252
trace,P2,Sharp-turn transition,7,2449,2449.0,24.49,5.297267199074073,5.73038170001341,6.028397263182456,5.660707012963528,5.325348334173595,5.56009940932655,1.16369333841534e-05,1,0.3,0,0.3830874969265335,-0.10060760363697874
trace,P2,Sharp-turn transition,7,2450,2450.0,24.5,5.289467592592595,5.725580276326931,6.022813769907612,5.649427550646676,5.263080144715087,5.533523328867199,1.15947831754936e-05,1,0.3,0,0.3823930757387385,-0.11590422177947701
trace,P2,Sharp-turn transition,7,2451,2451.0,24.51,5.280924930555553,5.7197802300100875,6.016310163873777,5.636042484304417,5.19413130926104,5.503469131791403,1.1538058000901e-05,1,0.3,0,0.3814565377775246,-0.13257335251301416
trace,P2,Sharp-turn transition,7,2452,2452.0,24.52,5.272382268518517,5.713980183693238,6.009806557839884,5.625802707272256,5.185297741975061,5.493651217683093,1.15619606043681e-05,1,0.3,0,0.3818514520284413,-0.13215148958916334
trace,P2,Sharp-turn transition,7,2453,2453.0,24.53,5.263839606481482,5.708180137376393,6.00330295180599,5.614718150139042,5.189373790075172,5.487114842119883,1.15100412493019e-05,1,0.3,0,0.38099312926414836,-0.1276033080191592
trace,P2,Sharp-turn transition,7,2454,2454.0,24.54,5.255296944444446,5.702380091059549,5.996799345772155,5.6051383695052195,5.175707737434351,5.476309179883959,1.16155615225237e-05,1,0.3,0,0.3827355547410729,-0.12882918962126055
trace,P2,Sharp-turn transition,7,2455,2455.0,24.55,5.246754282407404,5.6965800447427055,5.990295739738262,5.595699351792105,5.158628819381331,5.464578192068872,1.15826552774909e-05,1,0.3,0,0.3821930358803749,-0.13112115972323313
trace,P2,Sharp-turn transition,7,2456,2456.0,24.56,5.237483425925923,5.690507613920005,5.983155228808557,5.5834191170628245,5.104025408667316,5.43960100454417,1.15725443600929e-05,1,0.3,0,0.38202618441937086,-0.1438181125186544
trace,P2,Sharp-turn transition,7,2457,2457.0,24.57,5.228212569444443,5.684435183097311,5.9760147178789085,5.571348083820812,5.101972564306807,5.43053542796661,1.15978598984856e-05,1,0.3,0,0.38244380715442,-0.14081265585420244
trace,P2,Sharp-turn transition,7,2458,2458.0,24.58,5.218941712962961,5.678362752274618,5.968874206949204,5.560325483150087,5.113164123959635,5.426177075392952,1.16529339955532e-05,1,0.3,0,0.38335077627928044,-0.13414840775713444
trace,P2,Sharp-turn transition,7,2459,2459.0,24.59,5.20967085648148,5.672290321451923,5.9617336960195555,5.548353815258751,5.147354188515674,5.428053927235828,1.17773652792065e-05,1,0.3,0,0.3853920718841915,-0.12029988802292291
trace,P2,Sharp-turn transition,7,2460,2460.0,24.6,5.200399999999999,5.666217890629223,5.95459318508985,5.5353665440398165,5.161880256311787,5.4233206577214075,1.17756677230946e-05,1,0.3,0,0.38536429622181634,-0.11204588631840906
trace,P2,Sharp-turn transition,7,2461,2461.0,24.61,5.1904158101851845,5.66004334773165,5.9468761609274985,5.526886167895254,5.150203695477674,5.413881426169983,1.17488774719462e-05,1,0.3,0,0.3849256847934493,-0.11300474172527153
trace,P2,Sharp-turn transition,7,2462,2462.0,24.62,5.18043162037037,5.653868804834075,5.939159136765089,5.5179485771124686,5.138238964971565,5.404035693470199,1.16828749811273e-05,1,0.3,0,0.3838429500404054,-0.11391288364226959
trace,P2,Sharp-turn transition,7,2463,2463.0,24.63,5.170447430555555,5.647694261936495,5.931442112602737,5.506268178936895,5.141059324813369,5.396705522699835,1.2013365505472e-05,1,0.3,0,0.3892342507269732,-0.10956265623705974
trace,P2,Sharp-turn transition,7,2464,2464.0,24.64,5.16046324074074,5.641519719038921,5.923725088440328,5.496218513415821,5.16842766345989,5.3978812584290425,1.18906381635627e-05,1,0.3,0,0.38724095772664235,-0.09833725498677826
trace,P2,Sharp-turn transition,7,2465,2465.0,24.65,5.150479050925926,5.635345176141342,5.9160080642779755,5.484539183434582,5.163953439446886,5.3883634602382715,1.18104376263611e-05,1,0.3,0,0.38593280763698184,-0.09617572319631051
trace,P2,Sharp-turn transition,7,2466,2466.0,24.66,5.139796388888889,5.628503790557827,5.907770151516375,5.470452078368312,5.168258567033304,5.37979402496781,1.18456878100211e-05,1,0.3,0,0.38650831833811505,-0.09065805340050215
trace,P2,Sharp-turn transition,7,2467,2467.0,24.67,5.129113726851852,5.6216624049743125,5.899532238754831,5.455396472100288,5.153596370231182,5.364856441539554,1.19367730498384e-05,1,0.3,0,0.387991465049111,-0.09054003056073423
trace,P2,Sharp-turn transition,7,2468,2468.0,24.68,5.118431064814814,5.6148210193907975,5.891294325993287,5.442448535231954,5.153375249000939,5.355726549362653,1.19396670218212e-05,1,0.3,0,0.38803849486099457,-0.08672198586930069
trace,P2,Sharp-turn transition,7,2469,2469.0,24.69,5.107748402777778,5.607979633807277,5.883056413231685,5.433887756609291,5.132771448084814,5.343552864051946,1.18260276797246e-05,1,0.3,0,0.3861874437908252,-0.09033489255734484
trace,P2,Sharp-turn transition,7,2470,2470.0,24.7,5.0970657407407405,5.601138248223764,5.87481850047014,5.424165404856543,5.1018901382784545,5.327482824883118,1.185226793827e-05,1,0.3,0,0.38661565365091743,-0.09668257997342522
trace,P2,Sharp-turn transition,7,2471,2471.0,24.71,5.085699467592592,5.594236176174684,5.865969744295309,5.412897998355455,5.109016676901357,5.321733601919225,1.20261301719402e-05,1,0.3,0,0.38944098406475086,-0.09116439643623053
