candidate_id,Kmax,p_help_threshold,slope_entry_deg,slope_exit_deg,innovation_min_deg,innovation_max_deg,quality_intercept,quality_slope,quality_floor,correction_limit_deg,correction_rate_limit_deg_s,sample_count,baseline_mae_deg,fused_mae_deg,mae_ratio,active_fraction,active_improve_fraction,active_degrade_fraction,fallback_fraction,gate_fraction,nonfinite_count,fallback_identity_max_abs,fold_mae_ratios,worst_fold_mae_ratio,near_flat_baseline_mae_deg,near_flat_fused_mae_deg,near_flat_mae_ratio,near_flat_mae_delta_deg,slope_baseline_mae_deg,slope_fused_mae_deg,slope_mae_ratio,slope_mae_delta_deg,transition_baseline_mae_deg,transition_fused_mae_deg,transition_mae_ratio,transition_mae_delta_deg,K_raw_p95_p05,K_eff_p95_p05,cap_fraction,acceptance_failures,development_accepted
V7C24,0.9,0.65,1.0,0.6,0.5,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8194673350557264,0.9596668214403938,0.14593221188589475,0.7520405665926724,0.03987101815792977,0.8532500950320184,0.14674990496798151,0,0.0,"[0.9584186459540309, 0.9666277790944804, 0.9546153288817346]",0.9666277790944804,0.6872141643299762,0.6723790431528703,0.9784126667535006,-0.014835121177105837,0.8545848387841777,0.8176923333545785,0.9568299087986555,-0.03689250542959921,0.9131007671493416,0.8965650458280424,0.9818905843514698,-0.016535721321299213,0.4013777704646053,0.5152607483061897,0.014690770802911398,[],True
V7C25,1.0,0.6,0.5,0.3,0.25,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8028448721365635,0.9402004858444067,0.23813436483105188,0.7466447514984818,0.045811355308142586,0.7585908944705986,0.24140910552940145,0,0.0,"[0.9376166445159734, 0.9494972795989597, 0.934006290751564]",0.9494972795989597,0.6872141643299762,0.6472661064553915,0.9418695656345596,-0.039948057874584664,0.8545848387841777,0.8006101554221354,0.9368410473571795,-0.05397468336204225,0.9131007671493416,0.8881381204219237,0.97266167368871,-0.02496264672741788,0.40573500177762545,0.5215561983698597,0.0,[],True
V7C26,1.0,0.6,0.5,0.3,0.5,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8142485222967489,0.9535551422582579,0.1692104614587728,0.7536412740262369,0.04389031248302796,0.8285449031508858,0.17145509684911422,0,0.0,"[0.9504743532703332, 0.9611394337816133, 0.9490881140280406]",0.9611394337816133,0.6872141643299762,0.6532909177806335,0.9506365725415201,-0.033923246549342645,0.8545848387841777,0.8128034951340053,0.951109191558307,-0.04178134365017239,0.9131007671493416,0.8934022153808928,0.97842674929521,-0.019698551768448813,0.418300526182651,0.5212808723765949,0.0,[],True
V7C27,1.0,0.6,0.8,0.48,0.25,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.803648710851392,0.9411418502056327,0.23423366598020828,0.7474225976791341,0.044691915490094325,0.7634454641530872,0.23655453584691283,0,0.0,"[0.9390070474140447, 0.9508728082553152, 0.9343151351776856]",0.9508728082553152,0.6872141643299762,0.6600648141318988,0.9604936108606731,-0.027149350198077404,0.8545848387841777,0.8008592681883078,0.9371325488616138,-0.05372557059586991,0.9131007671493416,0.889987465442373,0.9746870197260623,-0.02311330170696868,0.4014160268164173,0.5177036332481685,0.0,[],True
V7C28,1.0,0.6,0.8,0.48,0.5,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8148803070539868,0.95429501661795,0.16642445685546362,0.7543953003010729,0.04285174638593303,0.8320276699819962,0.16797233001800388,0,0.0,"[0.9515324510805795, 0.9622311132899438, 0.9493429496175826]",0.9622311132899438,0.6872141643299762,0.6636924776920641,0.9657724071202092,-0.023521686637912098,0.8545848387841777,0.8130307116646028,0.9513750709892138,-0.041554127119574846,0.9131007671493416,0.8943901890092301,0.979508747760091,-0.018710578140111567,0.4017196383794064,0.5169104564817861,0.0,[],True
V7C29,1.0,0.6,1.0,0.6,0.25,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8044911695287472,0.942128441868908,0.23148734507692373,0.7461782557345337,0.04469972363801723,0.766796648189379,0.23320335181062102,0,0.0,"[0.9412199988948107, 0.9518977421472554, 0.9345308759348236]",0.9518977421472554,0.6872141643299762,0.6687004864067464,0.9730598132515497,-0.018513677923229777,0.8545848387841777,0.8013167942575676,0.9376679270341436,-0.05326804452661005,0.9131007671493416,0.8917662538445678,0.976635094315626,-0.021334513304773872,0.4012881568559383,0.5152374867751222,0.0,[],True
V7C30,1.0,0.6,1.0,0.6,0.5,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8156058536790578,0.9551446941995968,0.16431035995204538,0.75264365478362,0.043007773025124096,0.8346311295651919,0.16536887043480802,0,0.0,"[0.9535542451818917, 0.9630416699827442, 0.949519040875157]",0.9630416699827442,0.6872141643299762,0.6706797328764346,0.9759399146412204,-0.01653443145354161,0.8545848387841777,0.8134723566938983,0.9518918658225082,-0.0411124820902794,0.9131007671493416,0.8956019451256515,0.980835825953448,-0.01749882202369013,0.4013141877847757,0.5134252294968646,0.0,[],True
V7C31,1.0,0.65,0.5,0.3,0.25,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8085400658972034,0.9468700482051674,0.20678486839631902,0.7478690620843043,0.04076633971579414,0.7904675575309219,0.20953244246907804,0,0.0,"[0.9443167509778768, 0.9545972180109452, 0.941966084098526]",0.9545972180109452,0.6872141643299762,0.6525700912758482,0.949587661529204,-0.03464407305412798,0.8545848387841777,0.806705318413519,0.9439733561868742,-0.04787952037065868,0.9131007671493416,0.8897959267066385,0.9744772523678195,-0.02330484044270309,0.4171383550919602,0.5247355225131846,0.0,[],True
V7C32,1.0,0.65,0.5,0.3,0.5,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8182253872960976,0.9582123936579894,0.15028593150175654,0.7531311323219577,0.040464291471868453,0.8478520675207712,0.15214793247922873,0,0.0,"[0.955533545081936, 0.9649110164313963, 0.9542415992795399]",0.9649110164313963,0.6872141643299762,0.6574523432984222,0.9566920727535188,-0.029761821031554003,0.8545848387841777,0.817051839172251,0.9560804288719595,-0.03753299961192669,0.9131007671493416,0.8944597235714224,0.9795848998833769,-0.01864104357791918,0.43911052452829724,0.524810704420609,0.0,[],True
V7C33,1.0,0.65,0.8,0.48,0.25,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8092494224110398,0.9477007657722748,0.20345081100951157,0.748709056826138,0.039820592263169675,0.7946700613635319,0.20532993863646806,0,0.0,"[0.9455512276090072, 0.9558172615178999, 0.9422289455295443]",0.9558172615178999,0.6872141643299762,0.6632564265467114,0.965137887100125,-0.02395773778326482,0.8545848387841777,0.8069323443389071,0.9442390125794111,-0.04765249444527053,0.9131007671493416,0.8915942745223882,0.976446747828177,-0.021506492626953477,0.401660347097074,0.5204806330653735,0.0,[],True
V7C34,1.0,0.65,0.8,0.48,0.5,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8187897832114825,0.9588733498803805,0.14787002961657192,0.7538691010069479,0.039664906261608714,0.8508820224484425,0.14911797755155748,0,0.0,"[0.9564819934941883, 0.9658940931925026, 0.9544607811581327]",0.9658940931925026,0.6872141643299762,0.6661739683798987,0.9693833494095814,-0.021040195950077445,0.8545848387841777,0.8172616081879782,0.956325891939179,-0.037323230596199464,0.9131007671493416,0.8954979970494397,0.9807219852033889,-0.017602770099901965,0.40279741221910875,0.5199236818869104,0.0,[],True
V7C35,1.0,0.65,1.0,0.6,0.25,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8100275414901635,0.948612010225129,0.20098770640745553,0.7473919283051769,0.039888766612525606,0.7976812187490863,0.20231878125091377,0,0.0,"[0.947656871171632, 0.9567351583959673, 0.9424150160255832]",0.9567351583959673,0.6872141643299762,0.6707931220094775,0.9761049128891152,-0.01642104232049868,0.8545848387841777,0.8073753893044049,0.9447574455604222,-0.04720944947977279,0.9131007671493416,0.8931974734705584,0.9782025222244415,-0.019903293678783185,0.40132064502786907,0.5176280046598324,0.0,[],True
V7C36,1.0,0.65,1.0,0.6,0.5,2.0,1.0,0.5,0.5,0.5,5.0,4787860,0.8539081655712161,0.8194669520234075,0.9596663728765618,0.14593221188589475,0.7520405665926724,0.03987101815792977,0.8532500950320184,0.14674990496798151,0,0.0,"[0.9584186459540309, 0.9666264683460642, 0.9546153288817346]",0.9666264683460642,0.6872141643299762,0.6723745434206785,0.9784061189661798,-0.01483962090929769,0.8545848387841777,0.817692171178617,0.9568297190270213,-0.03689266760556065,0.9131007671493416,0.8965639845331609,0.9818894220538136,-0.016536782616180745,0.4013777704646053,0.5163606551980807,0.0,[],True
