candidate_id,Kmax,p_help_threshold,slope_entry_deg,slope_exit_deg,innovation_min_deg,innovation_max_deg,quality_intercept,quality_slope,quality_floor,correction_limit_deg,correction_rate_limit_deg_s,sample_count,baseline_mae_deg,fused_mae_deg,mae_ratio,active_fraction,active_improve_fraction,active_degrade_fraction,fallback_fraction,gate_fraction,nonfinite_count,fallback_identity_max_abs,fold_mae_ratios,worst_fold_mae_ratio,near_flat_baseline_mae_deg,near_flat_fused_mae_deg,near_flat_mae_ratio,near_flat_mae_delta_deg,slope_baseline_mae_deg,slope_fused_mae_deg,slope_mae_ratio,slope_mae_delta_deg,transition_baseline_mae_deg,transition_fused_mae_deg,transition_mae_ratio,transition_mae_delta_deg,K_raw_p95_p05,K_eff_p95_p05,cap_fraction,acceptance_failures,development_accepted,fold,fit_run_count,held_run_count,covariance_psd,gate_model_sha256
V7C29,1.0,0.6,1.0,0.6,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1221240,0.8279275676846278,0.7792619843411087,0.9412199988948107,0.23582751957027284,0.7360886382733454,0.06315581141797627,0.763168582751957,0.23683141724804296,0,0.0,[],,0.76242567137355,0.7400251227406212,0.9706193672721263,-0.02240054863292884,0.8325982963075129,0.7819468155175683,0.9391645634940898,-0.050651480789944636,0.8125764415626815,0.7711424676990096,0.9490091371785412,-0.04143397386367187,0.3844910900153127,0.50394591070412,0.0,['every_fold_noninferior'],False,0,62,24,True,d9cef9bbc4642718fef09d705f072d2fe537201c742abf59eb0eca49e0826f1b
V7C30,1.0,0.6,1.0,0.6,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1221240,0.8279275676846278,0.7894738468687948,0.9535542451818917,0.16718499230290523,0.752396252197891,0.06475880748189036,0.8323040516196653,0.16769594838033475,0,0.0,[],,0.76242567137355,0.7413987002425843,0.9724209560086237,-0.021026971130965744,0.8325982963075129,0.7930015084395194,0.9524419062066292,-0.03959678786799348,0.8125764415626815,0.777258791524718,0.9565362121869502,-0.0353176500379635,0.40188848634984353,0.5018322051701647,0.0,['every_fold_noninferior'],False,0,62,24,True,d9cef9bbc4642718fef09d705f072d2fe537201c742abf59eb0eca49e0826f1b
V7C31,1.0,0.65,0.5,0.3,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1221240,0.8279275676846278,0.7818258707609639,0.9443167509778768,0.21495037830401886,0.7414878136118793,0.05887865420218966,0.7825996528118961,0.2174003471881039,0,0.0,[],,0.76242567137355,0.7234184397173847,0.9488379875957066,-0.039007231656165264,0.8325982963075129,0.7861334076370141,0.9441929092618063,-0.046464888670498805,0.8125764415626815,0.7667788393259194,0.9436390228731123,-0.0457976022367621,0.40192634687247414,0.5144891063804246,0.0,['every_fold_noninferior'],False,0,62,24,True,d9cef9bbc4642718fef09d705f072d2fe537201c742abf59eb0eca49e0826f1b
V7C32,1.0,0.65,0.5,0.3,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1221240,0.8279275676846278,0.791112563820757,0.955533545081936,0.15533392289803805,0.7553979968371112,0.06193463363205061,0.8430988175952311,0.1569011824047689,0,0.0,[],,0.76242567137355,0.7281732885093399,0.9550744627964814,-0.03425238286421006,0.8325982963075129,0.7957668915727295,0.9557632955794807,-0.03683140473478341,0.8125764415626815,0.7747783674086826,0.9534836696947444,-0.03779807415399894,0.40214464677091,0.5137607671828494,0.0,['every_fold_noninferior'],False,0,62,24,True,d9cef9bbc4642718fef09d705f072d2fe537201c742abf59eb0eca49e0826f1b
V7C33,1.0,0.65,0.8,0.48,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1221240,0.8279275676846278,0.7828479279955393,0.9455512276090072,0.21096590350791,0.7407700667598199,0.05912513584847073,0.7875020470996692,0.2124979529003308,0,0.0,[],,0.76242567137355,0.7337132468508992,0.9623406902460094,-0.02871242452265077,0.8325982963075129,0.7863912589168115,0.9445026039620489,-0.04620703739070142,0.8125764415626815,0.7709547043966488,0.9487780656229842,-0.04162173716603268,0.40189605304488,0.5126959048780398,0.0,['every_fold_noninferior'],False,0,62,24,True,d9cef9bbc4642718fef09d705f072d2fe537201c742abf59eb0eca49e0826f1b
V7C34,1.0,0.65,0.8,0.48,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1221240,0.8279275676846278,0.7918978104077873,0.9564819934941883,0.15275539615472797,0.7543674383948625,0.0625405385122567,0.8462292424093544,0.15377075759064557,0,0.0,[],,0.76242567137355,0.7364023601694557,0.9658677400549591,-0.02602331120409429,0.8325982963075129,0.7960172205118621,0.9560639555018499,-0.03658107579565084,0.8125764415626815,0.7773474112279687,0.9566452723303629,-0.03522903033471281,0.4019580828273025,0.5123095722813795,0.0,['every_fold_noninferior'],False,0,62,24,True,d9cef9bbc4642718fef09d705f072d2fe537201c742abf59eb0eca49e0826f1b
V7C35,1.0,0.65,1.0,0.6,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1221240,0.8279275676846278,0.784591248348754,0.947656871171632,0.20593413252104417,0.737263166265731,0.0598938348674924,0.7932314696537945,0.2067685303462055,0,0.0,[],,0.76242567137355,0.742200799913116,0.9734729925554608,-0.020224871460433946,0.8325982963075129,0.7877143025394323,0.9460916579253927,-0.04488399376808061,0.8125764415626815,0.7737013261113587,0.952158205107988,-0.03887511545132283,0.40188845572567994,0.5082003959223524,0.0,['every_fold_noninferior'],False,0,62,24,True,d9cef9bbc4642718fef09d705f072d2fe537201c742abf59eb0eca49e0826f1b
V7C36,1.0,0.65,1.0,0.6,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1221240,0.8279275676846278,0.7935012183683153,0.9584186459540309,0.14867511709410108,0.7491848783926683,0.06405313711667254,0.8508843470570895,0.1491156529429105,0,0.0,[],,0.76242567137355,0.7434054521783083,0.9750530183998452,-0.01902021919524166,0.8325982963075129,0.7973371335528713,0.95764924945076,-0.03526116275464164,0.8125764415626815,0.7792495380142882,0.9589861312194805,-0.033326903548393294,0.40188857986114124,0.5065999266566025,0.0,['every_fold_noninferior'],False,0,62,24,True,d9cef9bbc4642718fef09d705f072d2fe537201c742abf59eb0eca49e0826f1b
V7C01,0.7,0.6,0.5,0.3,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9013213105174789,0.9510290793890374,0.2262130069295328,0.7386841380301596,0.05383343913569452,0.7699334141665933,0.23006658583340672,0,0.0,[],,0.6490165870693261,0.606969329671512,0.9352138940120451,-0.04204725739781412,0.9585962369397425,0.9087768407063571,0.9480288005381383,-0.04981939623338538,1.042895883155031,1.0233486183184344,0.9812567436957742,-0.019547264836596634,0.4786377267306549,0.39561450741949256,0.43525740110998246,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C02,0.7,0.6,0.5,0.3,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9115454437589129,0.9618170724284666,0.1624518217965305,0.7510445072677692,0.057220651639105016,0.8348298775985749,0.1651701224014252,0,0.0,[],,0.6490165870693261,0.6126626593383139,0.9439861346299783,-0.0363539277310122,0.9585962369397425,0.919816965077123,0.9595457708175239,-0.038779271862619535,1.042895883155031,1.029353557406314,0.9870146905674342,-0.013542325748717055,0.4786404013474115,0.39401700656660066,0.42528061548808843,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C03,0.7,0.6,0.8,0.48,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9025592873017884,0.9523353304537225,0.21915545048737037,0.7411733433888551,0.050451725768613793,0.7784412276720698,0.22155877232793014,0,0.0,[],,0.6490165870693261,0.6209912234799088,0.9568187252101406,-0.028025363589417318,0.9585962369397425,0.9091886660687428,0.948458413493537,-0.04940757087099967,1.042895883155031,1.023655018400927,0.9815505410800017,-0.019240864754104026,0.4786352437151195,0.3954043166039659,0.4234587339682346,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C04,0.7,0.6,0.8,0.48,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9125550521376092,0.9628823605956617,0.1570870221975357,0.7543444326580597,0.05384509240813088,0.8413170853965007,0.15868291460349931,0,0.0,[],,0.6490165870693261,0.6246001014040066,0.9623792578621547,-0.02441648566531951,0.9585962369397425,0.9202001245793491,0.9599454797747062,-0.03839611236039342,1.042895883155031,1.0288733462394941,0.9865542312113506,-0.014022536915536898,0.4786353510299619,0.39381430636190135,0.41266189138656717,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C05,0.7,0.6,1.0,0.6,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9034813883627396,0.9533082852844439,0.2158227719486009,0.7396152747656277,0.050471255457178996,0.7826341707930013,0.21736582920699862,0,0.0,[],,0.6490165870693261,0.6297107780708995,0.9702537510087328,-0.0193058089984266,0.9585962369397425,0.9094624895118235,0.948744063940022,-0.04913374742791898,1.042895883155031,1.0252642909710703,0.9830936218382409,-0.01763159218396071,0.40455385188562903,0.39528376938690213,0.4184982626715904,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C06,0.7,0.6,1.0,0.6,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9133052907693336,0.9636739748035199,0.15458209430396466,0.7530498492603239,0.05382370469045783,0.8445027738452472,0.15549722615475278,0,0.0,[],,0.6490165870693261,0.6320012875014063,0.9737829511495948,-0.017015299567919806,0.9585962369397425,0.9204487567125962,0.9602048508463483,-0.03814748022714631,1.042895883155031,1.0297631998548524,0.9874074838032261,-0.013132683300178583,0.42330155337164255,0.39368223926606943,0.4075989179252393,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C07,0.7,0.65,0.5,0.3,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9060042335065378,0.955970265054089,0.20182213521733536,0.7378871480929559,0.05083773007370414,0.7945871068692466,0.20541289313075345,0,0.0,[],,0.6490165870693261,0.6128980543128925,0.9443488294813402,-0.03611853275643362,0.9585962369397425,0.9138462528741615,0.9533171711497195,-0.04474998406558095,1.042895883155031,1.0238800209887047,0.9817662889714375,-0.019015862166326336,0.47863886346168477,0.39628584253562193,0.4458217504427055,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C08,0.7,0.65,0.5,0.3,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9150755311705008,0.9655418437636499,0.14582974889757433,0.7487261190875436,0.05448540785091529,0.8516300997771441,0.14836990022285595,0,0.0,[],,0.6490165870693261,0.6175605559766151,0.9515327778682011,-0.031456031092711,0.9585962369397425,0.9236855369421594,0.9635814343387855,-0.03491069999758312,1.042895883155031,1.0290720938839544,0.9867448040649502,-0.013823789271076636,0.47864395386784336,0.3949121090634097,0.4407885425749987,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C09,0.7,0.65,0.8,0.48,0.25,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9071066715673212,0.9571335024498944,0.1957359326419606,0.7403716046691099,0.04802344936895035,0.8020524422708275,0.19794755772917244,0,0.0,[],,0.6490165870693261,0.624543431209941,0.9622919408425368,-0.024473155859385032,0.9585962369397425,0.9142286422536947,0.9537160767210098,-0.044367594686047784,1.042895883155031,1.0245508607219862,0.9824095360530657,-0.01834502243304481,0.4786352774986676,0.3959506984485254,0.4339556784428597,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
V7C10,0.7,0.65,0.8,0.48,0.5,2.0,1.0,0.5,0.5,0.5,5.0,1476290,0.9477326509264135,0.9159839776710619,0.9665003909865117,0.14119109389076673,0.7518170783778467,0.05185210061456829,0.8573173292510279,0.1426826707489721,0,0.0,[],,0.6490165870693261,0.6274172754326413,0.9667199389553081,-0.021599311636684826,0.9585962369397425,0.9240432400581231,0.9639545873954944,-0.03455299688161939,1.042895883155031,1.0290890663923802,0.9867610784684645,-0.013806816762650831,0.4786355199471021,0.39462356449278874,0.42806481169382976,['every_fold_noninferior'],False,1,57,29,True,47a7c2ceb046fd7166a06390bf58d3db49e5e357ae9be611563c4183c0b36e8e
