sample_index,t_s,theta_true_deg,theta_mtcn_deg,theta_rkf_deg,abs_error_mtcn_deg,abs_error_rkf_deg,delta_abs_error_deg,rkf_locally_better,evaluation_sample,rkf_better_beyond_tolerance,mtcn_better_beyond_tolerance,near_tie
2349,23.49,5.499999999999999,5.146209016454101,4.0450051112658585,0.3537909835458981,1.4549948887341406,1.1012039051882425,0,1,0,1,0
2350,23.5,5.499999999999999,5.146107447031542,4.0448417214303225,0.3538925529684569,1.4551582785696766,1.1012657256012197,0,1,0,1,0
2351,23.51,5.499999999999999,5.14589582819606,4.044683775316719,0.3541041718039395,1.4553162246832798,1.1012120528793403,0,1,0,1,0
2352,23.52,5.499999999999999,5.145684209360573,4.044525829203116,0.35431579063942653,1.455474170796883,1.1011583801574565,0,1,0,1,0
2353,23.53,5.499999999999999,5.14547259052509,4.044367883089514,0.3545274094749091,1.4556321169104853,1.1011047074355762,0,1,0,1,0
2354,23.54,5.499999999999999,5.145260971689602,4.044209936975905,0.35473902831039705,1.4557900630240939,1.1010510347136968,0,1,0,1,0
2355,23.55,5.499999999999999,5.145049352854114,4.044051990862302,0.354950647145885,1.455948009137697,1.100997361991812,0,1,0,1,0
2356,23.56,5.499999999999999,5.144752135056809,4.043925302172682,0.3552478649431903,1.456074697827317,1.1008268328841266,0,1,0,1,0
2357,23.57,5.499999999999999,5.144454917259492,4.043798613483062,0.3555450827405071,1.4562013865169368,1.1006563037764296,0,1,0,1,0
2358,23.58,5.499999999999999,5.144157699462181,4.0436719247934425,0.35584230053781774,1.4563280752065566,1.1004857746687389,0,1,0,1,0
2359,23.59,5.499999999999999,5.143860481664871,4.043545236103829,0.35613951833512836,1.4564547638961702,1.1003152455610419,0,1,0,1,0
2360,23.6,5.499999999999999,5.143563263867559,4.043418547414209,0.35643673613243987,1.45658145258579,1.1001447164533502,0,1,0,1,0
2361,23.61,5.499999999999999,5.143248553963464,4.043334244807579,0.35675144603653486,1.4566657551924198,1.099914309155885,0,1,0,1,0
2362,23.62,5.499999999999999,5.142933844059368,4.043249942200956,0.35706615594063074,1.4567500577990433,1.0996839018584126,0,1,0,1,0
2363,23.63,5.499999999999999,5.142619134155273,4.043165639594326,0.3573808658447257,1.456834360405673,1.0994534945609473,0,1,0,1,0
2364,23.64,5.499999999999999,5.142304424251185,4.043081336987696,0.3576955757488145,1.4569186630123028,1.0992230872634883,0,1,0,1,0
2365,23.65,5.499999999999999,5.141989714347089,4.042997034381073,0.3580102856529104,1.4570029656189263,1.098992679966016,0,1,0,1,0
2366,23.66,5.499999999999999,5.141714259173613,4.042981723597724,0.3582857408263864,1.457018276402275,1.0987325355758886,0,1,0,1,0
2367,23.67,5.499999999999999,5.141438804000132,4.04296641281438,0.3585611959998669,1.4570335871856193,1.0984723911857524,0,1,0,1,0
2368,23.68,5.499999999999999,5.141163348826656,4.042951102031031,0.35883665117334296,1.457048897968968,1.098212246795625,0,1,0,1,0
2369,23.69,5.499999999999999,5.14088789365318,4.042935791247682,0.359112106346819,1.4570642087523167,1.0979521024054977,0,1,0,1,0
2370,23.7,5.499999999999999,5.140612438479705,4.042920480464339,0.35938756152029416,1.45707951953566,1.097691958015366,0,1,0,1,0
2371,23.71,5.499999999999999,5.140497246074816,4.042842518868036,0.3595027539251827,1.4571574811319632,1.0976547272067805,0,1,0,1,0
2372,23.72,5.499999999999999,5.1403820536699225,4.042764557271738,0.3596179463300766,1.457235442728261,1.0976174963981844,0,1,0,1,0
2373,23.73,5.499999999999999,5.140266861265033,4.04268659567544,0.35973313873496604,1.4573134043245588,1.0975802655895928,0,1,0,1,0
2374,23.74,5.499999999999999,5.140151668860144,4.042608634079138,0.3598483311398555,1.457391365920861,1.0975430347810056,0,1,0,1,0
2375,23.75,5.499999999999999,5.14003647645525,4.04253067248284,0.35996352354474936,1.4574693275171589,1.0975058039724095,0,1,0,1,0
2376,23.76,5.499999999999999,5.1401097066785235,4.042373972009387,0.3598902933214756,1.457626027990612,1.0977357346691363,0,1,0,1,0
2377,23.77,5.499999999999999,5.140182936901798,4.042217271535933,0.35981706309820094,1.4577827284640659,1.097965665365865,0,1,0,1,0
2378,23.78,5.499999999999999,5.140256167125072,4.0420605710624855,0.35974383287492717,1.4579394289375136,1.0981955960625864,0,1,0,1,0
2379,23.79,5.499999999999999,5.140329397348346,4.0419038705890316,0.3596706026516534,1.4580961294109676,1.0984255267593142,0,1,0,1,0
2380,23.8,5.499999999999999,5.1404026275716195,4.041747170115584,0.35959737242837964,1.4582528298844153,1.0986554574560357,0,1,0,1,0
2381,23.81,5.499999999999999,5.140471367248613,4.041617444154948,0.35952863275138647,1.4583825558450512,1.0988539230936647,0,1,0,1,0
2382,23.82,5.499999999999999,5.140540106925607,4.041487718194319,0.3594598930743924,1.45851228180568,1.0990523887312875,0,1,0,1,0
2383,23.83,5.499999999999999,5.1406088466025945,4.041357992233695,0.3593911533974046,1.4586420077663043,1.0992508543688997,0,1,0,1,0
2384,23.84,5.499999999999999,5.140677586279589,4.04122826627306,0.3593224137204105,1.4587717337269392,1.0994493200065287,0,1,0,1,0
2385,23.85,5.499999999999999,5.140746325956583,4.041098540312429,0.35925367404341646,1.4589014596875698,1.0996477856441533,0,1,0,1,0
2386,23.86,5.499999999999999,5.1412019810117195,4.040978344559657,0.35879801898827957,1.459021655440342,1.1002236364520623,0,1,0,1,0
2387,23.87,5.499999999999999,5.141657636066856,4.040858148806883,0.35834236393314267,1.4591418511931158,1.1007994872599731,0,1,0,1,0
2388,23.88,5.499999999999999,5.142113291121988,4.040737953054111,0.3578867088780111,1.459262046945888,1.1013753380678768,0,1,0,1,0
2389,23.89,5.499999999999999,5.142568946177125,4.040617757301338,0.3574310538228742,1.459382242698661,1.1019511888757867,0,1,0,1,0
2390,23.9,5.499999999999999,5.143024601232264,4.040497561548565,0.35697539876773554,1.459502438451434,1.1025270396836984,0,1,0,1,0
2391,23.91,5.499999999999999,5.143668434561445,4.04032872101588,0.3563315654385537,1.4596712789841195,1.1033397135455658,0,1,0,1,0
2392,23.92,5.499999999999999,5.144312267890633,4.040159880483186,0.35568773210936655,1.4598401195168131,1.1041523874074466,0,1,0,1,0
2393,23.93,5.499999999999999,5.144956101219814,4.0399910399504995,0.3550438987801847,1.4600089600494996,1.104965061269315,0,1,0,1,0
2394,23.94,5.499999999999999,5.145599934548996,4.039822199417808,0.3544000654510029,1.4601778005821915,1.1057777351311886,0,1,0,1,0
2395,23.95,5.499999999999999,5.146243767878178,4.039653358885121,0.35375623212182106,1.460346641114878,1.106590408993057,0,1,0,1,0
2396,23.96,5.499999999999999,5.147079031973015,4.039518111252144,0.352920968026984,1.4604818887478555,1.1075609207208714,0,1,0,1,0
2397,23.97,5.499999999999999,5.147914296067847,4.039382863619165,0.3520857039321523,1.4606171363808338,1.1085314324486815,0,1,0,1,0
2398,23.98,5.499999999999999,5.148749560162678,4.039247615986187,0.3512504398373215,1.4607523840138121,1.1095019441764906,0,1,0,1,0
2399,23.99,5.499999999999999,5.149584824257509,4.039112368353209,0.3504151757424898,1.4608876316467905,1.1104724559043007,0,1,0,1,0
2400,24.0,5.499999999999999,5.150420088352346,4.03897712072023,0.3495799116476528,1.4610228792797688,1.111442967632116,0,1,0,1,0
2401,24.01,5.499556643518518,5.151548391273724,4.038890403292526,0.34800825224479404,1.4606662402259918,1.1126579879811977,0,1,0,1,0
2402,24.02,5.499113287037037,5.152676694195107,4.038803685864815,0.34643659284192996,1.4603096011722219,1.113873008330292,0,1,0,1,0
2403,24.03,5.498669930555556,5.153804997116484,4.038716968437111,0.3448649334390721,1.4599529621184448,1.1150880286793727,0,1,0,1,0
2404,24.04,5.498226574074075,5.154933300037861,4.038630251009401,0.34329327403621424,1.459596323064674,1.1163030490284598,0,1,0,1,0
2405,24.05,5.497783217592594,5.156061602959244,4.038543533581698,0.34172161463335016,1.459239684010896,1.117518069377546,0,1,0,1,0
2406,24.06,5.4964630555555525,5.1575141416287655,4.038550046267952,0.33894891392678694,1.4579130092876005,1.1189640953608135,0,1,0,1,0
2407,24.07,5.495142893518517,5.158966680298294,4.038556558954202,0.33617621322022373,1.4565863345643155,1.1204101213440918,0,1,0,1,0
2408,24.08,5.493822731481483,5.1604192189678155,4.038563071640456,0.3334035125136676,1.455259659841027,1.1218561473273594,0,1,0,1,0
2409,24.09,5.492502569444447,5.161871757637344,4.038569584326711,0.3306308118071035,1.4539329851177358,1.1233021733106323,0,1,0,1,0
2410,24.1,5.491182407407407,5.163324296306866,4.03857609701296,0.3278581111005403,1.4526063103944464,1.1247481992939061,0,1,0,1,0
2411,24.11,5.4890003009259285,5.165099629086448,4.03863835773533,0.3239006718394801,1.4503619431905985,1.1264612713511184,0,1,0,1,0
2412,24.12,5.486818194444445,5.166874961866037,4.038700618457693,0.3199432325784084,1.4481175759867524,1.128174343408344,0,1,0,1,0
2413,24.13,5.484636087962961,5.16865029464562,4.038762879180055,0.3159857933173411,1.4458732087829063,1.1298874154655651,0,1,0,1,0
2414,24.14,5.482453981481483,5.170425627425202,4.038825139902423,0.31202835405628093,1.4436288415790601,1.1316004875227792,0,1,0,1,0
2415,24.15,5.480271874999999,5.172200960204785,4.038887400624787,0.30807091479521365,1.4413844743752122,1.1333135595799986,0,1,0,1,0
2416,24.16,5.4772426851851845,5.174201193670665,4.038910907071191,0.3030414915145192,1.4383317781139935,1.1352902865994743,0,1,0,1,0
2417,24.17,5.474213495370369,5.176201427136547,4.0389344135175955,0.2980120682338221,1.4352790818527739,1.1372670136189518,0,1,0,1,0
2418,24.18,5.471184305555554,5.1782016606024275,4.038957919963994,0.29298264495312676,1.4322263855915605,1.1392437406384337,0,1,0,1,0
2419,24.19,5.468155115740739,5.1802018940683086,4.038981426410398,0.28795322167243054,1.4291736893303408,1.1412204676579103,0,1,0,1,0
2420,24.2,5.465125925925924,5.18220212753419,4.039004932856803,0.2829237983917343,1.4261209930691212,1.143197194677387,0,1,0,1,0
2421,24.21,5.461264513888889,5.1844911210403115,4.0388781266050895,0.27677339284857716,1.4223863872837992,1.145612994435222,0,1,0,1,0
2422,24.22,5.457403101851854,5.186780114546434,4.0387513203533825,0.27062298730542,1.4186517814984718,1.1480287941930518,0,1,0,1,0
2423,24.23,5.453541689814814,5.1890691080525615,4.03862451410167,0.2644725817622522,1.4149171757131436,1.1504445939508914,0,1,0,1,0
2424,24.24,5.449680277777778,5.191358101558683,4.038497707849963,0.25832217621909503,1.4111825699278153,1.1528603937087203,0,1,0,1,0
2425,24.25,5.445818865740738,5.1936470950648115,4.03837090159825,0.25217177067592633,1.407447964142488,1.1552761934665616,0,1,0,1,0
2426,24.26,5.441140092592595,5.196034798808817,4.037982970387995,0.24510529378377743,1.4031571222045995,1.158051828420822,0,1,0,1,0
2427,24.27,5.4364613194444456,5.1984225025528294,4.037595039177734,0.2380388168916161,1.3988662802667111,1.160827463375095,0,1,0,1,0
2428,24.28,5.431782546296296,5.2008102062968415,4.037207107967479,0.23097233999945477,1.3945754383288174,1.1636030983293626,0,1,0,1,0
2429,24.29,5.427103773148148,5.203197910040847,4.036819176757217,0.22390586310730054,1.3902845963909307,1.1663787332836302,0,1,0,1,0
2430,24.3,5.422424999999999,5.205585613784859,4.036431245546963,0.2168393862151401,1.385993754453036,1.169154368237896,0,1,0,1,0
2431,24.31,5.416943726851853,5.208105608412975,4.035686574015219,0.20883811843887834,1.3812571528366346,1.1724190343977563,0,1,0,1,0
2432,24.32,5.4114624537037015,5.210625603041086,4.034941902483469,0.2008368506626157,1.3765205512202323,1.1756837005576166,0,1,0,1,0
2433,24.33,5.405981180555556,5.213145597669202,4.034197230951725,0.19283558288635394,1.3717839496038309,1.178948366717477,0,1,0,1,0
2434,24.34,5.40049990740741,5.215665592297318,4.033452559419976,0.1848343151100913,1.3670473479874339,1.1822130328773426,0,1,0,1,0
2435,24.35,5.395018634259258,5.218185586925429,4.032707887888232,0.17683304733382865,1.3623107463710262,1.1854776990371976,0,1,0,1,0
2436,24.36,5.388749722222221,5.2206636910858775,4.031626318301311,0.1680860311363439,1.3571234039209106,1.1890373727845667,0,1,0,1,0
2437,24.37,5.382480810185184,5.223141795246327,4.030544748714391,0.15933901493885738,1.3519360614707931,1.1925970465319358,0,1,0,1,0
2438,24.38,5.376211898148147,5.225619899406775,4.029463179127475,0.15059199874137175,1.3467487190206713,1.1961567202792995,0,1,0,1,0
2439,24.39,5.36994298611111,5.228098003567224,4.0283816095405545,0.1418449825438861,1.3415613765705556,1.1997163940266695,0,1,0,1,0
2440,24.4,5.363674074074074,5.230576107727672,4.0273000399536345,0.13309796634640136,1.336374034120439,1.2032760677740377,0,1,0,1,0
2441,24.41,5.356632384259257,5.233025141555471,4.025810006974247,0.12360724270378576,1.3308223772850098,1.207215134581224,0,1,0,1,0
2442,24.42,5.34959069444444,5.235474175383275,4.024319973994861,0.11411651906116482,1.3252707204495788,1.211154201388414,0,1,0,1,0
2443,24.43,5.342549004629629,5.237923209211073,4.022829941015474,0.10462579541855632,1.319719063614155,1.2150932681955986,0,1,0,1,0
2444,24.44,5.335507314814812,5.240372243038877,4.021339908036094,0.09513507177593539,1.3141674067787186,1.2190323350027832,0,1,0,1,0
2445,24.45,5.3284656250000015,5.2428212768666755,4.019849875056706,0.085644348133326,1.3086157499432955,1.2229714018099695,0,1,0,1,0
2446,24.46,5.320666018518517,5.245239991653559,4.017938384287164,0.07542602686495758,1.3027276342313527,1.2273016073663952,0,1,0,1,0
2447,24.47,5.312866412037038,5.247658706440443,4.016026893517621,0.0652077055965945,1.296839518519417,1.2316318129228225,0,1,0,1,0
2448,24.48,5.305066805555552,5.250077421227328,4.0141154027480725,0.05498938432822431,1.2909514028074796,1.2359620184792552,0,1,0,1,0
2449,24.49,5.297267199074073,5.252496136014217,4.0122039119785295,0.044771063059856786,1.2850632870955438,1.240292224035687,0,1,0,1,0
2450,24.5,5.289467592592595,5.254914850801102,4.010292421208987,0.034552741791492814,1.2791751713836073,1.2446224295921144,0,1,0,1,0
2451,24.51,5.280924930555553,5.257370828263292,4.007946921518254,0.023554102292261625,1.272978009037299,1.2494239067450374,0,1,0,1,0
2452,24.52,5.272382268518517,5.259826805725482,4.005601421827521,0.012555462793034877,1.2667808466909962,1.2542253838979613,0,1,0,1,0
2453,24.53,5.263839606481482,5.262282783187673,4.003255922136788,0.0015568232938090176,1.2605836843446943,1.2590268610508852,0,1,0,1,0
2454,24.54,5.255296944444446,5.264738760649864,4.000910422446055,0.009441816205418618,1.2543865219983905,1.244944705792972,0,1,0,1,0
2455,24.55,5.246754282407404,5.267194738112054,3.998564922755322,0.020440455704649807,1.2481893596520823,1.2277489039474325,0,1,0,1,0
2456,24.56,5.237483425925923,5.269468437422385,3.99568184518154,0.03198501149646216,1.241801580744383,1.2098165692479208,0,1,0,1,0
2457,24.57,5.228212569444443,5.271742136732711,3.9927987676077583,0.04352956728826829,1.2354138018366845,1.1918842345484162,0,1,0,1,0
2458,24.58,5.218941712962961,5.274015836043041,3.989915690033977,0.05507412308008064,1.2290260229289838,1.1739518998489031,0,1,0,1,0
2459,24.59,5.20967085648148,5.276289535353367,3.9870326124602014,0.06661867887188677,1.222638244021279,1.1560195651493923,0,1,0,1,0
2460,24.6,5.200399999999999,5.278563234663698,3.984149534886419,0.07816323466369912,1.2162504651135801,1.138087230449881,0,1,0,1,0
2461,24.61,5.1904158101851845,5.280687421946907,3.980622843122051,0.0902716117617226,1.2097929670631333,1.1195213553014107,0,1,0,1,0
