sample_index,t_s,theta_true_deg,theta_mtcn_deg,theta_rkf_deg,abs_error_mtcn_deg,abs_error_rkf_deg,delta_abs_error_deg,rkf_locally_better,evaluation_sample,rkf_better_beyond_tolerance,mtcn_better_beyond_tolerance,near_tie
1600,16.0,5.499999999999999,4.401208141123339,5.4376732618494525,1.0987918588766599,0.06232673815054657,-1.0364651207261133,1,1,1,0,0
1601,16.01,5.499999999999999,4.401091809853484,5.436069198218529,1.0989081901465152,0.0639308017814697,-1.0349773883650455,1,1,1,0,0
1602,16.02,5.499999999999999,4.400975478583629,5.434465134587601,1.0990245214163705,0.06553486541239817,-1.0334896560039724,1,1,1,0,0
1603,16.03,5.499999999999999,4.400859147313773,5.432861070956678,1.0991408526862259,0.0671389290433213,-1.0320019236429046,1,1,1,0,0
1604,16.04,5.499999999999999,4.400742816043918,5.431257007325755,1.0992571839560812,0.06874299267424444,-1.0305141912818367,1,1,1,0,0
1605,16.05,5.499999999999999,4.400626484774063,5.429652943694826,1.0993735152259365,0.0703470563051729,-1.0290264589207636,1,1,1,0,0
1606,16.06,5.499999999999999,4.400515539750716,5.428001048841619,1.0994844602492835,0.07199895115838029,-1.0274855090909032,1,1,1,0,0
1607,16.07,5.499999999999999,4.40040459472737,5.426349153988413,1.0995954052726296,0.07365084601158589,-1.0259445592610437,1,1,1,0,0
1608,16.08,5.499999999999999,4.400293649704017,5.424697259135207,1.0997063502959818,0.07530274086479238,-1.0244036094311895,1,1,1,0,0
1609,16.09,5.499999999999999,4.40018270468067,5.423045364282,1.0998172953193288,0.07695463571799888,-1.02286265960133,1,1,1,0,0
1610,16.1,5.499999999999999,4.400071759657324,5.421393469428795,1.099928240342675,0.07860653057120448,-1.0213217097714704,1,1,1,0,0
1611,16.11,5.499999999999999,4.399979557618708,5.419685377843001,1.1000204423812914,0.08031462215699836,-1.019705820224293,1,1,1,0,0
1612,16.12,5.499999999999999,4.3998873555800975,5.417977286257202,1.1001126444199016,0.08202271374279668,-1.018089930677105,1,1,1,0,0
1613,16.13,5.499999999999999,4.399795153541481,5.416269194671409,1.1002048464585181,0.08373080532858967,-1.0164740411299285,1,1,1,0,0
1614,16.14,5.499999999999999,4.399702951502871,5.4145611030856164,1.1002970484971284,0.08543889691438267,-1.0148581515827457,1,1,1,0,0
1615,16.15,5.499999999999999,4.399610749464261,5.4128530114998235,1.1003892505357378,0.08714698850017566,-1.0132422620355621,1,1,1,0,0
1616,16.16,5.499999999999999,4.3995318074781276,5.411156461413227,1.1004681925218716,0.0888435385867723,-1.0116246539350993,1,1,1,0,0
1617,16.17,5.499999999999999,4.399452865491994,5.409459911326625,1.1005471345080053,0.09054008867337426,-1.010007045834631,1,1,1,0,0
1618,16.18,5.499999999999999,4.39937392350586,5.407763361240029,1.1006260764941391,0.09223663875997001,-1.0083894377341691,1,1,1,0,0
1619,16.19,5.499999999999999,4.3992949815197315,5.406066811153432,1.1007050184802676,0.09393318884656754,-1.0067718296337,1,1,1,0,0
1620,16.2,5.499999999999999,4.399216039533598,5.404370261066836,1.1007839604664014,0.09562973893316329,-1.005154221533238,1,1,1,0,0
1621,16.21,5.499999999999999,4.399162038507228,5.402709158832121,1.100837961492771,0.09729084116787767,-1.0035471203248933,1,1,1,0,0
1622,16.22,5.499999999999999,4.399108037480858,5.401048056597413,1.1008919625191407,0.09895194340258584,-1.0019400191165548,1,1,1,0,0
1623,16.23,5.499999999999999,4.39905403645449,5.399386954362699,1.1009459635455094,0.10061304563730022,-1.0003329179082092,1,1,1,0,0
1624,16.24,5.499999999999999,4.399000035428125,5.397725852127991,1.1009999645718738,0.10227414787200839,-0.9987258166998654,1,1,1,0,0
1625,16.25,5.499999999999999,4.398946034401757,5.396064749893276,1.1010539655982425,0.10393525010672278,-0.9971187154915198,1,1,1,0,0
1626,16.26,5.499999999999999,4.398910600155749,5.394345978767253,1.1010893998442501,0.1056540212327457,-0.9954353786115044,1,1,1,0,0
1627,16.27,5.499999999999999,4.398875165909747,5.392627207641225,1.1011248340902524,0.10737279235877395,-0.9937520417314785,1,1,1,0,0
1628,16.28,5.499999999999999,4.398839731663744,5.390908436515203,1.1011602683362547,0.10909156348479598,-0.9920687048514587,1,1,1,0,0
1629,16.29,5.499999999999999,4.398804297417737,5.389189665389175,1.1011957025822623,0.11081033461082423,-0.9903853679714381,1,1,1,0,0
1630,16.3,5.499999999999999,4.398768863171734,5.387470894263153,1.1012311368282655,0.11252910573684627,-0.9887020310914192,1,1,1,0,0
1631,16.31,5.499999999999999,4.3987832502286475,5.38558684320769,1.1012167497713516,0.11441315679230879,-0.9868035929790429,1,1,1,0,0
1632,16.32,5.499999999999999,4.3987976372855595,5.383702792152222,1.1012023627144396,0.11629720784777753,-0.9849051548666621,1,1,1,0,0
1633,16.33,5.499999999999999,4.398812024342472,5.381818741096764,1.1011879756575267,0.11818125890323472,-0.983006716754292,1,1,1,0,0
1634,16.34,5.499999999999999,4.398826411399385,5.379934690041296,1.1011735886006138,0.12006530995870346,-0.9811082786419103,1,1,1,0,0
1635,16.35,5.499999999999999,4.398840798456297,5.378050638985833,1.1011592015437017,0.12194936101416598,-0.9792098405295357,1,1,1,0,0
1636,16.36,5.499999999999999,4.398847737692346,5.376151128875616,1.1011522623076528,0.12384887112438303,-0.9773033911832698,1,1,1,0,0
1637,16.37,5.499999999999999,4.398854676928387,5.374251618765394,1.101145323071612,0.1257483812346054,-0.9753969418370065,1,1,1,0,0
1638,16.38,5.499999999999999,4.398861616164429,5.3723521086551775,1.1011383838355702,0.12764789134482157,-0.9734904924907486,1,1,1,0,0
1639,16.39,5.499999999999999,4.398868555400476,5.370452598544955,1.101131444599523,0.12954740145504395,-0.9715840431444791,1,1,1,0,0
1640,16.4,5.499999999999999,4.398875494636518,5.368553088434739,1.1011245053634813,0.13144691156526012,-0.9696775937982212,1,1,1,0,0
1641,16.41,5.499999999999999,4.398854072948227,5.366650223362716,1.101145927051772,0.1333497766372833,-0.9677961504144887,1,1,1,0,0
1642,16.42,5.499999999999999,4.398832651259943,5.364747358290693,1.1011673487400557,0.1352526417093065,-0.9659147070307492,1,1,1,0,0
1643,16.43,5.499999999999999,4.3988112295716535,5.36284449321867,1.1011887704283456,0.13715550678132882,-0.9640332636470168,1,1,1,0,0
1644,16.44,5.499999999999999,4.398789807883368,5.360941628146647,1.101210192116631,0.13905837185335201,-0.9621518202632791,1,1,1,0,0
1645,16.45,5.499999999999999,4.398768386195078,5.359038763074629,1.101231613804921,0.14096123692536988,-0.9602703768795511,1,1,1,0,0
1646,16.46,5.499999999999999,4.398740165308782,5.357097139356917,1.1012598346912172,0.14290286064308244,-0.9583569740481348,1,1,1,0,0
1647,16.47,5.499999999999999,4.39871194442248,5.355155515639204,1.1012880555775189,0.144844484360795,-0.9564435712167239,1,1,1,0,0
1648,16.48,5.499999999999999,4.398683723536179,5.353213891921497,1.1013162764638205,0.14678610807850223,-0.9545301683853182,1,1,1,0,0
1649,16.49,5.499999999999999,4.398655502649876,5.351272268203784,1.101344497350123,0.1487277317962148,-0.9526167655539082,1,1,1,0,0
1650,16.5,5.499999999999999,4.3986272817635745,5.349330644486071,1.1013727182364246,0.15066935551392824,-0.9507033627224963,1,1,1,0,0
1651,16.51,5.499999999999999,4.398652743341806,5.347414253185938,1.101347256658193,0.15258574681406145,-0.9487615098441315,1,1,1,0,0
1652,16.52,5.499999999999999,4.398678204920038,5.345497861885805,1.1013217950799614,0.15450213811419378,-0.9468196569657676,1,1,1,0,0
1653,16.53,5.499999999999999,4.39870366649827,5.343581470585666,1.101296333501729,0.1564185294143332,-0.9448778040873957,1,1,1,0,0
1654,16.54,5.499999999999999,4.398729128076502,5.341665079285533,1.1012708719234974,0.15833492071446642,-0.942935951209031,1,1,1,0,0
1655,16.55,5.499999999999999,4.398754589654733,5.3397486879854,1.1012454103452658,0.16025131201459875,-0.940994098330667,1,1,1,0,0
1656,16.56,5.499999999999999,4.398699454910135,5.337884637508177,1.101300545089864,0.16211536249182235,-0.9391851825980417,1,1,1,0,0
1657,16.57,5.499999999999999,4.398644320165536,5.33602058703095,1.1013556798344633,0.1639794129690495,-0.9373762668654138,1,1,1,0,0
1658,16.58,5.499999999999999,4.398589185420936,5.334156536553727,1.1014108145790633,0.1658434634462722,-0.9355673511327911,1,1,1,0,0
1659,16.59,5.499999999999999,4.398534050676332,5.332292486076505,1.101465949323667,0.16770751392349403,-0.9337584354001729,1,1,1,0,0
1660,16.6,5.499999999999999,4.398478915931732,5.330428435599282,1.101521084068267,0.16957156440071675,-0.9319495196675502,1,1,1,0,0
1661,16.61,5.499999999999999,4.398351865869427,5.328522528339556,1.1016481341305724,0.17147747166044347,-0.9301706624701289,1,1,1,0,0
1662,16.62,5.499999999999999,4.398224815807127,5.326616621079828,1.1017751841928725,0.17338337892017108,-0.9283918052727014,1,1,1,0,0
1663,16.63,5.499999999999999,4.398097765744821,5.324710713820107,1.1019022342551779,0.17528928617989248,-0.9266129480752854,1,1,1,0,0
1664,16.64,5.499999999999999,4.397970715682515,5.322804806560381,1.1020292843174841,0.17719519343961831,-0.9248340908778658,1,1,1,0,0
1665,16.65,5.499999999999999,4.397843665620215,5.320898899300653,1.1021563343797842,0.17910110069934593,-0.9230552336804383,1,1,1,0,0
1666,16.66,5.499999999999999,4.3977426300587075,5.318910827624581,1.1022573699412916,0.181089172375418,-0.9211681975658736,1,1,1,0,0
1667,16.67,5.499999999999999,4.397641594497201,5.316922755948503,1.1023584055027982,0.18307724405149628,-0.9192811614513019,1,1,1,0,0
1668,16.68,5.499999999999999,4.3975405589356935,5.314934684272431,1.1024594410643056,0.18506531572756835,-0.9173941253367373,1,1,1,0,0
1669,16.69,5.499999999999999,4.397439523374187,5.312946612596359,1.1025604766258121,0.18705338740364041,-0.9155070892221717,1,1,1,0,0
1670,16.7,5.499999999999999,4.397338487812674,5.310958540920287,1.1026615121873249,0.18904145907971248,-0.9136200531076124,1,1,1,0,0
1671,16.71,5.499999999999999,4.39727770895252,5.308919825728403,1.1027222910474794,0.19108017427159574,-0.9116421167758837,1,1,1,0,0
1672,16.72,5.499999999999999,4.39721693009236,5.306881110536525,1.1027830699076393,0.19311888946347455,-0.9096641804441647,1,1,1,0,0
1673,16.73,5.499999999999999,4.3971561512322,5.304842395344641,1.1028438487677992,0.1951576046553578,-0.9076862441124414,1,1,1,0,0
1674,16.74,5.499999999999999,4.397095372372039,5.302803680152763,1.10290462762796,0.19719631984723573,-0.9057083077807242,1,1,1,0,0
1675,16.75,5.499999999999999,4.3970345935118855,5.300764964960879,1.1029654064881136,0.19923503503911988,-0.9037303714489937,1,1,1,0,0
1676,16.76,5.499999999999999,4.396979837462194,5.29863269185487,1.1030201625378053,0.20136730814512926,-0.9016528543926761,1,1,1,0,0
1677,16.77,5.499999999999999,4.396925081412503,5.29650041874886,1.1030749185874962,0.20349958125113954,-0.8995753373363566,1,1,1,0,0
1678,16.78,5.499999999999999,4.396870325362817,5.294368145642849,1.1031296746371817,0.2056318543571498,-0.8974978202800319,1,1,1,0,0
1679,16.79,5.499999999999999,4.396815569313127,5.292235872536835,1.1031844306868726,0.20776412746316453,-0.895420303223708,1,1,1,0,0
1680,16.8,5.499999999999999,4.396760813263434,5.290103599430824,1.1032391867365652,0.2098964005691748,-0.8933427861673904,1,1,1,0,0
1681,16.81,5.499999999999999,4.396669855615805,5.2878892458815585,1.103330144384194,0.2121107541184406,-0.8912193902657535,1,1,1,0,0
1682,16.82,5.499999999999999,4.396578897968175,5.285674892332294,1.1034211020318239,0.21432510766770552,-0.8890959943641183,1,1,1,0,0
1683,16.83,5.499999999999999,4.396487940320546,5.283460538783029,1.1035120596794528,0.21653946121697043,-0.8869725984624823,1,1,1,0,0
1684,16.84,5.499999999999999,4.3963969826729175,5.281246185233763,1.1036030173270817,0.21875381476623623,-0.8848492025608454,1,1,1,0,0
1685,16.85,5.499999999999999,4.396306025025288,5.279031831684498,1.1036939749747114,0.22096816831550115,-0.8827258066592103,1,1,1,0,0
1686,16.86,5.499999999999999,4.396164479477531,5.276754273248508,1.103835520522468,0.22324572675149135,-0.8805897937709766,1,1,1,0,0
1687,16.87,5.499999999999999,4.396022933929768,5.274476714812518,1.1039770660702315,0.22552328518748155,-0.87845378088275,1,1,1,0,0
1688,16.88,5.499999999999999,4.395881388382011,5.272199156376522,1.104118611617988,0.22780084362347708,-0.8763177679945109,1,1,1,0,0
1689,16.89,5.499999999999999,4.395739842834254,5.269921597940532,1.1042601571657453,0.23007840205946728,-0.874181755106278,1,1,1,0,0
1690,16.9,5.499999999999999,4.395598297286496,5.267644039504542,1.1044017027135027,0.23235596049545748,-0.8720457422180452,1,1,1,0,0
1691,16.91,5.499999999999999,4.3953991335268325,5.265363162376658,1.1046008664731666,0.23463683762334142,-0.8699640288498252,1,1,1,0,0
1692,16.92,5.499999999999999,4.3951999697671615,5.263082285248775,1.1048000302328376,0.23691771475122447,-0.8678823154816131,1,1,1,0,0
1693,16.93,5.499999999999999,4.395000806007498,5.260801408120897,1.1049991939925015,0.2391985918791022,-0.8658006021133993,1,1,1,0,0
1694,16.94,5.499999999999999,4.394801642247827,5.258520530993013,1.1051983577521725,0.24147946900698614,-0.8637188887451863,1,1,1,0,0
1695,16.95,5.499999999999999,4.394602478488162,5.25623965386513,1.1053975215118372,0.2437603461348692,-0.861637175376968,1,1,1,0,0
1696,16.96,5.499999999999999,4.394436228305144,5.253948427617589,1.1055637716948548,0.24605157238241038,-0.8595121993124444,1,1,1,0,0
1697,16.97,5.499999999999999,4.394269978122132,5.251657201370043,1.105730021877867,0.248342798629956,-0.857387223247911,1,1,1,0,0
1698,16.98,5.499999999999999,4.394103727939121,5.249365975122502,1.1058962720608783,0.2506340248774972,-0.8552622471833811,1,1,1,0,0
1699,16.99,5.499999999999999,4.393937477756109,5.247074748874955,1.1060625222438905,0.2529252511250437,-0.8531372711188467,1,1,1,0,0
1700,17.0,5.499999999999999,4.393771227573097,5.244783522627415,1.1062287724269018,0.255216477372584,-0.8510122950543177,1,1,1,0,0
1701,17.01,5.499999999999999,4.3937199822682995,5.242502114790028,1.1062800177316996,0.25749788520997097,-0.8487821325217286,1,1,1,0,0
1702,17.02,5.499999999999999,4.393668736963502,5.240220706952641,1.1063312630364974,0.2597792930473579,-0.8465519699891395,1,1,1,0,0
1703,17.03,5.499999999999999,4.393617491658706,5.237939299115255,1.1063825083412935,0.262060700884744,-0.8443218074565495,1,1,1,0,0
1704,17.04,5.499999999999999,4.393566246353913,5.235657891277868,1.106433753646086,0.26434210872213093,-0.842091644923955,1,1,1,0,0
1705,17.05,5.499999999999999,4.393515001049116,5.233376483440481,1.106484998950883,0.2666235165595179,-0.839861482391365,1,1,1,0,0
1706,17.06,5.499999999999999,4.393446666837641,5.2311258957176365,1.106553333162358,0.2688741042823626,-0.8376792288799955,1,1,1,0,0
1707,17.07,5.499999999999999,4.393378332626171,5.228875307994792,1.1066216673738278,0.2711246920052073,-0.8354969753686206,1,1,1,0,0
1708,17.08,5.499999999999999,4.3933099984147015,5.226624720271947,1.1066900015852976,0.273375279728052,-0.8333147218572456,1,1,1,0,0
1709,17.09,5.499999999999999,4.393241664203226,5.224374132549097,1.1067583357967727,0.275625867450902,-0.8311324683458707,1,1,1,0,0
1710,17.1,5.499999999999999,4.393173329991757,5.222123544826252,1.1068266700082425,0.2778764551737467,-0.8289502148344958,1,1,1,0,0
1711,17.11,5.499999999999999,4.393022106885899,5.219800662253485,1.1069778931141006,0.28019933774651395,-0.8267785553675866,1,1,1,0,0
1712,17.12,5.499999999999999,4.392870883780036,5.217477779680716,1.107129116219963,0.282522220319283,-0.82460689590068,1,1,1,0,0
1713,17.13,5.499999999999999,4.392719660674179,5.215154897107948,1.1072803393258202,0.2848451028920511,-0.822435236433769,1,1,1,0,0
1714,17.14,5.499999999999999,4.392568437568322,5.212832014535181,1.1074315624316773,0.28716798546481836,-0.8202635769668589,1,1,1,0,0
1715,17.15,5.499999999999999,4.392417214462465,5.210509131962413,1.1075827855375344,0.2894908680375865,-0.8180919174999479,1,1,1,0,0
1716,17.16,5.499999999999999,4.3922382552669585,5.208133451883916,1.1077617447330406,0.2918665481160829,-0.8158951966169576,1,1,1,0,0
1717,17.17,5.499999999999999,4.392059296071453,5.2057577718054135,1.1079407039285458,0.29424222819458556,-0.8136984757339603,1,1,1,0,0
1718,17.18,5.499999999999999,4.3918803368759525,5.203382091726917,1.1081196631240466,0.296617908273082,-0.8115017548509647,1,1,1,0,0
1719,17.19,5.499999999999999,4.391701377680446,5.201006411648415,1.1082986223195528,0.29899358835158374,-0.809305033967969,1,1,1,0,0
1720,17.2,5.499999999999999,4.39152241848494,5.198630731569918,1.108477581515059,0.30136926843008105,-0.8071083130849779,1,1,1,0,0
1721,17.21,5.499999999999999,4.391384199107774,5.196246261572664,1.108615800892225,0.3037537384273348,-0.8048620624648901,1,1,1,0,0
1722,17.22,5.499999999999999,4.391245979730608,5.193861791575417,1.1087540202693908,0.3061382084245823,-0.8026158118448086,1,1,1,0,0
1723,17.23,5.499999999999999,4.391107760353442,5.191477321578163,1.1088922396465568,0.308522678421836,-0.8003695612247208,1,1,1,0,0
1724,17.24,5.499999999999999,4.390969540976277,5.1890928515809085,1.1090304590237219,0.3109071484190906,-0.7981233106046313,1,1,1,0,0
1725,17.25,5.499999999999999,4.390831321599105,5.186708381583655,1.109168678400894,0.31329161841634434,-0.7958770599845497,1,1,1,0,0
1726,17.26,5.499999999999999,4.390754994205138,5.184310608894893,1.109245005794861,0.3156893911051064,-0.7935556146897547,1,1,1,0,0
1727,17.27,5.499999999999999,4.39067866681117,5.181912836206131,1.109321333188829,0.3180871637938685,-0.7912341693949605,1,1,1,0,0
1728,17.28,5.499999999999999,4.390602339417202,5.179515063517369,1.1093976605827969,0.32048493648263054,-0.7889127241001663,1,1,1,0,0
1729,17.29,5.499999999999999,4.390526012023235,5.177117290828606,1.1094739879767639,0.3228827091713935,-0.7865912788053704,1,1,1,0,0
1730,17.3,5.499999999999999,4.390449684629262,5.174719518139843,1.1095503153707371,0.32528048186015646,-0.7842698335105807,1,1,1,0,0
1731,17.31,5.499999999999999,4.39038529147511,5.172375008980391,1.109614708524889,0.32762499101960785,-0.7819897175052812,1,1,1,0,0
1732,17.32,5.499999999999999,4.390320898320952,5.17003049982094,1.1096791016790473,0.32996950017905924,-0.779709601499988,1,1,1,0,0
1733,17.33,5.499999999999999,4.3902565051668,5.1676859906614885,1.1097434948331992,0.33231400933851063,-0.7774294854946886,1,1,1,0,0
1734,17.34,5.499999999999999,4.390192112012643,5.165341481502035,1.1098078879873565,0.3346585184979638,-0.7751493694893927,1,1,1,0,0
1735,17.35,5.499999999999999,4.39012771885849,5.162996972342584,1.1098722811415094,0.3370030276574152,-0.7728692534840942,1,1,1,0,0
1736,17.36,5.499999999999999,4.389961655468296,5.160582888869058,1.110038344531703,0.339417111130941,-0.770621233400762,1,1,1,0,0
1737,17.37,5.499999999999999,4.389795592078097,5.158168805395528,1.110204407921902,0.3418311946044712,-0.7683732133174308,1,1,1,0,0
1738,17.38,5.499999999999999,4.3896295286879035,5.155754721921997,1.1103704713120957,0.3442452780780023,-0.7661251932340933,1,1,1,0,0
1739,17.39,5.499999999999999,4.389463465297711,5.153340638448465,1.1105365347022884,0.3466593615515343,-0.7638771731507541,1,1,1,0,0
1740,17.4,5.499999999999999,4.389297401907511,5.150926554974939,1.1107025980924883,0.3490734450250601,-0.7616291530674282,1,1,1,0,0
1741,17.41,5.499999999999999,4.3890226260124,5.14854829876616,1.1109773739875992,0.35145170123383895,-0.7595256727537603,1,1,1,0,0
1742,17.42,5.499999999999999,4.388747850117294,5.146170042557386,1.1112521498827048,0.35382995744261336,-0.7574221924400915,1,1,1,0,0
1743,17.43,5.499999999999999,4.388473074222183,5.143791786348612,1.1115269257778158,0.3562082136513869,-0.7553187121264289,1,1,1,0,0
1744,17.44,5.499999999999999,4.388198298327073,5.141413530139833,1.1118017016729258,0.35858646986016574,-0.7532152318127601,1,1,1,0,0
1745,17.45,5.499999999999999,4.387923522431962,5.139035273931059,1.1120764775680367,0.36096472606894014,-0.7511117514990966,1,1,1,0,0
1746,17.46,5.499999999999999,4.387563193331988,5.136610728553324,1.1124368066680113,0.36338927144667554,-0.7490475352213357,1,1,1,0,0
1747,17.47,5.499999999999999,4.387202864232013,5.1341861831755935,1.1127971357679858,0.3658138168244056,-0.7469833189435802,1,1,1,0,0
1748,17.48,5.499999999999999,4.386842535132039,5.131761637797858,1.1131574648679603,0.368238362202141,-0.7449191026658193,1,1,1,0,0
1749,17.49,5.499999999999999,4.386482206032064,5.129337092420122,1.1135177939679348,0.3706629075798773,-0.7428548863880575,1,1,1,0,0
1750,17.5,5.499999999999999,4.386121876932091,5.126912547042392,1.1138781230679085,0.37308745295760737,-0.7407906701103011,1,1,1,0,0
1751,17.51,5.499999999999999,4.385680181441111,5.124462217466477,1.1143198185588883,0.375537782533522,-0.7387820360253663,1,1,1,0,0
1752,17.52,5.499999999999999,4.385238485950132,5.122011887890563,1.1147615140498672,0.3779881121094357,-0.7367734019404315,1,1,1,0,0
1753,17.53,5.499999999999999,4.384796790459153,5.119561558314643,1.1152032095408462,0.3804384416853557,-0.7347647678554905,1,1,1,0,0
1754,17.54,5.499999999999999,4.384355094968174,5.117111228738729,1.1156449050318251,0.3828887712612703,-0.7327561337705548,1,1,1,0,0
1755,17.55,5.499999999999999,4.383913399477194,5.114660899162814,1.116086600522805,0.3853391008371849,-0.73074749968562,1,1,1,0,0
1756,17.56,5.499999999999999,4.383375905644235,5.112207454234789,1.116624094355764,0.38779254576521005,-0.7288315485905539,1,1,1,0,0
1757,17.57,5.499999999999999,4.382838411811271,5.109754009306763,1.1171615881887282,0.39024599069323607,-0.7269155974954922,1,1,1,0,0
1758,17.58,5.499999999999999,4.382300917978306,5.107300564378738,1.1176990820216934,0.3926994356212612,-0.7249996464004322,1,1,1,0,0
1759,17.59,5.499999999999999,4.381763424145347,5.104847119450713,1.1182365758546524,0.3951528805492863,-0.7230836953053661,1,1,1,0,0
1760,17.6,5.499999999999999,4.3812259303123815,5.102393674522688,1.1187740696876176,0.39760632547731145,-0.7211677442103062,1,1,1,0,0
1761,17.61,5.499999999999999,4.380638172621924,5.099900875212913,1.119361827378075,0.4000991247870864,-0.7192627025909886,1,1,1,0,0
1762,17.62,5.499999999999999,4.380050414931473,5.097408075903133,1.1199495850685262,0.40259192409686584,-0.7173576609716603,1,1,1,0,0
1763,17.63,5.499999999999999,4.379462657241015,5.094915276593353,1.1205373427589844,0.40508472340664614,-0.7154526193523383,1,1,1,0,0
1764,17.64,5.499999999999999,4.378874899550558,5.09242247728358,1.121125100449441,0.40757752271641934,-0.7135475777330216,1,1,1,0,0
1765,17.65,5.499999999999999,4.378287141860106,5.0899296779737995,1.121712858139893,0.41007032202619964,-0.7116425361136933,1,1,1,0,0
1766,17.66,5.499999999999999,4.377694043017652,5.087363869925414,1.1223059569823475,0.4126361300745849,-0.7096698269077626,1,1,1,0,0
1767,17.67,5.499999999999999,4.377100944175197,5.084798061877028,1.122899055824802,0.415201938122971,-0.707697117701831,1,1,1,0,0
1768,17.68,5.499999999999999,4.376507845332743,5.082232253828643,1.1234921546672565,0.41776774617135626,-0.7057244084959002,1,1,1,0,0
1769,17.69,5.499999999999999,4.375914746490288,5.079666445780257,1.124085253509711,0.4203335542197424,-0.7037516992899686,1,1,1,0,0
1770,17.7,5.499999999999999,4.375321647647833,5.077100637731871,1.1246783523521664,0.4228993622681285,-0.7017789900840379,1,1,1,0,0
1771,17.71,5.499999999999999,4.374833812623102,5.074569630781394,1.1251661873768972,0.42543036921860544,-0.6997358181582918,1,1,1,0,0
1772,17.72,5.499999999999999,4.374345977598372,5.07203862383091,1.1256540224016272,0.42796137616908947,-0.6976926462325377,1,1,1,0,0
1773,17.73,5.499999999999999,4.373858142573641,5.069507616880432,1.126141857426358,0.4304923831195673,-0.6956494743067907,1,1,1,0,0
1774,17.74,5.499999999999999,4.373370307548909,5.066976609929949,1.1266296924510897,0.4330233900700504,-0.6936063023810393,1,1,1,0,0
1775,17.75,5.499999999999999,4.3728824725241795,5.06444560297947,1.1271175274758196,0.4355543970205291,-0.6915631304552905,1,1,1,0,0
1776,17.76,5.499999999999999,4.372533000215592,5.06185606283234,1.1274669997844073,0.4381439371676592,-0.6893230626167481,1,1,1,0,0
1777,17.77,5.499999999999999,4.372183527906998,5.0592665226852045,1.1278164720930013,0.4407334773147946,-0.6870829947782067,1,1,1,0,0
1778,17.78,5.499999999999999,4.371834055598405,5.056676982538074,1.1281659444015943,0.4433230174619247,-0.6848429269396696,1,1,1,0,0
1779,17.79,5.499999999999999,4.371484583289812,5.054087442390938,1.1285154167101874,0.445912557609061,-0.6826028591011264,1,1,1,0,0
1780,17.8,5.499999999999999,4.371135110981219,5.051497902243808,1.1288648890187805,0.4485020977561911,-0.6803627912625894,1,1,1,0,0
1781,17.81,5.499999999999999,4.370873332378529,5.048861461653092,1.1291266676214704,0.45113853834690687,-0.6779881292745635,1,1,1,0,0
1782,17.82,5.499999999999999,4.370611553775833,5.046225021062384,1.1293884462241657,0.45377497893761554,-0.6756134672865501,1,1,1,0,0
1783,17.83,5.499999999999999,4.370349775173144,5.043588580471675,1.1296502248268547,0.4564114195283242,-0.6732388052985305,1,1,1,0,0
1784,17.84,5.499999999999999,4.370087996570449,5.040952139880959,1.12991200342955,0.45904786011904,-0.67086414331051,1,1,1,0,0
1785,17.85,5.499999999999999,4.36982621796776,5.0383156992902505,1.130173782032239,0.46168430070974864,-0.6684894813224904,1,1,1,0,0
1786,17.86,5.499999999999999,4.369614970766587,5.035715474665491,1.1303850292334126,0.4642845253345085,-0.6661005038989041,1,1,1,0,0
1787,17.87,5.499999999999999,4.369403723565418,5.033115250040725,1.1305962764345807,0.46688474995927454,-0.6637115264753062,1,1,1,0,0
1788,17.88,5.499999999999999,4.369192476364251,5.030515025415964,1.130807523635748,0.46948497458403526,-0.6613225490517127,1,1,1,0,0
1789,17.89,5.499999999999999,4.368981229163078,5.027914800791204,1.1310187708369215,0.4720851992087951,-0.6589335716281264,1,1,1,0,0
1790,17.9,5.499999999999999,4.3687699819619095,5.025314576166443,1.1312300180380896,0.47468542383355583,-0.6565445942045338,1,1,1,0,0
1791,17.91,5.499999999999999,4.36858128587767,5.022741792278132,1.1314187141223293,0.4772582077218672,-0.6541605064004621,1,1,1,0,0
1792,17.92,5.499999999999999,4.368392589793425,5.020169008389826,1.1316074102065743,0.4798309916101733,-0.651776418596401,1,1,1,0,0
1793,17.93,5.499999999999999,4.368203893709185,5.017596224501521,1.131796106290814,0.48240377549847846,-0.6493923307923355,1,1,1,0,0
1794,17.94,5.499999999999999,4.368015197624946,5.015023440613208,1.1319848023750527,0.48497655938679074,-0.647008242988262,1,1,1,0,0
1795,17.95,5.499999999999999,4.3678265015407005,5.012450656724902,1.1321734984592986,0.4875493432750968,-0.6446241551842018,1,1,1,0,0
1796,17.96,5.499999999999999,4.367640005604127,5.009806874624094,1.1323599943958724,0.49019312537590487,-0.6421668690199676,1,1,1,0,0
1797,17.97,5.499999999999999,4.367453509667554,5.007163092523285,1.1325464903324454,0.4928369074767138,-0.6397095828557315,1,1,1,0,0
1798,17.98,5.499999999999999,4.36726701373098,5.004519310422477,1.1327329862690192,0.4954806895775219,-0.6372522966914973,1,1,1,0,0
1799,17.99,5.499999999999999,4.367080517794401,5.001875528321663,1.1329194822055983,0.4981244716783362,-0.6347950105272622,1,1,1,0,0
1800,18.0,5.499999999999999,4.366894021857827,4.999231746220854,1.1331059781421722,0.5007682537791451,-0.632337724363027,1,1,1,0,0
