path_id,model_seed,sensor_seed,case_status,safety_status,theta_sched_mae_deg,ey_rmse,epsi_rmse,xy_rmse,j_du,omega_cmd_rms,active_fraction,active_improve_fraction,active_degrade_fraction,fallback_fraction,safety_failure_count,case_metrics_path
p01_factory_logistics_showcase,202,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.36444200376062785,0.014434526569110451,0.016110799417733607,0.5192886661324014,0.08769179525411305,0.036046849289769985,0.4565535757871613,0.6756660429475185,0.3243339570524815,0.5434464242128386,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed202\p01_factory_logistics_showcase\attempts\20260802_001525_687\case_metrics.json
p02_sharp_turn_transition,202,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.7506927424834359,0.03517700998553343,0.03572580074111552,0.3966363208914956,0.6687878489413437,0.08677444907791156,0.5186538461538461,0.9840563589173156,0.015943641082684465,0.48134615384615387,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed202\p02_sharp_turn_transition\attempts\20260802_002627_367\case_metrics.json
p03_long_updown,202,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.9545661563799902,0.03185059371543401,0.026428667881796472,0.3861013648532999,1.9044925168594984,0.05918277578302689,0.4540909090909091,0.9954954954954955,0.0045045045045045045,0.5459090909090909,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed202\p03_long_updown\attempts\20260802_002850_031\case_metrics.json
p04_soft_updown_straight_turn,202,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.016472772012780336,0.0030752066268836405,0.007732736404179409,0.2763741046225835,0.2997621714080531,0.03382279309384028,0,,,1,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed202\p04_soft_updown_straight_turn\attempts\20260802_003052_460\case_metrics.json
p05_factory_flat_logistics,202,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0,0.009208637453958533,0.008008093898277372,0.23338673590706385,0.01920114093842521,0.04054156137856758,0,,,1,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed202\p05_factory_flat_logistics\attempts\20260802_003342_692\case_metrics.json
p06_downhill_after_turn,202,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.8419423482693854,0.02331291097445317,0.03143429256861443,0.4985329159072873,0.4657667223774325,0.06986615484053822,0.6015789473684211,1,0,0.39842105263157895,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed202\p06_downhill_after_turn\attempts\20260802_004158_683\case_metrics.json
p01_factory_logistics_showcase,340,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.4065171702120204,0.012639072894167182,0.013778145184188153,0.8315259148431062,0.11058640534459174,0.04005285939302128,0.0718005044341388,0.6838526912181303,0.3161473087818697,0.9281994955658612,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed340\p01_factory_logistics_showcase\attempts\20260802_004342_214\case_metrics.json
p02_sharp_turn_transition,340,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.5105630147668395,0.023345070217320615,0.02830212825836109,0.3280613209153732,0.7554776742519089,0.0814484182287149,0.42057692307692307,0.99039780521262,0.009602194787379973,0.5794230769230769,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed340\p02_sharp_turn_transition\attempts\20260802_005459_243\case_metrics.json
p03_long_updown,340,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,1.0010793509385065,0.03371211993645244,0.026276417134437027,0.385814103509704,1.891614369829525,0.05963637132724098,0.48704545454545456,0.9617358842743817,0.03826411572561829,0.5129545454545454,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed340\p03_long_updown\attempts\20260802_005725_402\case_metrics.json
p04_soft_updown_straight_turn,340,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.016472772012780336,0.003403437192179932,0.007891470174581335,0.2762955982477988,0.302313883167873,0.03409502156611192,0,,,1,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed340\p04_soft_updown_straight_turn\attempts\20260802_005930_296\case_metrics.json
p05_factory_flat_logistics,340,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0,0.009221234560413672,0.007754805861190461,0.23448529567942855,0.020853078790158307,0.0411453715860148,0,,,1,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed340\p05_factory_flat_logistics\attempts\20260802_010207_755\case_metrics.json
