path_id,model_seed,sensor_seed,case_status,safety_status,theta_sched_mae_deg,ey_rmse,epsi_rmse,xy_rmse,j_du,omega_cmd_rms,active_fraction,active_improve_fraction,active_degrade_fraction,fallback_fraction,safety_failure_count,case_dir
p01_factory_logistics_showcase,11,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.307111897213245,0.0196578715971739,0.0241557592415656,1.24454583694238,0.0882213396462635,0.0374996856170081,0.507322431047108,0.648544623526582,0.351455376473418,0.492677568952892,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed11\p01_factory_logistics_showcase\attempts\20260801_220943_660
p02_sharp_turn_transition,11,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.448039878028584,0.018888320542009,0.0293268513678773,0.348586791532812,0.602066470235374,0.0782880678016392,0.493461538461538,0.976617303195635,0.0233826968043648,0.506538461538461,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed11\p02_sharp_turn_transition\attempts\20260801_222028_667
p03_long_updown,11,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.830630620009898,0.0530010136277234,0.025929451298135,0.44114529712939,1.65501360354342,0.0530888191878048,0.485227272727273,0.95175644028103,0.0482435597189696,0.514772727272727,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed11\p03_long_updown\attempts\20260801_222303_538
p04_soft_updown_straight_turn,11,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.0164727720127803,0.00342109702816402,0.00784272079896773,0.27619081328931,0.299674266282361,0.0334976691671507,0,NaN,NaN,1,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed11\p04_soft_updown_straight_turn\attempts\20260801_222525_937
p05_factory_flat_logistics,11,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0,0.00439599944746904,0.00792214027875236,0.237379797931424,0.0187996930617775,0.0407791706055634,0,NaN,NaN,1,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed11\p05_factory_flat_logistics\attempts\20260801_222834_024
p06_downhill_after_turn,11,4631,COMPLETE,PASS_NODE53_V7_CASE_SAFETY,0.452436167445823,0.0145346848829556,0.0117064353098094,0.117313138983692,0.529093581891739,0.069424228664944,0.507105263157895,1,0,0.492894736842105,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\53_moderntcn_fuzzyakf6d_fusion_rebuild\08_formal_six_path_exploratory_v7\cases\V7\seed11\p06_downhill_after_turn\attempts\20260801_223914_895
