sample_index,debug_step,t_s,theta_true_deg,theta_mtcn_deg,theta_rkf_deg,abs_error_mtcn_deg,abs_error_rkf_deg,delta_abs_error_deg,evaluation_sample,rkf_better_beyond_tolerance,mtcn_better_beyond_tolerance,near_tie
117,117.0,1.17,0.0,0.0,0.17685780237768733,0.0,0.17685780237768733,0.17685780237768733,1,0,1,0
118,118.0,1.18,0.0,0.0,0.1772863018982537,0.0,0.1772863018982537,0.1772863018982537,1,0,1,0
119,119.0,1.19,0.0,0.0,0.17924251219982784,0.0,0.17924251219982784,0.17924251219982784,1,0,1,0
120,120.0,1.2,0.0,0.0,0.17990474410345247,0.0,0.17990474410345247,0.17990474410345247,1,0,1,0
121,121.0,1.21,0.0,0.0,0.18076595392971448,0.0,0.18076595392971448,0.18076595392971448,1,0,1,0
122,122.0,1.22,0.0,0.0,0.18113421903673974,0.0,0.18113421903673974,0.18113421903673974,1,0,1,0
123,123.0,1.23,0.0,0.0,0.18065831919624206,0.0,0.18065831919624206,0.18065831919624206,1,0,1,0
124,124.0,1.24,0.0,0.0,0.18017321206984024,0.0,0.18017321206984024,0.18017321206984024,1,0,1,0
125,125.0,1.25,0.0,0.0,0.18018526531878223,0.0,0.18018526531878223,0.18018526531878223,1,0,1,0
126,126.0,1.26,0.0,0.0,0.17954317894006633,0.0,0.17954317894006633,0.17954317894006633,1,0,1,0
127,127.0,1.27,0.0,0.0,0.1788437989050413,0.0,0.1788437989050413,0.1788437989050413,1,0,1,0
128,128.0,1.28,0.0,0.0,0.17803980377043468,0.0,0.17803980377043468,0.17803980377043468,1,0,1,0
129,129.0,1.29,0.0,0.0,0.1789766773560986,0.0,0.1789766773560986,0.1789766773560986,1,0,1,0
130,130.0,1.3,0.0,0.0,0.17978982916827863,0.0,0.17978982916827863,0.17978982916827863,1,0,1,0
131,131.0,1.31,0.0,0.0,0.1799182299601601,0.0,0.1799182299601601,0.1799182299601601,1,0,1,0
132,132.0,1.32,0.0,0.0,0.18084508321646206,0.0,0.18084508321646206,0.18084508321646206,1,0,1,0
133,133.0,1.33,0.0,0.0,0.18084323116819306,0.0,0.18084323116819306,0.18084323116819306,1,0,1,0
134,134.0,1.34,0.0,0.0,0.18106168492400693,0.0,0.18106168492400693,0.18106168492400693,1,0,1,0
135,135.0,1.35,0.0,0.0,0.18031271764965665,0.0,0.18031271764965665,0.18031271764965665,1,0,1,0
136,136.0,1.36,0.0,0.0,0.18007517296243145,0.0,0.18007517296243145,0.18007517296243145,1,0,1,0
137,137.0,1.37,0.0,0.0,0.1806362883768674,0.0,0.1806362883768674,0.1806362883768674,1,0,1,0
138,138.0,1.38,0.0,0.0,0.18098138087516927,0.0,0.18098138087516927,0.18098138087516927,1,0,1,0
139,139.0,1.39,0.0,0.0,0.1817149684477072,0.0,0.1817149684477072,0.1817149684477072,1,0,1,0
140,140.0,1.4,0.0,0.0,0.18170059474384512,0.0,0.18170059474384512,0.18170059474384512,1,0,1,0
141,141.0,1.41,0.0,0.0,0.181039689049735,0.0,0.181039689049735,0.181039689049735,1,0,1,0
142,142.0,1.42,0.0,0.0,0.18256539585279077,0.0,0.18256539585279077,0.18256539585279077,1,0,1,0
143,143.0,1.43,0.0,0.0,0.18149433364924153,0.0,0.18149433364924153,0.18149433364924153,1,0,1,0
144,144.0,1.44,0.0,0.0,0.18185980005285055,0.0,0.18185980005285055,0.18185980005285055,1,0,1,0
145,145.0,1.45,0.0,0.0,0.18183020333763422,0.0,0.18183020333763422,0.18183020333763422,1,0,1,0
146,146.0,1.46,0.0,0.0,0.1820608622882248,0.0,0.1820608622882248,0.1820608622882248,1,0,1,0
147,147.0,1.47,0.0,0.0,0.1828126280611589,0.0,0.1828126280611589,0.1828126280611589,1,0,1,0
148,148.0,1.48,0.0,0.0,0.18197694842481324,0.0,0.18197694842481324,0.18197694842481324,1,0,1,0
149,149.0,1.49,0.0,0.0,0.1809700150482702,0.0,0.1809700150482702,0.1809700150482702,1,0,1,0
150,150.0,1.5,0.0,0.0,0.18014706439446734,0.0,0.18014706439446734,0.18014706439446734,1,0,1,0
151,151.0,1.51,0.0,0.0,0.18127839006751373,0.0,0.18127839006751373,0.18127839006751373,1,0,1,0
152,152.0,1.52,0.0,0.0,0.18111472306378154,0.0,0.18111472306378154,0.18111472306378154,1,0,1,0
153,153.0,1.53,0.0,0.0,0.18066560148309166,0.0,0.18066560148309166,0.18066560148309166,1,0,1,0
154,154.0,1.54,0.0,0.0,0.18047357555143032,0.0,0.18047357555143032,0.18047357555143032,1,0,1,0
155,155.0,1.55,0.0,0.0,0.18083430789455732,0.0,0.18083430789455732,0.18083430789455732,1,0,1,0
156,156.0,1.56,0.0,0.0,0.1831127876770316,0.0,0.1831127876770316,0.1831127876770316,1,0,1,0
157,157.0,1.57,0.0,0.0,0.182667207852078,0.0,0.182667207852078,0.182667207852078,1,0,1,0
158,158.0,1.58,0.0,0.0,0.1828865701821842,0.0,0.1828865701821842,0.1828865701821842,1,0,1,0
159,159.0,1.59,0.0,0.0,0.18274491456894817,0.0,0.18274491456894817,0.18274491456894817,1,0,1,0
160,160.0,1.6,0.0,0.0,0.18208490951309772,0.0,0.18208490951309772,0.18208490951309772,1,0,1,0
161,161.0,1.61,0.0,0.0,0.18169135938199488,0.0,0.18169135938199488,0.18169135938199488,1,0,1,0
162,162.0,1.62,0.0,0.0,0.18186259053970824,0.0,0.18186259053970824,0.18186259053970824,1,0,1,0
163,163.0,1.63,0.0,0.0,0.18183406737727162,0.0,0.18183406737727162,0.18183406737727162,1,0,1,0
164,164.0,1.64,0.0,0.0,0.18134051039400576,0.0,0.18134051039400576,0.18134051039400576,1,0,1,0
165,165.0,1.65,0.0,0.0,0.18068677108057465,0.0,0.18068677108057465,0.18068677108057465,1,0,1,0
166,166.0,1.66,0.0,0.0,0.18146858992639459,0.0,0.18146858992639459,0.18146858992639459,1,0,1,0
167,167.0,1.67,0.0,0.0,0.18151540677489847,0.0,0.18151540677489847,0.18151540677489847,1,0,1,0
168,168.0,1.68,0.0,0.0,0.18040548978954085,0.0,0.18040548978954085,0.18040548978954085,1,0,1,0
169,169.0,1.69,0.0,0.0,0.18203780433658384,0.0,0.18203780433658384,0.18203780433658384,1,0,1,0
170,170.0,1.7,0.0,0.0,0.18215037011060356,0.0,0.18215037011060356,0.18215037011060356,1,0,1,0
171,171.0,1.71,0.0,0.0,0.1823455587740725,0.0,0.1823455587740725,0.1823455587740725,1,0,1,0
172,172.0,1.72,0.0,0.0,0.18159239255858742,0.0,0.18159239255858742,0.18159239255858742,1,0,1,0
173,173.0,1.73,0.0,0.0,0.18008999787816035,0.0,0.18008999787816035,0.18008999787816035,1,0,1,0
174,174.0,1.74,0.0,0.0,0.18027550127448516,0.0,0.18027550127448516,0.18027550127448516,1,0,1,0
175,175.0,1.75,0.0,0.0,0.18053793024552123,0.0,0.18053793024552123,0.18053793024552123,1,0,1,0
176,176.0,1.76,0.0,0.0,0.1813889580673163,0.0,0.1813889580673163,0.1813889580673163,1,0,1,0
177,177.0,1.77,0.0,0.0,0.18083262317150198,0.0,0.18083262317150198,0.18083262317150198,1,0,1,0
178,178.0,1.78,0.0,0.0,0.18296801406495736,0.0,0.18296801406495736,0.18296801406495736,1,0,1,0
179,179.0,1.79,0.0,0.0,0.1839411281365741,0.0,0.1839411281365741,0.1839411281365741,1,0,1,0
180,180.0,1.8,0.0,0.0,0.1854064510793814,0.0,0.1854064510793814,0.1854064510793814,1,0,1,0
181,181.0,1.81,0.0,0.0,0.1852824057255935,0.0,0.1852824057255935,0.1852824057255935,1,0,1,0
182,182.0,1.82,0.0,0.0,0.18544151437523237,0.0,0.18544151437523237,0.18544151437523237,1,0,1,0
183,183.0,1.83,0.0,0.0,0.18502525708589293,0.0,0.18502525708589293,0.18502525708589293,1,0,1,0
184,184.0,1.84,0.0,0.0,0.18272801238507871,0.0,0.18272801238507871,0.18272801238507871,1,0,1,0
185,185.0,1.85,0.0,0.0,0.18445310369704151,0.0,0.18445310369704151,0.18445310369704151,1,0,1,0
186,186.0,1.86,0.0,0.0,0.18512470140210527,0.0,0.18512470140210527,0.18512470140210527,1,0,1,0
187,187.0,1.87,0.0,0.0,0.18596618286792715,0.0,0.18596618286792715,0.18596618286792715,1,0,1,0
188,188.0,1.88,0.0,0.0,0.18532310429954385,0.0,0.18532310429954385,0.18532310429954385,1,0,1,0
189,189.0,1.89,0.0,0.0,0.18631657358045386,0.0,0.18631657358045386,0.18631657358045386,1,0,1,0
190,190.0,1.9,0.0,0.0,0.18739453633673048,0.0,0.18739453633673048,0.18739453633673048,1,0,1,0
191,191.0,1.91,0.0,0.0,0.18807123958217856,0.0,0.18807123958217856,0.18807123958217856,1,0,1,0
192,192.0,1.92,0.0,0.0,0.18781583764616522,0.0,0.18781583764616522,0.18781583764616522,1,0,1,0
193,193.0,1.93,0.0,0.0,0.18738118796188752,0.0,0.18738118796188752,0.18738118796188752,1,0,1,0
194,194.0,1.94,0.0,0.0,0.1877551936841225,0.0,0.1877551936841225,0.1877551936841225,1,0,1,0
195,195.0,1.95,0.0,0.0,0.187058756578613,0.0,0.187058756578613,0.187058756578613,1,0,1,0
196,196.0,1.96,0.0,0.0,0.18726100807320445,0.0,0.18726100807320445,0.18726100807320445,1,0,1,0
197,197.0,1.97,0.0,0.0,0.1860863547894029,0.0,0.1860863547894029,0.1860863547894029,1,0,1,0
198,198.0,1.98,0.0,0.0,0.18632738408909483,0.0,0.18632738408909483,0.18632738408909483,1,0,1,0
199,199.0,1.99,0.0,0.0,0.1864252356261414,0.0,0.1864252356261414,0.1864252356261414,1,0,1,0
200,200.0,2.0,0.0,0.0,0.18717295195790448,0.0,0.18717295195790448,0.18717295195790448,1,0,1,0
201,201.0,2.01,0.0,0.0,0.18825170348408707,0.0,0.18825170348408707,0.18825170348408707,1,0,1,0
202,202.0,2.02,0.0,0.0,0.1886156024018381,0.0,0.1886156024018381,0.1886156024018381,1,0,1,0
203,203.0,2.03,0.0,0.0,0.18811087868554596,0.0,0.18811087868554596,0.18811087868554596,1,0,1,0
204,204.0,2.04,0.0,0.0,0.18790584321669038,0.0,0.18790584321669038,0.18790584321669038,1,0,1,0
205,205.0,2.05,0.0,0.0,0.18969083296514053,0.0,0.18969083296514053,0.18969083296514053,1,0,1,0
206,206.0,2.06,0.0,0.0,0.18899830793393,0.0,0.18899830793393,0.18899830793393,1,0,1,0
207,207.0,2.07,0.0,0.0,0.19017873240794017,0.0,0.19017873240794017,0.19017873240794017,1,0,1,0
208,208.0,2.08,0.0,0.0,0.19026593819264015,0.0,0.19026593819264015,0.19026593819264015,1,0,1,0
209,209.0,2.09,0.0,0.0,0.190427280086978,0.0,0.190427280086978,0.190427280086978,1,0,1,0
210,210.0,2.1,0.0,0.0,0.19150399104933236,0.0,0.19150399104933236,0.19150399104933236,1,0,1,0
211,211.0,2.11,0.0,0.0,0.19055314181511843,0.0,0.19055314181511843,0.19055314181511843,1,0,1,0
212,212.0,2.12,0.0,0.0,0.18988234598440495,0.0,0.18988234598440495,0.18988234598440495,1,0,1,0
213,213.0,2.13,0.0,0.0,0.18945319206048253,0.0,0.18945319206048253,0.18945319206048253,1,0,1,0
214,214.0,2.14,0.0,0.0,0.19000675820774443,0.0,0.19000675820774443,0.19000675820774443,1,0,1,0
215,215.0,2.15,0.0,0.0,0.18901078829975504,0.0,0.18901078829975504,0.18901078829975504,1,0,1,0
216,216.0,2.16,0.0,0.0,0.18820221487427244,0.0,0.18820221487427244,0.18820221487427244,1,0,1,0
217,217.0,2.17,0.0,0.0,0.1887310783620042,0.0,0.1887310783620042,0.1887310783620042,1,0,1,0
218,218.0,2.18,0.0,0.0,0.18914638433674894,0.0,0.18914638433674894,0.18914638433674894,1,0,1,0
219,219.0,2.19,0.0,0.0,0.18958169321672208,0.0,0.18958169321672208,0.18958169321672208,1,0,1,0
220,220.0,2.2,0.0,0.0,0.18915449870039341,0.0,0.18915449870039341,0.18915449870039341,1,0,1,0
221,221.0,2.21,0.0,0.0,0.18784024846493844,0.0,0.18784024846493844,0.18784024846493844,1,0,1,0
222,222.0,2.22,0.0,0.0,0.18922211079807363,0.0,0.18922211079807363,0.18922211079807363,1,0,1,0
223,223.0,2.23,0.0,0.0,0.19025743057735608,0.0,0.19025743057735608,0.19025743057735608,1,0,1,0
224,224.0,2.24,0.0,0.0,0.19099892778855634,0.0,0.19099892778855634,0.19099892778855634,1,0,1,0
225,225.0,2.25,0.0,0.0,0.19082938433199542,0.0,0.19082938433199542,0.19082938433199542,1,0,1,0
226,226.0,2.26,0.0,0.0,0.19127676499356847,0.0,0.19127676499356847,0.19127676499356847,1,0,1,0
227,227.0,2.27,0.0,0.0,0.19181745629911537,0.0,0.19181745629911537,0.19181745629911537,1,0,1,0
228,228.0,2.28,0.0,0.0,0.19292077744936229,0.0,0.19292077744936229,0.19292077744936229,1,0,1,0
229,229.0,2.29,0.0,0.0,0.19281870530348125,0.0,0.19281870530348125,0.19281870530348125,1,0,1,0
230,230.0,2.3,0.0,0.0,0.19138464206625538,0.0,0.19138464206625538,0.19138464206625538,1,0,1,0
231,231.0,2.31,0.0,0.0,0.19141060419868294,0.0,0.19141060419868294,0.19141060419868294,1,0,1,0
232,232.0,2.32,0.0,0.0,0.19075658571317045,0.0,0.19075658571317045,0.19075658571317045,1,0,1,0
233,233.0,2.33,0.0,0.0,0.19104626376053735,0.0,0.19104626376053735,0.19104626376053735,1,0,1,0
234,234.0,2.34,0.0,0.0,0.1905902288671437,0.0,0.1905902288671437,0.1905902288671437,1,0,1,0
235,235.0,2.35,0.0,0.0,0.19146048424509285,0.0,0.19146048424509285,0.19146048424509285,1,0,1,0
236,236.0,2.36,0.0,0.0,0.19222884503439241,0.0,0.19222884503439241,0.19222884503439241,1,0,1,0
237,237.0,2.37,0.0,0.0,0.19169517436948166,0.0,0.19169517436948166,0.19169517436948166,1,0,1,0
238,238.0,2.38,0.0,0.0,0.1920484045631632,0.0,0.1920484045631632,0.1920484045631632,1,0,1,0
239,239.0,2.39,0.0,0.0,0.19137896398602,0.0,0.19137896398602,0.19137896398602,1,0,1,0
240,240.0,2.4,0.0,0.0,0.1920745571639449,0.0,0.1920745571639449,0.1920745571639449,1,0,1,0
241,241.0,2.41,0.0,0.0,0.19200582331588562,0.0,0.19200582331588562,0.19200582331588562,1,0,1,0
