t_s,e_y,e_psi,e_v,e_omega,xy_error,X,Y,X_ref,Y_ref,F_cmd,omega_cmd,F_limit_lo,F_limit_hi,omega_limit_lo,omega_limit_hi,theta_true,theta_ref,theta_imu_raw,theta_sched,solve_time_ms
57.96,0.00698438204786681,-0.0147730683279824,0.000961745182075702,-0.00158748744502677,0.255774615016867,40.078189752321,-24.0521834916802,40.3221586021416,-24.1289939988016,29.6984873161539,0.0603408704971545,-643.705009253119,676.294990746881,-1.48052152128217,1.55547847871783,0,0,0,0,0.026207
57.97,0.00685563644242652,-0.0142017845239481,0.000963165354282647,-0.00363261707054055,0.255762122536265,40.0866255403593,-24.0547225787455,40.3306246472766,-24.131395254112,29.6430953329084,0.0605004923934277,-643.705009253119,676.294990746881,-1.48052152128217,1.55547847871783,0,0,0,0,0.0251301
57.98,0.00673156145303731,-0.0136083449358926,0.000962032112507449,0.000958787792869349,0.255749761106572,40.0950626748755,-24.0572571929665,40.3390906924115,-24.1337965094223,29.6598311340324,0.0595401962762,-643.705009253119,676.294990746881,-1.48052152128217,1.55547847871783,0,0,0,0,0.0254686
57.99,0.00661224052282593,-0.0130917639166364,0.00096167036141126,0.00201425275852255,0.25573753568096,40.1035011688921,-24.0597872512874,40.3475567375465,-24.1361977647326,29.6919156032502,0.0591049694537534,-643.705009253119,676.294990746881,-1.48052152128217,1.55547847871783,0,0,0,0,0.0263273
58,0.00714027041258135,-0.0153485306436285,0.00096278760226598,-0.00266744098074152,0.255725431480101,40.1119410593979,-24.0623126604192,40.3560227826814,-24.1385990200429,29.6632935810023,0.059921707036435,-643.771145146575,676.228854853425,-1.48067363383712,1.55532636616288,0,0,0,0,0.0263915
58.01,0.00700634953346918,-0.0147589747910725,0.000962585439196473,0.000207090074806605,0.255712779116798,40.1203823206507,-24.0648334999841,40.3644953992479,-24.1409769846788,29.6703262969506,0.0596144985954626,-643.771145146575,676.228854853425,-1.48067363383712,1.55532636616288,0,0,0,0,0.0253664
58.02,0.00687712606753886,-0.0142272970580371,0.000962707465013035,0.00507930962836625,0.255700265920966,40.1288249246102,-24.0673498375831,40.3729680158144,-24.1433549493146,29.7252137337466,0.058788226944441,-643.771145146575,676.228854853425,-1.48067363383712,1.55532636616288,0,0,0,0,0.0260651
58.03,0.006752694201082,-0.0137037031292206,0.000965359608607885,0.00317988275608156,0.255687873500235,40.1372689094692,-24.0698615861289,40.381440632381,-24.1457329139504,29.7388258752301,0.0589185740052446,-643.771145146575,676.228854853425,-1.48067363383712,1.55532636616288,0,0,0,0,0.0254194
58.04,0.00663309365130681,-0.0132011614974026,0.000968639158831608,-0.000878212743306052,0.255675581517335,40.145714299212,-24.0723687111209,40.3899132489475,-24.1481108785862,29.6957554647354,0.0593279412121294,-643.771145146575,676.228854853425,-1.48067363383712,1.55532636616288,0,0,0,0,0.0258623
58.05,0.00716054362133474,-0.0154002397817224,0.000969933230670073,-0.00319637211947264,0.255663390680149,40.1541610547672,-24.0748713111955,40.398385865514,-24.150488843222,29.6396361176278,0.0597062230042386,-643.847563645382,676.152436354618,-1.48084939638438,1.55515060361562,0,0,0,0,0.0264935
