sample_index,debug_step,t_s,theta_true_deg,theta_mtcn_deg,theta_rkf_deg,rkf_innovation_norm_mps2,rkf_external_accel_variance_max_m2ps4,rkf_covariance_updated,rkf_anomaly_detected,rkf_observer_valid,abs_error_mtcn_deg,abs_error_rkf_deg,delta_abs_error_deg,evaluation_sample,rkf_locally_better,mtcn_locally_better,near_tie
1611,1611.0,16.11,5.499999999999999,4.399979557618708,5.419685377843001,0.121114653980059,0.0573132181025428,0,0,1,1.1000204423812914,0.08031462215699836,-1.019705820224293,1,1,0,0
1612,1612.0,16.12,5.499999999999999,4.3998873555800975,5.417977286257202,0.0636441062765161,0.0573132181025428,0,0,1,1.1001126444199016,0.08202271374279668,-1.018089930677105,1,1,0,0
1613,1613.0,16.13,5.499999999999999,4.399795153541481,5.416269194671409,0.08444873562368,0.0573132181025428,0,0,1,1.1002048464585181,0.08373080532858967,-1.0164740411299285,1,1,0,0
1614,1614.0,16.14,5.499999999999999,4.399702951502871,5.4145611030856164,0.0397187237557787,0.0573132181025428,0,0,1,1.1002970484971284,0.08543889691438267,-1.0148581515827457,1,1,0,0
1615,1615.0,16.15,5.499999999999999,4.399610749464261,5.4128530114998235,0.0725520903193331,0.0573132181025428,0,0,1,1.1003892505357378,0.08714698850017566,-1.0132422620355621,1,1,0,0
1616,1616.0,16.16,5.499999999999999,4.3995318074781276,5.411156461413227,0.0655686106669894,0.0573132181025428,0,0,1,1.1004681925218716,0.0888435385867723,-1.0116246539350993,1,1,0,0
1617,1617.0,16.17,5.499999999999999,4.399452865491994,5.409459911326625,0.0567524470716873,0.0573132181025428,0,0,1,1.1005471345080053,0.09054008867337426,-1.010007045834631,1,1,0,0
1618,1618.0,16.18,5.499999999999999,4.39937392350586,5.407763361240029,0.0406750012262442,0.0573132181025428,0,0,1,1.1006260764941391,0.09223663875997001,-1.0083894377341691,1,1,0,0
1619,1619.0,16.19,5.499999999999999,4.3992949815197315,5.406066811153432,0.0142312237847472,0.0573132181025428,0,0,1,1.1007050184802676,0.09393318884656754,-1.0067718296337,1,1,0,0
1620,1620.0,16.2,5.499999999999999,4.399216039533598,5.404370261066836,0.0588629239361724,0.0573132181025428,0,0,1,1.1007839604664014,0.09562973893316329,-1.005154221533238,1,1,0,0
1621,1621.0,16.21,5.499999999999999,4.399162038507228,5.402709158832121,0.0325276599867979,0.0573132181025428,0,0,1,1.100837961492771,0.09729084116787767,-1.0035471203248933,1,1,0,0
1622,1622.0,16.22,5.499999999999999,4.399108037480858,5.401048056597413,0.0844837326165272,0.0573132181025428,0,0,1,1.1008919625191407,0.09895194340258584,-1.0019400191165548,1,1,0,0
1623,1623.0,16.23,5.499999999999999,4.39905403645449,5.399386954362699,0.0646109390964563,0.0573132181025428,0,0,1,1.1009459635455094,0.10061304563730022,-1.0003329179082092,1,1,0,0
1624,1624.0,16.24,5.499999999999999,4.399000035428125,5.397725852127991,0.0821747790060097,0.0573132181025428,0,0,1,1.1009999645718738,0.10227414787200839,-0.9987258166998654,1,1,0,0
1625,1625.0,16.25,5.499999999999999,4.398946034401757,5.396064749893276,0.0877969227555101,0.0573132181025428,0,0,1,1.1010539655982425,0.10393525010672278,-0.9971187154915198,1,1,0,0
1626,1626.0,16.26,5.499999999999999,4.398910600155749,5.394345978767253,0.074300433709294,0.0573132181025428,0,0,1,1.1010893998442501,0.1056540212327457,-0.9954353786115044,1,1,0,0
1627,1627.0,16.27,5.499999999999999,4.398875165909747,5.392627207641225,0.068729948114265,0.0573132181025428,0,0,1,1.1011248340902524,0.10737279235877395,-0.9937520417314785,1,1,0,0
1628,1628.0,16.28,5.499999999999999,4.398839731663744,5.390908436515203,0.12853663713749,0.0573132181025428,0,0,1,1.1011602683362547,0.10909156348479598,-0.9920687048514587,1,1,0,0
1629,1629.0,16.29,5.499999999999999,4.398804297417737,5.389189665389175,0.104226849068764,0.0573132181025428,0,0,1,1.1011957025822623,0.11081033461082423,-0.9903853679714381,1,1,0,0
1630,1630.0,16.3,5.499999999999999,4.398768863171734,5.387470894263153,0.0704482123821388,0.0573132181025428,0,0,1,1.1012311368282655,0.11252910573684627,-0.9887020310914192,1,1,0,0
1631,1631.0,16.31,5.499999999999999,4.3987832502286475,5.38558684320769,0.0577198254336004,0.0573132181025428,0,0,1,1.1012167497713516,0.11441315679230879,-0.9868035929790429,1,1,0,0
1632,1632.0,16.32,5.499999999999999,4.3987976372855595,5.383702792152222,0.0810975313688435,0.0573132181025428,0,0,1,1.1012023627144396,0.11629720784777753,-0.9849051548666621,1,1,0,0
1633,1633.0,16.33,5.499999999999999,4.398812024342472,5.381818741096764,0.0597553463642925,0.0573132181025428,0,0,1,1.1011879756575267,0.11818125890323472,-0.983006716754292,1,1,0,0
1634,1634.0,16.34,5.499999999999999,4.398826411399385,5.379934690041296,0.0508373874438388,0.0573132181025428,0,0,1,1.1011735886006138,0.12006530995870346,-0.9811082786419103,1,1,0,0
1635,1635.0,16.35,5.499999999999999,4.398840798456297,5.378050638985833,0.0432706313656566,0.0573132181025428,0,0,1,1.1011592015437017,0.12194936101416598,-0.9792098405295357,1,1,0,0
1636,1636.0,16.36,5.499999999999999,4.398847737692346,5.376151128875616,0.0626055954784112,0.0573132181025428,0,0,1,1.1011522623076528,0.12384887112438303,-0.9773033911832698,1,1,0,0
1637,1637.0,16.37,5.499999999999999,4.398854676928387,5.374251618765394,0.0417801219055713,0.0573132181025428,0,0,1,1.101145323071612,0.1257483812346054,-0.9753969418370065,1,1,0,0
1638,1638.0,16.38,5.499999999999999,4.398861616164429,5.3723521086551775,0.0665816668540983,0.0573132181025428,0,0,1,1.1011383838355702,0.12764789134482157,-0.9734904924907486,1,1,0,0
1639,1639.0,16.39,5.499999999999999,4.398868555400476,5.370452598544955,0.0477137222823777,0.0573132181025428,0,0,1,1.101131444599523,0.12954740145504395,-0.9715840431444791,1,1,0,0
1640,1640.0,16.4,5.499999999999999,4.398875494636518,5.368553088434739,0.0412470160362286,0.0573132181025428,0,0,1,1.1011245053634813,0.13144691156526012,-0.9696775937982212,1,1,0,0
1641,1641.0,16.41,5.499999999999999,4.398854072948227,5.366650223362716,0.0995450551159282,0.0573132181025428,0,0,1,1.101145927051772,0.1333497766372833,-0.9677961504144887,1,1,0,0
1642,1642.0,16.42,5.499999999999999,4.398832651259943,5.364747358290693,0.0664807503926096,0.0573132181025428,0,0,1,1.1011673487400557,0.1352526417093065,-0.9659147070307492,1,1,0,0
1643,1643.0,16.43,5.499999999999999,4.3988112295716535,5.36284449321867,0.0519059561534458,0.0573132181025428,0,0,1,1.1011887704283456,0.13715550678132882,-0.9640332636470168,1,1,0,0
1644,1644.0,16.44,5.499999999999999,4.398789807883368,5.360941628146647,0.0666253741706158,0.0573132181025428,0,0,1,1.101210192116631,0.13905837185335201,-0.9621518202632791,1,1,0,0
1645,1645.0,16.45,5.499999999999999,4.398768386195078,5.359038763074629,0.0463889821468019,0.0573132181025428,0,0,1,1.101231613804921,0.14096123692536988,-0.9602703768795511,1,1,0,0
1646,1646.0,16.46,5.499999999999999,4.398740165308782,5.357097139356917,0.0654216823553528,0.0573132181025428,0,0,1,1.1012598346912172,0.14290286064308244,-0.9583569740481348,1,1,0,0
1647,1647.0,16.47,5.499999999999999,4.39871194442248,5.355155515639204,0.101691142172384,0.0573132181025428,0,0,1,1.1012880555775189,0.144844484360795,-0.9564435712167239,1,1,0,0
1648,1648.0,16.48,5.499999999999999,4.398683723536179,5.353213891921497,0.0836878467423447,0.0573132181025428,0,0,1,1.1013162764638205,0.14678610807850223,-0.9545301683853182,1,1,0,0
1649,1649.0,16.49,5.499999999999999,4.398655502649876,5.351272268203784,0.131220855394011,0.0573132181025428,0,0,1,1.101344497350123,0.1487277317962148,-0.9526167655539082,1,1,0,0
1650,1650.0,16.5,5.499999999999999,4.3986272817635745,5.349330644486071,0.0656444402564041,0.0573132181025428,0,0,1,1.1013727182364246,0.15066935551392824,-0.9507033627224963,1,1,0,0
1651,1651.0,16.51,5.499999999999999,4.398652743341806,5.347414253185938,0.0310212408740738,0.0573132181025428,0,0,1,1.101347256658193,0.15258574681406145,-0.9487615098441315,1,1,0,0
1652,1652.0,16.52,5.499999999999999,4.398678204920038,5.345497861885805,0.0270710042776287,0.0573132181025428,0,0,1,1.1013217950799614,0.15450213811419378,-0.9468196569657676,1,1,0,0
1653,1653.0,16.53,5.499999999999999,4.39870366649827,5.343581470585666,0.0389258221198728,0.0573132181025428,0,0,1,1.101296333501729,0.1564185294143332,-0.9448778040873957,1,1,0,0
1654,1654.0,16.54,5.499999999999999,4.398729128076502,5.341665079285533,0.0280870904388701,0.0573132181025428,0,0,1,1.1012708719234974,0.15833492071446642,-0.942935951209031,1,1,0,0
1655,1655.0,16.55,5.499999999999999,4.398754589654733,5.3397486879854,0.042569124026553,0.0573132181025428,0,0,1,1.1012454103452658,0.16025131201459875,-0.940994098330667,1,1,0,0
1656,1656.0,16.56,5.499999999999999,4.398699454910135,5.337884637508177,0.0393712293358628,0.0573132181025428,0,0,1,1.101300545089864,0.16211536249182235,-0.9391851825980417,1,1,0,0
1657,1657.0,16.57,5.499999999999999,4.398644320165536,5.33602058703095,0.0787084416389113,0.0573132181025428,0,0,1,1.1013556798344633,0.1639794129690495,-0.9373762668654138,1,1,0,0
1658,1658.0,16.58,5.499999999999999,4.398589185420936,5.334156536553727,0.027444476859478,0.0573132181025428,0,0,1,1.1014108145790633,0.1658434634462722,-0.9355673511327911,1,1,0,0
1659,1659.0,16.59,5.499999999999999,4.398534050676332,5.332292486076505,0.0594631969387889,0.0573132181025428,0,0,1,1.101465949323667,0.16770751392349403,-0.9337584354001729,1,1,0,0
1660,1660.0,16.6,5.499999999999999,4.398478915931732,5.330428435599282,0.0506188869648464,0.0573132181025428,0,0,1,1.101521084068267,0.16957156440071675,-0.9319495196675502,1,1,0,0
1661,1661.0,16.61,5.499999999999999,4.398351865869427,5.328522528339556,0.0254348918984804,0.0573132181025428,0,0,1,1.1016481341305724,0.17147747166044347,-0.9301706624701289,1,1,0,0
1662,1662.0,16.62,5.499999999999999,4.398224815807127,5.326616621079828,0.0571914710834598,0.0573132181025428,0,0,1,1.1017751841928725,0.17338337892017108,-0.9283918052727014,1,1,0,0
1663,1663.0,16.63,5.499999999999999,4.398097765744821,5.324710713820107,0.0710255916021311,0.0573132181025428,0,0,1,1.1019022342551779,0.17528928617989248,-0.9266129480752854,1,1,0,0
1664,1664.0,16.64,5.499999999999999,4.397970715682515,5.322804806560381,0.0728033033254011,0.0573132181025428,0,0,1,1.1020292843174841,0.17719519343961831,-0.9248340908778658,1,1,0,0
1665,1665.0,16.65,5.499999999999999,4.397843665620215,5.320898899300653,0.073489283115533,0.0573132181025428,0,0,1,1.1021563343797842,0.17910110069934593,-0.9230552336804383,1,1,0,0
1666,1666.0,16.66,5.499999999999999,4.3977426300587075,5.318910827624581,0.101845271228365,0.0573132181025428,0,0,1,1.1022573699412916,0.181089172375418,-0.9211681975658736,1,1,0,0
1667,1667.0,16.67,5.499999999999999,4.397641594497201,5.316922755948503,0.0371797494266743,0.0573132181025428,0,0,1,1.1023584055027982,0.18307724405149628,-0.9192811614513019,1,1,0,0
1668,1668.0,16.68,5.499999999999999,4.3975405589356935,5.314934684272431,0.0632475083495067,0.0573132181025428,0,0,1,1.1024594410643056,0.18506531572756835,-0.9173941253367373,1,1,0,0
1669,1669.0,16.69,5.499999999999999,4.397439523374187,5.312946612596359,0.0610927025425439,0.0573132181025428,0,0,1,1.1025604766258121,0.18705338740364041,-0.9155070892221717,1,1,0,0
1670,1670.0,16.7,5.499999999999999,4.397338487812674,5.310958540920287,0.0622581514859599,0.0573132181025428,0,0,1,1.1026615121873249,0.18904145907971248,-0.9136200531076124,1,1,0,0
1671,1671.0,16.71,5.499999999999999,4.39727770895252,5.308919825728403,0.0471830192843928,0.0573132181025428,0,0,1,1.1027222910474794,0.19108017427159574,-0.9116421167758837,1,1,0,0
1672,1672.0,16.72,5.499999999999999,4.39721693009236,5.306881110536525,0.032266990950877,0.0573132181025428,0,0,1,1.1027830699076393,0.19311888946347455,-0.9096641804441647,1,1,0,0
1673,1673.0,16.73,5.499999999999999,4.3971561512322,5.304842395344641,0.0386053002000411,0.0573132181025428,0,0,1,1.1028438487677992,0.1951576046553578,-0.9076862441124414,1,1,0,0
1674,1674.0,16.74,5.499999999999999,4.397095372372039,5.302803680152763,0.0671469911081102,0.0573132181025428,0,0,1,1.10290462762796,0.19719631984723573,-0.9057083077807242,1,1,0,0
1675,1675.0,16.75,5.499999999999999,4.3970345935118855,5.300764964960879,0.0681213967850911,0.0573132181025428,0,0,1,1.1029654064881136,0.19923503503911988,-0.9037303714489937,1,1,0,0
1676,1676.0,16.76,5.499999999999999,4.396979837462194,5.29863269185487,0.0556340213140491,0.0573132181025428,0,0,1,1.1030201625378053,0.20136730814512926,-0.9016528543926761,1,1,0,0
1677,1677.0,16.77,5.499999999999999,4.396925081412503,5.29650041874886,0.0760885160704048,0.0573132181025428,0,0,1,1.1030749185874962,0.20349958125113954,-0.8995753373363566,1,1,0,0
1678,1678.0,16.78,5.499999999999999,4.396870325362817,5.294368145642849,0.0851199563704543,0.0573132181025428,0,0,1,1.1031296746371817,0.2056318543571498,-0.8974978202800319,1,1,0,0
1679,1679.0,16.79,5.499999999999999,4.396815569313127,5.292235872536835,0.036975222736861,0.0573132181025428,0,0,1,1.1031844306868726,0.20776412746316453,-0.895420303223708,1,1,0,0
1680,1680.0,16.8,5.499999999999999,4.396760813263434,5.290103599430824,0.069301637712323,0.0573132181025428,0,0,1,1.1032391867365652,0.2098964005691748,-0.8933427861673904,1,1,0,0
1681,1681.0,16.81,5.499999999999999,4.396669855615805,5.2878892458815585,0.0854256689944803,0.0573132181025428,0,0,1,1.103330144384194,0.2121107541184406,-0.8912193902657535,1,1,0,0
1682,1682.0,16.82,5.499999999999999,4.396578897968175,5.285674892332294,0.047025715372673,0.0573132181025428,0,0,1,1.1034211020318239,0.21432510766770552,-0.8890959943641183,1,1,0,0
1683,1683.0,16.83,5.499999999999999,4.396487940320546,5.283460538783029,0.0354566717360412,0.0573132181025428,0,0,1,1.1035120596794528,0.21653946121697043,-0.8869725984624823,1,1,0,0
1684,1684.0,16.84,5.499999999999999,4.3963969826729175,5.281246185233763,0.0376288527490826,0.0573132181025428,0,0,1,1.1036030173270817,0.21875381476623623,-0.8848492025608454,1,1,0,0
1685,1685.0,16.85,5.499999999999999,4.396306025025288,5.279031831684498,0.0658126420049339,0.0573132181025428,0,0,1,1.1036939749747114,0.22096816831550115,-0.8827258066592103,1,1,0,0
1686,1686.0,16.86,5.499999999999999,4.396164479477531,5.276754273248508,0.117495113352457,0.0573132181025428,0,0,1,1.103835520522468,0.22324572675149135,-0.8805897937709766,1,1,0,0
1687,1687.0,16.87,5.499999999999999,4.396022933929768,5.274476714812518,0.0853258889935713,0.0573132181025428,0,0,1,1.1039770660702315,0.22552328518748155,-0.87845378088275,1,1,0,0
1688,1688.0,16.88,5.499999999999999,4.395881388382011,5.272199156376522,0.0865966233029381,0.0573132181025428,0,0,1,1.104118611617988,0.22780084362347708,-0.8763177679945109,1,1,0,0
1689,1689.0,16.89,5.499999999999999,4.395739842834254,5.269921597940532,0.0215457055863127,0.0573132181025428,0,0,1,1.1042601571657453,0.23007840205946728,-0.874181755106278,1,1,0,0
1690,1690.0,16.9,5.499999999999999,4.395598297286496,5.267644039504542,0.0610625278501607,0.0573132181025428,0,0,1,1.1044017027135027,0.23235596049545748,-0.8720457422180452,1,1,0,0
1691,1691.0,16.91,5.499999999999999,4.3953991335268325,5.265363162376658,0.0448255503410718,0.0573132181025428,0,0,1,1.1046008664731666,0.23463683762334142,-0.8699640288498252,1,1,0,0
1692,1692.0,16.92,5.499999999999999,4.3951999697671615,5.263082285248775,0.0430869961799611,0.0573132181025428,0,0,1,1.1048000302328376,0.23691771475122447,-0.8678823154816131,1,1,0,0
1693,1693.0,16.93,5.499999999999999,4.395000806007498,5.260801408120897,0.0540222196082953,0.0573132181025428,0,0,1,1.1049991939925015,0.2391985918791022,-0.8658006021133993,1,1,0,0
1694,1694.0,16.94,5.499999999999999,4.394801642247827,5.258520530993013,0.0723918615121664,0.0573132181025428,0,0,1,1.1051983577521725,0.24147946900698614,-0.8637188887451863,1,1,0,0
1695,1695.0,16.95,5.499999999999999,4.394602478488162,5.25623965386513,0.0597513697271327,0.0573132181025428,0,0,1,1.1053975215118372,0.2437603461348692,-0.861637175376968,1,1,0,0
1696,1696.0,16.96,5.499999999999999,4.394436228305144,5.253948427617589,0.0765192966507014,0.0573132181025428,0,0,1,1.1055637716948548,0.24605157238241038,-0.8595121993124444,1,1,0,0
1697,1697.0,16.97,5.499999999999999,4.394269978122132,5.251657201370043,0.0548377525240443,0.0573132181025428,0,0,1,1.105730021877867,0.248342798629956,-0.857387223247911,1,1,0,0
1698,1698.0,16.98,5.499999999999999,4.394103727939121,5.249365975122502,0.101099090757762,0.0573132181025428,0,0,1,1.1058962720608783,0.2506340248774972,-0.8552622471833811,1,1,0,0
1699,1699.0,16.99,5.499999999999999,4.393937477756109,5.247074748874955,0.0970539523325334,0.0573132181025428,0,0,1,1.1060625222438905,0.2529252511250437,-0.8531372711188467,1,1,0,0
1700,1700.0,17.0,5.499999999999999,4.393771227573097,5.244783522627415,0.0277811223349953,0.0573132181025428,0,0,1,1.1062287724269018,0.255216477372584,-0.8510122950543177,1,1,0,0
1701,1701.0,17.01,5.499999999999999,4.3937199822682995,5.242502114790028,0.0236606660560147,0.0573132181025428,0,0,1,1.1062800177316996,0.25749788520997097,-0.8487821325217286,1,1,0,0
1702,1702.0,17.02,5.499999999999999,4.393668736963502,5.240220706952641,0.0842115372659087,0.0573132181025428,0,0,1,1.1063312630364974,0.2597792930473579,-0.8465519699891395,1,1,0,0
1703,1703.0,17.03,5.499999999999999,4.393617491658706,5.237939299115255,0.0980675976916374,0.0573132181025428,0,0,1,1.1063825083412935,0.262060700884744,-0.8443218074565495,1,1,0,0
1704,1704.0,17.04,5.499999999999999,4.393566246353913,5.235657891277868,0.0492439943465536,0.0573132181025428,0,0,1,1.106433753646086,0.26434210872213093,-0.842091644923955,1,1,0,0
1705,1705.0,17.05,5.499999999999999,4.393515001049116,5.233376483440481,0.042560028945985,0.0573132181025428,0,0,1,1.106484998950883,0.2666235165595179,-0.839861482391365,1,1,0,0
1706,1706.0,17.06,5.499999999999999,4.393446666837641,5.2311258957176365,0.0540817362445328,0.0573132181025428,0,0,1,1.106553333162358,0.2688741042823626,-0.8376792288799955,1,1,0,0
1707,1707.0,17.07,5.499999999999999,4.393378332626171,5.228875307994792,0.0685911078670608,0.0573132181025428,0,0,1,1.1066216673738278,0.2711246920052073,-0.8354969753686206,1,1,0,0
1708,1708.0,17.08,5.499999999999999,4.3933099984147015,5.226624720271947,0.114333749700335,0.0573132181025428,0,0,1,1.1066900015852976,0.273375279728052,-0.8333147218572456,1,1,0,0
1709,1709.0,17.09,5.499999999999999,4.393241664203226,5.224374132549097,0.0344349263470679,0.0573132181025428,0,0,1,1.1067583357967727,0.275625867450902,-0.8311324683458707,1,1,0,0
1710,1710.0,17.1,5.499999999999999,4.393173329991757,5.222123544826252,0.0697449179651025,0.0573132181025428,0,0,1,1.1068266700082425,0.2778764551737467,-0.8289502148344958,1,1,0,0
1711,1711.0,17.11,5.499999999999999,4.393022106885899,5.219800662253485,0.0678836771354119,0.0573132181025428,0,0,1,1.1069778931141006,0.28019933774651395,-0.8267785553675866,1,1,0,0
1712,1712.0,17.12,5.499999999999999,4.392870883780036,5.217477779680716,0.0475368386163064,0.0573132181025428,0,0,1,1.107129116219963,0.282522220319283,-0.82460689590068,1,1,0,0
1713,1713.0,17.13,5.499999999999999,4.392719660674179,5.215154897107948,0.0264462143912292,0.0573132181025428,0,0,1,1.1072803393258202,0.2848451028920511,-0.822435236433769,1,1,0,0
1714,1714.0,17.14,5.499999999999999,4.392568437568322,5.212832014535181,0.0773399660865675,0.0573132181025428,0,0,1,1.1074315624316773,0.28716798546481836,-0.8202635769668589,1,1,0,0
1715,1715.0,17.15,5.499999999999999,4.392417214462465,5.210509131962413,0.0842716641656285,0.0573132181025428,0,0,1,1.1075827855375344,0.2894908680375865,-0.8180919174999479,1,1,0,0
1716,1716.0,17.16,5.499999999999999,4.3922382552669585,5.208133451883916,0.034185133538193,0.0573132181025428,0,0,1,1.1077617447330406,0.2918665481160829,-0.8158951966169576,1,1,0,0
1717,1717.0,17.17,5.499999999999999,4.392059296071453,5.2057577718054135,0.0356895406330597,0.0573132181025428,0,0,1,1.1079407039285458,0.29424222819458556,-0.8136984757339603,1,1,0,0
1718,1718.0,17.18,5.499999999999999,4.3918803368759525,5.203382091726917,0.0183013269068532,0.0573132181025428,0,0,1,1.1081196631240466,0.296617908273082,-0.8115017548509647,1,1,0,0
1719,1719.0,17.19,5.499999999999999,4.391701377680446,5.201006411648415,0.076416154310535,0.0573132181025428,0,0,1,1.1082986223195528,0.29899358835158374,-0.809305033967969,1,1,0,0
1720,1720.0,17.2,5.499999999999999,4.39152241848494,5.198630731569918,0.1085395699297,0.0573132181025428,0,0,1,1.108477581515059,0.30136926843008105,-0.8071083130849779,1,1,0,0
1721,1721.0,17.21,5.499999999999999,4.391384199107774,5.196246261572664,0.0407559245358688,0.0573132181025428,0,0,1,1.108615800892225,0.3037537384273348,-0.8048620624648901,1,1,0,0
1722,1722.0,17.22,5.499999999999999,4.391245979730608,5.193861791575417,0.113784320301858,0.0573132181025428,0,0,1,1.1087540202693908,0.3061382084245823,-0.8026158118448086,1,1,0,0
1723,1723.0,17.23,5.499999999999999,4.391107760353442,5.191477321578163,0.0643546433222909,0.0573132181025428,0,0,1,1.1088922396465568,0.308522678421836,-0.8003695612247208,1,1,0,0
1724,1724.0,17.24,5.499999999999999,4.390969540976277,5.1890928515809085,0.116900801773969,0.0573132181025428,0,0,1,1.1090304590237219,0.3109071484190906,-0.7981233106046313,1,1,0,0
1725,1725.0,17.25,5.499999999999999,4.390831321599105,5.186708381583655,0.0662526838972938,0.0573132181025428,0,0,1,1.109168678400894,0.31329161841634434,-0.7958770599845497,1,1,0,0
1726,1726.0,17.26,5.499999999999999,4.390754994205138,5.184310608894893,0.0235216565768218,0.0573132181025428,0,0,1,1.109245005794861,0.3156893911051064,-0.7935556146897547,1,1,0,0
1727,1727.0,17.27,5.499999999999999,4.39067866681117,5.181912836206131,0.0450137042818602,0.0573132181025428,0,0,1,1.109321333188829,0.3180871637938685,-0.7912341693949605,1,1,0,0
1728,1728.0,17.28,5.499999999999999,4.390602339417202,5.179515063517369,0.0503621677682956,0.0573132181025428,0,0,1,1.1093976605827969,0.32048493648263054,-0.7889127241001663,1,1,0,0
1729,1729.0,17.29,5.499999999999999,4.390526012023235,5.177117290828606,0.0917513029339204,0.0573132181025428,0,0,1,1.1094739879767639,0.3228827091713935,-0.7865912788053704,1,1,0,0
1730,1730.0,17.3,5.499999999999999,4.390449684629262,5.174719518139843,0.0882750099940628,0.0573132181025428,0,0,1,1.1095503153707371,0.32528048186015646,-0.7842698335105807,1,1,0,0
1731,1731.0,17.31,5.499999999999999,4.39038529147511,5.172375008980391,0.0825228720026032,0.0573132181025428,0,0,1,1.109614708524889,0.32762499101960785,-0.7819897175052812,1,1,0,0
1732,1732.0,17.32,5.499999999999999,4.390320898320952,5.17003049982094,0.0599325186805009,0.0573132181025428,0,0,1,1.1096791016790473,0.32996950017905924,-0.779709601499988,1,1,0,0
1733,1733.0,17.33,5.499999999999999,4.3902565051668,5.1676859906614885,0.0832698461461985,0.0573132181025428,0,0,1,1.1097434948331992,0.33231400933851063,-0.7774294854946886,1,1,0,0
1734,1734.0,17.34,5.499999999999999,4.390192112012643,5.165341481502035,0.0384033270089463,0.0573132181025428,0,0,1,1.1098078879873565,0.3346585184979638,-0.7751493694893927,1,1,0,0
1735,1735.0,17.35,5.499999999999999,4.39012771885849,5.162996972342584,0.0653161783761005,0.0573132181025428,0,0,1,1.1098722811415094,0.3370030276574152,-0.7728692534840942,1,1,0,0
1736,1736.0,17.36,5.499999999999999,4.389961655468296,5.160582888869058,0.127221331234335,0.0573132181025428,0,0,1,1.110038344531703,0.339417111130941,-0.770621233400762,1,1,0,0
1737,1737.0,17.37,5.499999999999999,4.389795592078097,5.158168805395528,0.0254907653286337,0.0573132181025428,0,0,1,1.110204407921902,0.3418311946044712,-0.7683732133174308,1,1,0,0
1738,1738.0,17.38,5.499999999999999,4.3896295286879035,5.155754721921997,0.0490309783517302,0.0573132181025428,0,0,1,1.1103704713120957,0.3442452780780023,-0.7661251932340933,1,1,0,0
1739,1739.0,17.39,5.499999999999999,4.389463465297711,5.153340638448465,0.05296698370465,0.0573132181025428,0,0,1,1.1105365347022884,0.3466593615515343,-0.7638771731507541,1,1,0,0
1740,1740.0,17.4,5.499999999999999,4.389297401907511,5.150926554974939,0.094893088196257,0.0573132181025428,0,0,1,1.1107025980924883,0.3490734450250601,-0.7616291530674282,1,1,0,0
1741,1741.0,17.41,5.499999999999999,4.3890226260124,5.14854829876616,0.0788183066350645,0.0573132181025428,0,0,1,1.1109773739875992,0.35145170123383895,-0.7595256727537603,1,1,0,0
1742,1742.0,17.42,5.499999999999999,4.388747850117294,5.146170042557386,0.0626321020056338,0.0573132181025428,0,0,1,1.1112521498827048,0.35382995744261336,-0.7574221924400915,1,1,0,0
1743,1743.0,17.43,5.499999999999999,4.388473074222183,5.143791786348612,0.0584249786205111,0.0573132181025428,0,0,1,1.1115269257778158,0.3562082136513869,-0.7553187121264289,1,1,0,0
1744,1744.0,17.44,5.499999999999999,4.388198298327073,5.141413530139833,0.0577144019875087,0.0573132181025428,0,0,1,1.1118017016729258,0.35858646986016574,-0.7532152318127601,1,1,0,0
1745,1745.0,17.45,5.499999999999999,4.387923522431962,5.139035273931059,0.103661854762771,0.0573132181025428,0,0,1,1.1120764775680367,0.36096472606894014,-0.7511117514990966,1,1,0,0
1746,1746.0,17.46,5.499999999999999,4.387563193331988,5.136610728553324,0.0331043890522294,0.0573132181025428,0,0,1,1.1124368066680113,0.36338927144667554,-0.7490475352213357,1,1,0,0
1747,1747.0,17.47,5.499999999999999,4.387202864232013,5.1341861831755935,0.0839795075026117,0.0573132181025428,0,0,1,1.1127971357679858,0.3658138168244056,-0.7469833189435802,1,1,0,0
1748,1748.0,17.48,5.499999999999999,4.386842535132039,5.131761637797858,0.0356438893852084,0.0573132181025428,0,0,1,1.1131574648679603,0.368238362202141,-0.7449191026658193,1,1,0,0
1749,1749.0,17.49,5.499999999999999,4.386482206032064,5.129337092420122,0.0496183391960539,0.0573132181025428,0,0,1,1.1135177939679348,0.3706629075798773,-0.7428548863880575,1,1,0,0
1750,1750.0,17.5,5.499999999999999,4.386121876932091,5.126912547042392,0.0296375592691824,0.0573132181025428,0,0,1,1.1138781230679085,0.37308745295760737,-0.7407906701103011,1,1,0,0
1751,1751.0,17.51,5.499999999999999,4.385680181441111,5.124462217466477,0.0645074999150541,0.0573132181025428,0,0,1,1.1143198185588883,0.375537782533522,-0.7387820360253663,1,1,0,0
1752,1752.0,17.52,5.499999999999999,4.385238485950132,5.122011887890563,0.0867359389053395,0.0573132181025428,0,0,1,1.1147615140498672,0.3779881121094357,-0.7367734019404315,1,1,0,0
1753,1753.0,17.53,5.499999999999999,4.384796790459153,5.119561558314643,0.0475344815850635,0.0573132181025428,0,0,1,1.1152032095408462,0.3804384416853557,-0.7347647678554905,1,1,0,0
1754,1754.0,17.54,5.499999999999999,4.384355094968174,5.117111228738729,0.0829861295069907,0.0573132181025428,0,0,1,1.1156449050318251,0.3828887712612703,-0.7327561337705548,1,1,0,0
