path_id,model_seed_count,r2_06_imu_slope_mae_deg,moderntcn_slope_mae_deg,fusion_slope_mae_deg,imu_tcn_abs_gap_deg,imu_tcn_gap_percent_of_worse,fusion_vs_imu_percent,fusion_vs_moderntcn_percent
p01_factory_logistics_showcase,10,0.3262068759608772,0.46118786342232826,0.39273783258597783,0.13498098746145104,29.268113531826298,-20.39532625703446,14.842114518887065
p02_sharp_turn_transition,10,0.37775480097950853,0.6203097738339395,0.46190753966324705,0.24255497285443095,39.10223296261721,-22.27707985855709,25.53598876762139
p03_long_updown,10,0.46230621684172324,0.7798785232007364,0.6203372297296665,0.3175723063590131,40.72074007829445,-34.18319008719871,20.45719797697324
p04_soft_updown_straight_turn,10,0.3275033150264284,0.037382055195483765,0.0356207939342225,0.2901212598309446,88.58574753893188,89.1235317934574,4.7115153301524355
p05_factory_flat_logistics,10,0.31079101164588396,0.05775972957363111,0.05325392482429074,0.25303128207225284,81.41525095344691,82.86503700918854,7.800945022771353
p06_downhill_after_turn,10,0.37425456451103756,0.5882240455257479,0.4042705957227966,0.21396948101471036,36.3755073670045,-8.020217803081414,31.272684481732778
