sample_index,t_s,theta_true_deg,theta_sched_deg,theta_tcn_deg,theta_imu_deg,theta_fused_deg,K_imu_eff,imu_valid,fallback_exact,delta_fused_vs_mtcn_deg
55,0.55,0.0,0.0,0.0,-1.6601005628404453,0.0,0.0,0.0,1.0,0.0
56,0.56,0.0,0.0,0.0,-1.7401005628404476,0.0,0.0,0.0,1.0,0.0
57,0.57,0.0,0.0,0.0,-1.8201005628404494,0.0,0.0,0.0,1.0,0.0
58,0.58,0.0,0.0,0.0,-1.9001005628404462,0.0,0.0,0.0,1.0,0.0
59,0.59,0.0,0.0,0.0,-1.980100562840448,0.0,0.0,0.0,1.0,0.0
60,0.6,0.0,0.0,0.0,-2.06010056284045,0.0,0.0,0.0,1.0,0.0
61,0.61,0.0,0.0,0.0,-2.140100562840446,0.0,0.0,0.0,1.0,0.0
62,0.62,0.0,0.0,0.0,-2.2201005628404484,0.0,0.0,0.0,1.0,0.0
63,0.63,0.0,0.0,0.0,-2.3001005628404507,0.0,0.0,0.0,1.0,0.0
64,0.64,0.0,0.0,0.0,-2.380100562840447,0.0,0.0,0.0,1.0,0.0
65,0.65,0.0,0.0,0.0,-2.460100562840449,0.0,0.0,0.0,1.0,0.0
66,0.66,0.0,0.0,0.0,-2.5401005628404514,0.0,0.0,0.0,1.0,0.0
67,0.67,0.0,0.0,0.0,-2.6201005628404475,0.0,0.0,0.0,1.0,0.0
68,0.68,0.0,0.0,0.0,-2.7001005628404497,0.0,0.0,0.0,1.0,0.0
69,0.69,0.0,0.0,0.0,-2.780100562840452,0.0,0.0,0.0,1.0,0.0
70,0.7,0.0,0.0,0.0,-2.860100562840448,0.0,0.0,0.0,1.0,0.0
71,0.71,0.0,0.0,0.0,-2.9401005628404504,0.0,0.0,0.0,1.0,0.0
72,0.72,0.0,0.0,0.0,-3.0201005628404523,0.0,0.0,0.0,1.0,0.0
73,0.73,0.0,0.0,0.0,-3.1001005628404488,0.0,0.0,0.0,1.0,0.0
74,0.74,0.0,0.0,0.0,-3.1801005628404506,0.0,0.0,0.0,1.0,0.0
75,0.75,0.0,0.0,0.0,-3.2601005628404525,0.0,0.0,0.0,1.0,0.0
76,0.76,0.0,0.0,0.0,-3.340100562840449,0.0,0.0,0.0,1.0,0.0
77,0.77,0.0,0.0,0.0,-3.420100562840451,0.0,0.0,0.0,1.0,0.0
78,0.78,0.0,0.0,0.0,-3.500100562840453,0.0,0.0,0.0,1.0,0.0
79,0.79,0.0,0.0,0.0,-3.5801005628404496,0.0,0.0,0.0,1.0,0.0
80,0.8,0.0,0.0,0.0,-3.660100562840452,0.0,0.0,0.0,1.0,0.0
81,0.81,0.0,0.0,0.0,-3.7401005628404542,0.0,0.0,0.0,1.0,0.0
82,0.82,0.0,0.0,0.0,-3.7663540342794115,0.0,0.0,0.0,1.0,0.0
83,0.83,0.0,0.0,0.0,-3.806429767081503,0.0,0.0,0.0,1.0,0.0
84,0.84,0.0,0.0,0.0,-3.75404057874846,0.0,0.0,0.0,1.0,0.0
85,0.85,0.0,0.0,0.0,-3.685025503971898,0.0,0.0,0.0,1.0,0.0
86,0.86,0.0,0.0,0.0,-3.7042110199284592,0.0,0.0,0.0,1.0,0.0
87,0.87,0.0,0.0,0.0,-3.6500563878092884,0.0,0.0,0.0,1.0,0.0
88,0.88,0.0,0.0,0.0,-3.611155423334776,0.0,0.0,0.0,1.0,0.0
89,0.89,0.0,0.0,0.0,-3.5434598884735378,0.0,0.0,0.0,1.0,0.0
90,0.9,0.0,0.0,0.0,-3.4634598884735355,0.0,0.0,0.0,1.0,0.0
91,0.91,0.0,0.0,0.0,-3.3834598884735336,0.0,0.0,0.0,1.0,0.0
92,0.92,0.0,0.0,0.0,-3.3094975135716322,0.0,0.0,0.0,1.0,0.0
93,0.93,0.0,0.0,0.0,-3.291906766287841,0.0,0.0,0.0,1.0,0.0
94,0.94,0.0,0.0,0.0,-3.2119067662878447,0.0,0.0,0.0,1.0,0.0
95,0.95,0.0,0.0,0.0,-3.131906766287843,0.0,0.0,0.0,1.0,0.0
96,0.96,0.0,0.0,0.0,-3.0519067662878405,0.0,0.0,0.0,1.0,0.0
97,0.97,0.0,0.0,0.0,-2.9719067662878444,0.0,0.0,0.0,1.0,0.0
98,0.98,0.0,0.0,0.0,-2.891906766287842,0.0,0.0,0.0,1.0,0.0
99,0.99,0.0,0.0,0.0,-2.8119067662878403,0.0,0.0,0.0,1.0,0.0
100,1.0,0.0,0.0,0.0,-2.731906766287844,-7.630102398514757e-06,2.79295856383952e-06,1.0,0.0,7.630102398514757e-06
101,1.01,0.0,0.0,0.0,-2.6519067662878415,-7.406665713407581e-06,2.79295856383952e-06,1.0,0.0,7.406665713407581e-06
102,1.02,0.0,0.0,0.0,-2.5719067662878397,-7.183229028300461e-06,2.79295856383952e-06,1.0,0.0,7.183229028300461e-06
103,1.03,0.0,0.0,0.0,-2.491906766287843,-6.959792343193287e-06,2.79295856383952e-06,1.0,0.0,6.959792343193287e-06
104,1.04,0.0,0.0,0.0,-2.4119067662878413,-6.73635565808611e-06,2.79295856383952e-06,1.0,0.0,6.73635565808611e-06
105,1.05,0.0,0.0,0.0,-2.331906766287839,-6.512918972978934e-06,2.79295856383952e-06,1.0,0.0,6.512918972978934e-06
106,1.06,0.0,0.0,0.0,-2.251906766287843,-6.289482287871816e-06,2.79295856383952e-06,1.0,0.0,6.289482287871816e-06
107,1.07,0.0,0.0,0.0,-2.1719067662878406,-6.06604560276464e-06,2.79295856383952e-06,1.0,0.0,6.06604560276464e-06
108,1.08,0.0,0.0,0.0,-2.091906766287839,-5.842608917657464e-06,2.79295856383952e-06,1.0,0.0,5.842608917657464e-06
109,1.09,0.0,0.0,0.0,-2.0119067662878423,-5.619172232550305e-06,2.79295856383952e-06,1.0,0.0,5.619172232550305e-06
110,1.1,0.0,0.0,0.0,-2.091906766287839,-5.842608917657464e-06,2.79295856383952e-06,1.0,0.0,5.842608917657464e-06
111,1.11,0.0,0.0,0.0,-2.0119067662878423,-5.619172232550305e-06,2.79295856383952e-06,1.0,0.0,5.619172232550305e-06
112,1.12,0.0,0.0,0.0,-1.9319067662878402,-5.395735547443141e-06,2.79295856383952e-06,1.0,0.0,5.395735547443141e-06
113,1.13,0.0,0.0,0.0,-1.851906766287838,-5.1722988623359815e-06,2.79295856383952e-06,1.0,0.0,5.1722988623359815e-06
114,1.14,0.0,0.0,0.0,-1.7719067662878418,-4.948862177228817e-06,2.79295856383952e-06,1.0,0.0,4.948862177228817e-06
115,1.15,0.0,0.0,0.0,-1.6919067662878395,-4.725425492121658e-06,2.79295856383952e-06,1.0,0.0,4.725425492121658e-06
116,1.16,0.0,0.0,0.0,-1.6119067662878375,-4.501988807014494e-06,2.79295856383952e-06,1.0,0.0,4.501988807014494e-06
117,1.17,0.0,0.0,0.0,-1.5319067662878412,-4.278552121907334e-06,2.79295856383952e-06,1.0,0.0,4.278552121907334e-06
118,1.18,0.0,0.0,0.0,-1.451906766287839,-4.05511543680017e-06,2.79295856383952e-06,1.0,0.0,4.05511543680017e-06
119,1.19,0.0,0.0,0.0,-1.3719067662878428,-3.831678751693012e-06,2.79295856383952e-06,1.0,0.0,3.831678751693012e-06
120,1.2,0.0,0.0,0.0,-1.2919067662878407,-3.6082420665858465e-06,2.79295856383952e-06,1.0,0.0,3.6082420665858465e-06
121,1.21,0.0,0.0,0.0,-1.2119067662878387,-3.384805381478688e-06,2.79295856383952e-06,1.0,0.0,3.384805381478688e-06
122,1.22,0.0,0.0,0.0,-1.1319067662878421,-3.1613686963715238e-06,2.79295856383952e-06,1.0,0.0,3.1613686963715238e-06
123,1.23,0.0,0.0,0.0,-1.05190676628784,-2.9379320112643594e-06,2.79295856383952e-06,1.0,0.0,2.9379320112643594e-06
124,1.24,0.0,0.0,0.0,-0.9719067662878381,-2.7144953261572e-06,2.79295856383952e-06,1.0,0.0,2.7144953261572e-06
125,1.25,0.0,0.0,0.0,-0.8919067662878417,-2.491058641050036e-06,2.79295856383952e-06,1.0,0.0,2.491058641050036e-06
126,1.26,0.0,0.0,0.0,-0.8119067662878395,-2.267621955942877e-06,2.79295856383952e-06,1.0,0.0,2.267621955942877e-06
127,1.27,0.0,0.0,0.0,-0.7319067662878375,-2.0441852708357123e-06,2.79295856383952e-06,1.0,0.0,2.0441852708357123e-06
128,1.28,0.0,0.0,0.0,-0.6519067662878412,-1.8207485857285537e-06,2.79295856383952e-06,1.0,0.0,1.8207485857285537e-06
129,1.29,0.0,0.0,0.0,-0.5719067662878391,-1.5973119006213892e-06,2.79295856383952e-06,1.0,0.0,1.5973119006213892e-06
130,1.3,0.0,0.0,0.0,-0.491906766287837,-1.3738752155142304e-06,2.79295856383952e-06,1.0,0.0,1.3738752155142304e-06
131,1.31,0.0,0.0,0.0,-0.4119067662878349,-1.1504385304070659e-06,2.79295856383952e-06,1.0,0.0,1.1504385304070659e-06
