sample_index,t_s,theta_true_deg,theta_sched_deg,theta_tcn_deg,theta_imu_deg,theta_fused_deg,K_imu_eff,imu_valid,fallback_exact,delta_fused_vs_mtcn_deg
2699,26.99,5.219295480371905,5.175173782668655,5.3798666219988025,5.020020255704163,5.271912712110411,0.3,1.0,0.0,-0.10795390988839149
2700,27.0,5.2210743801652875,5.177991494105773,5.3818552731743345,5.078004201228631,5.290699951590624,0.3,1.0,0.0,-0.09115532158371042
2701,27.01,5.22282848657025,5.181332163743796,5.383831165977232,5.096177195974,5.297534974976263,0.3,1.0,0.0,-0.08629619100096875
2702,27.02,5.224582592975206,5.184672833381819,5.385843390836286,5.124498687651451,5.3074399798808365,0.3,1.0,0.0,-0.07840341095544989
2703,27.03,5.226336699380167,5.188013503019841,5.387840306710754,5.152232614844483,5.317157999150873,0.3,1.0,0.0,-0.07068230755988125
2704,27.04,5.228090805785123,5.191354172657857,5.389785268285237,5.169425756104725,5.323677414631081,0.3,1.0,0.0,-0.06610785365415683
2705,27.05,5.229844912190084,5.19469484229588,5.391738021883382,5.180350041661277,5.328321627816751,0.3,1.0,0.0,-0.06341639406663102
2706,27.06,5.2315740702479365,5.198488408683863,5.393676572462698,5.204360866034474,5.336881860534228,0.3,1.0,0.0,-0.056794711928469965
2707,27.07,5.233303228305787,5.202281975071841,5.395641560628617,5.252901740857184,5.352819614697189,0.3,1.0,0.0,-0.04282194593142741
2708,27.08,5.235032386363639,5.206075541459825,5.397583495999027,5.271119286363986,5.359644233108517,0.3,1.0,0.0,-0.03793926289050997
2709,27.09,5.236761544421485,5.209869107847803,5.399466079452668,5.285999805684048,5.3654261973220825,0.3,1.0,0.0,-0.0340398821305854
2710,27.1,5.238490702479337,5.21366267423578,5.401360133363088,5.281510788002744,5.3654053297549815,0.3,1.0,0.0,-0.035954803608106545
2711,27.11,5.240194757231407,5.217580637431731,5.403248597817816,5.307578633734442,5.3745476085928034,0.3,1.0,0.0,-0.02870098922501274
2712,27.12,5.241898811983473,5.221498600627681,5.405172537863097,5.3027439154745855,5.37444395114654,0.3,1.0,0.0,-0.030728586716556983
2713,27.13,5.2436028667355385,5.225416563823632,5.407069213487628,5.295603736717499,5.37362957045659,0.3,1.0,0.0,-0.033439643031038635
2714,27.14,5.245306921487605,5.229334527019583,5.408902516511207,5.314563196045417,5.380600720371471,0.3,1.0,0.0,-0.02830179613973538
2715,27.15,5.24701097623967,5.233252490215533,5.410760433168167,5.341462382786161,5.3899710180535685,0.3,1.0,0.0,-0.02078941511459842
2716,27.16,5.248689772727274,5.237178539368083,5.412621045457853,5.366198790334306,5.39869436892079,0.3,1.0,0.0,-0.013926676537063365
2717,27.17,5.250368569214878,5.24110458852063,5.414519821965582,5.369873389448078,5.40112589221033,0.3,1.0,0.0,-0.01339392975525211
2718,27.18,5.252047365702481,5.245030637673173,5.416393398898962,5.375968850056703,5.404266034246285,0.3,1.0,0.0,-0.012127364652677386
