contrast_id,priority,target,comparator,metric,estimate,bootstrap_mean,ci95_low,ci95_high,iterations,random_seed,n_paths
A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,ey_rmse,1.4679837236765056,1.4729203662961263,0.1171514065563091,3.746816090827332,10000,20260715,6
A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,epsi_rmse,0.3306491419674822,0.3312707963513824,0.0506529128862046,0.8000447207231401,10000,20260715,6
A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,j_du,695.5871020059634,698.037494479518,116.40830243921,1339.4542529553248,10000,20260715,6
A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,ey_rmse,0.0690628440576017,0.0695056475807501,0.0066315933437295,0.1780996203774813,10000,20260715,6
A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,epsi_rmse,-0.0561184346253504,-0.0563237093342481,-0.1983130492099717,0.0250241476524745,10000,20260715,6
A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,j_du,-7.22470042357423,-6.598579066886158,-475.1041237874371,439.4677513776466,10000,20260715,6
