sample_index,debug_step,t_s,theta_true_deg,theta_mtcn_deg,theta_rkf_deg,rkf_theta_variance_rad2,rkf_observer_valid,observer_update_available,rkf_uncertainty_halfwidth_deg,delta_abs_error_deg,rkf_locally_better
3254,3254.0,32.54,-5.1999999999999975,-5.154811044438285,-6.516056341557467,4.448158406454449e-07,1,1,0.07489775946750114,1.2708673859957562,0
3255,3255.0,32.55,-5.1999999999999975,-5.14046637201396,-6.513751283397751,4.4480738180610167e-07,1,1,0.07489704731758581,1.2542176554117157,0
3256,3256.0,32.56,-5.1999999999999975,-5.125834611138618,-6.510655548354448,4.447988894715362e-07,1,1,0.07489633234089509,1.236490159493071,0
3257,3257.0,32.57,-5.1999999999999975,-5.119350143694492,-6.510178329592459,4.447908573453422e-07,1,1,0.07489565610324826,1.2295284732869556,0
3258,3258.0,32.58,-5.1999999999999975,-5.113738702941121,-6.508975664545849,4.4478195994300443e-07,1,1,0.0748949070094807,1.222714367486975,0
3259,3259.0,32.59,-5.1999999999999975,-5.108628620539999,-6.509126179631927,4.4477444211377076e-07,1,1,0.07489427405946103,1.2177548001719316,0
3260,3260.0,32.6,-5.1999999999999975,-5.098941796086228,-6.508178616634853,4.447648891106787e-07,1,1,0.07489346975394602,1.2071204127210864,0
3261,3261.0,32.61,-5.1999999999999975,-5.091307812336357,-6.507027517696872,4.447555672496313e-07,1,1,0.07489268490087685,1.1983353300332338,0
3262,3262.0,32.62,-5.1999999999999975,-5.078220637527994,-6.506732839895012,4.447466214827701e-07,1,1,0.0748919317052824,1.1849534774230106,0
3263,3263.0,32.63,-5.1999999999999975,-5.069118688715053,-6.505020064019065,4.447384201805446e-07,1,1,0.07489124118379432,1.1741387527341223,0
3264,3264.0,32.64,-5.1999999999999975,-5.0616037218344125,-6.500850213479241,4.447284196425169e-07,1,1,0.0748903991642141,1.1624539353136587,0
3265,3265.0,32.65,-5.1999999999999975,-5.054899469766169,-6.498402386980533,4.447175675398387e-07,1,1,0.07488948543436974,1.1533018567467073,0
3266,3266.0,32.66,-5.1999999999999975,-5.03787657808498,-6.495046232611089,4.4470955802786823e-07,1,1,0.07488881103900667,1.1329228106960736,0
3267,3267.0,32.67,-5.1999999999999975,-5.025540433130852,-6.492578311386611,4.446990449034831e-07,1,1,0.07488792583199406,1.118118744517468,0
3268,3268.0,32.68,-5.1999999999999975,-5.012068272505073,-6.490895893565994,4.4469160592797176e-07,1,1,0.07488729946256228,1.1029641660710716,0
3269,3269.0,32.69,-5.1999999999999975,-5.003126346280805,-6.489784550489159,4.44681037730806e-07,1,1,0.0748864096004224,1.0929108967699692,0
3270,3270.0,32.7,-5.1999999999999975,-4.995478903826255,-6.488676040956709,4.4467250534178823e-07,1,1,0.07488569114945451,1.084154944782969,0
3271,3271.0,32.71,-5.1999999999999975,-4.984342273687012,-6.486389479760567,4.4466316964481137e-07,1,1,0.0748849050498177,1.0707317534475846,0
3272,3272.0,32.72,-5.1999999999999975,-4.9735369079385725,-6.485939313179963,4.4465354974368123e-07,1,1,0.07488409501052486,1.0594762211185405,0
3273,3273.0,32.73,-5.1999999999999975,-4.965165430735991,-6.484119803796177,4.446416815309783e-07,1,1,0.07488309564112977,1.0492852345321726,0
3274,3274.0,32.74,-5.1999999999999975,-4.958854116651526,-6.482198976395576,4.4463177936760825e-07,1,1,0.07488226181379659,1.0410530930471076,0
3275,3275.0,32.75,-5.1999999999999975,-4.950823970503471,-6.479866373492859,4.4462221891217356e-07,1,1,0.07488145675171091,1.0306903439963353,0
3276,3276.0,32.76,-5.1999999999999975,-4.936998724861282,-6.477356233158023,4.4461131750185513e-07,1,1,0.07488053876060036,1.01435495801931,0
3277,3277.0,32.77,-5.1999999999999975,-4.9239283970100285,-6.4756301025832,4.4460110359550427e-07,1,1,0.07487967865293682,0.9995584995932338,0
3278,3278.0,32.78,-5.1999999999999975,-4.915795122435818,-6.473651700060894,4.445891188075195e-07,1,1,0.07487866940766776,0.989446822496717,0
3279,3279.0,32.79,-5.1999999999999975,-4.907305322057816,-6.471111069042,4.4457822823305154e-07,1,1,0.07487775229489471,0.9784163910998211,0
3280,3280.0,32.8,-5.1999999999999975,-4.889243296714907,-6.46821740583729,4.4456330594506825e-07,1,1,0.07487649564680847,0.9574607025522024,0
3281,3281.0,32.81,-5.1999999999999975,-4.8729051648460775,-6.4662549394912485,4.4455073042765444e-07,1,1,0.07487543661053478,0.939160104337331,0
3282,3282.0,32.82,-5.1999999999999975,-4.863161990269023,-6.465967185861596,4.4453945007861477e-07,1,1,0.07487448663299595,0.9291291761306244,0
3283,3283.0,32.83,-5.1999999999999975,-4.858570166238903,-6.462000159849978,4.4452674032059223e-07,1,1,0.07487341626296566,0.9205703260888862,0
3284,3284.0,32.84,-5.1999999999999975,-4.851909215405285,-6.4579092327541066,4.445147762960847e-07,1,1,0.07487240868194378,0.9098184481593963,0
3285,3285.0,32.85,-5.1999999999999975,-4.840507322200463,-6.455510392069454,4.4450174532666643e-07,1,1,0.07487131122999133,0.8960177142699219,0
3286,3286.0,32.86,-5.1999999999999975,-4.825644470315097,-6.454076584222859,4.4448898356550217e-07,1,1,0.07487023643483,0.8797210545379608,0
3287,3287.0,32.87,-5.1999999999999975,-4.815226114012821,-6.452899023021927,4.4447618321659156e-07,1,1,0.07486915837431032,0.8681251370347534,0
3288,3288.0,32.88,-5.1999999999999975,-4.807392398093664,-6.450594594056903,4.4446344558424267e-07,1,1,0.07486808558044405,0.8579869921505718,0
3289,3289.0,32.89,-5.1999999999999975,-4.799919164725595,-6.44848778140147,4.444501987282625e-07,1,1,0.07486696988223888,0.8484069461270698,0
3290,3290.0,32.9,-5.1999999999999975,-4.789321303753251,-6.446458645564576,4.4443621321962945e-07,1,1,0.07486579195398771,0.835779949317832,0
3291,3291.0,32.91,-5.1999999999999975,-4.771859432148439,-6.445372769441297,4.44421765410919e-07,1,1,0.07486457506908988,0.8172322015897411,0
3292,3292.0,32.92,-5.1999999999999975,-4.759183996753982,-6.442543973666713,4.4440633860278496e-07,1,1,0.07486327570489563,0.8017279704206999,0
3293,3293.0,32.93,-5.1999999999999975,-4.75151361286196,-6.439578026281321,4.4439184552137455e-07,1,1,0.07486205496578663,0.7910916391432865,0
3294,3294.0,32.94,-5.1999999999999975,-4.744821215538732,-6.437358443169612,4.443765211269598e-07,1,1,0.07486076418428504,0.7821796587083485,0
3295,3295.0,32.95,-5.1999999999999975,-4.736002608100855,-6.435076699117623,4.443581707445867e-07,1,1,0.07485921849300257,0.771079307218483,0
3296,3296.0,32.96,-5.1999999999999975,-4.7210178677096515,-6.43287215351432,4.4434028413117406e-07,1,1,0.07485771183523823,0.7538900212239765,0
3297,3297.0,32.97,-5.1999999999999975,-4.711593057911904,-6.430917822447673,4.4432286986266433e-07,1,1,0.07485624493575478,0.7425108803595819,0
3298,3298.0,32.98,-5.1999999999999975,-4.707321501989232,-6.42850186063131,4.443055589937546e-07,1,1,0.07485478671769684,0.7358233626205468,0
3299,3299.0,32.99,-5.1999999999999975,-4.703613840095291,-6.427869435873782,4.4428696738260486e-07,1,1,0.07485322058193979,0.7314832759690777,0
3300,3300.0,33.0,-5.1999999999999975,-4.696202251316985,-6.424344220844429,4.4426710890809194e-07,1,1,0.07485154769088852,0.720546472161419,0
3301,3301.0,33.01,-5.1999999999999975,-4.6842602084255915,-6.420585699637897,4.4424944058794114e-07,1,1,0.07485005926846092,0.7048459080634935,0
3302,3302.0,33.02,-5.1999999999999975,-4.675316008934486,-6.417022961005977,4.4422902432641405e-07,1,1,0.07484833931588088,0.6923389699404678,0
3303,3303.0,33.03,-5.1999999999999975,-4.671252270940714,-6.415074039632195,4.442101930638513e-07,1,1,0.07484675285530476,0.6863263105729143,0
3304,3304.0,33.04,-5.1999999999999975,-4.667190191938664,-6.414399996477841,4.441901937892879e-07,1,1,0.0748450679574428,0.6815901884165099,0
3305,3305.0,33.05,-5.1999999999999975,-4.661264732505481,-6.4122811233265,4.441702867173062e-07,1,1,0.07484339078979023,0.6735458558319865,0
3306,3306.0,33.06,-5.1999999999999975,-4.64853199303503,-6.410227904258348,4.4414876828817744e-07,1,1,0.07484157782328284,0.6587598972933835,0
3307,3307.0,33.07,-5.1999999999999975,-4.638993206559415,-6.408245449466195,4.441258270156115e-07,1,1,0.07483964493127626,0.6472386560256149,0
3308,3308.0,33.08,-5.1999999999999975,-4.634075249628767,-6.405312426977028,4.441029754391433e-07,1,1,0.0748377195468871,0.6393876766058,0
3309,3309.0,33.09,-5.1999999999999975,-4.62954474780727,-6.403925701016678,4.440817980783745e-07,1,1,0.07483593518113422,0.6334704488239531,0
3310,3310.0,33.1,-5.1999999999999975,-4.622494868570599,-6.401100360181036,4.4405941422895895e-07,1,1,0.07483404911259885,0.6235952287516398,0
3311,3311.0,33.11,-5.1999999999999975,-4.608032218532094,-6.398386138395899,4.440372714989077e-07,1,1,0.07483218331406803,0.606418356927998,0
3312,3312.0,33.12,-5.1999999999999975,-4.599088545242521,-6.395754584249968,4.440154996046635e-07,1,1,0.07483034871767566,0.5948431294924941,0
3313,3313.0,33.13,-5.1999999999999975,-4.59403321772856,-6.3907340242997535,4.4399404633270285e-07,1,1,0.07482854092581351,0.5847672420283185,0
3314,3314.0,33.14,-5.1999999999999975,-4.589271014300776,-6.388229927801511,4.439733120249115e-07,1,1,0.0748267936770315,0.5775009421022919,0
3315,3315.0,33.15,-5.1999999999999975,-4.579022649501038,-6.38569905150304,4.4394995268355653e-07,1,1,0.07482482517176277,0.5647217010040828,0
3316,3316.0,33.16,-5.1999999999999975,-4.567820168105268,-6.3820172941781355,4.4393000311653325e-07,1,1,0.07482314396915696,0.5498374622834081,0
3317,3317.0,33.17,-5.1999999999999975,-4.557045637650964,-6.379211187569537,4.439048267280934e-07,1,1,0.07482102223461233,0.536256825220506,0
3318,3318.0,33.18,-5.1999999999999975,-4.547265337379514,-6.376453205760547,4.438806843369485e-07,1,1,0.07481898758344736,0.5237185431400659,0
3319,3319.0,33.19,-5.1999999999999975,-4.536778219347071,-6.375023417601981,4.4385704172427883e-07,1,1,0.07481699499854622,0.5118016369490572,0
3320,3320.0,33.2,-5.1999999999999975,-4.528245616498151,-6.370279323425917,4.4383239390385517e-07,1,1,0.07481491763884977,0.49852493992407343,0
3321,3321.0,33.21,-5.1999999999999975,-4.511363230969851,-6.368244156746197,4.4380825419288605e-07,1,1,0.07481288304755998,0.4796073877160527,0
3322,3322.0,33.22,-5.1999999999999975,-4.500000708052836,-6.36489599719497,4.437833825919364e-07,1,1,0.07481078671178272,0.4648967052478108,0
3323,3323.0,33.23,-5.1999999999999975,-4.492423310435992,-6.3622611644068625,4.4375562355706647e-07,1,1,0.07480844693544823,0.45468447484285957,0
3324,3324.0,33.24,-5.1999999999999975,-4.487258957602903,-6.359418202767486,4.437307399047541e-07,1,1,0.07480634945951603,0.4466771603703945,0
3325,3325.0,33.25,-5.1999999999999975,-4.47827031451054,-6.356167466554466,4.4370529311358544e-07,1,1,0.07480420445504178,0.43443778106501085,0
3326,3326.0,33.26,-5.1999999999999975,-4.467603376440415,-6.353089245890336,4.4367680507769824e-07,1,1,0.07480180301978652,0.42069262233075655,0
3327,3327.0,33.27,-5.1999999999999975,-4.461373882040979,-6.34949976142284,4.4364558976879137e-07,1,1,0.07479917159705674,0.41087364346382405,0
3328,3328.0,33.28,-5.1999999999999975,-4.45485505267216,-6.349128267319273,4.4361631492170263e-07,1,1,0.07479670366940676,0.403983319991438,0
3329,3329.0,33.29,-5.1999999999999975,-4.448193913376331,-6.345775934569212,4.4358823491831857e-07,1,1,0.0747943363929354,0.3939698479455478,0
3330,3330.0,33.3,-5.1999999999999975,-4.44098339819337,-6.341812177145909,4.435588196875307e-07,1,1,0.07479185647015141,0.38279557533928354,0
3331,3331.0,33.31,-5.1999999999999975,-4.430283522916261,-6.339381652241882,4.4352734585999415e-07,1,1,0.07478920290128192,0.3696651751581479,0
3332,3332.0,33.32,-5.1999999999999975,-4.421344086200786,-6.33608102107672,4.434945121567146e-07,1,1,0.07478643458049242,0.35742510727751053,0
3333,3333.0,33.33,-5.1999999999999975,-4.418719503628571,-6.33415006164494,4.434642002079125e-07,1,1,0.07478387878639557,0.3528695652735161,0
3334,3334.0,33.34,-5.1999999999999975,-4.413685822353934,-6.330333952173911,4.434326194681623e-07,1,1,0.07478121591951617,0.34401977452785015,0
3335,3335.0,33.35,-5.1999999999999975,-4.407854766151885,-6.327481627962413,4.4339927846245467e-07,1,1,0.07477840452528672,0.3353363941143037,0
3336,3336.0,33.36,-5.1999999999999975,-4.400729767651441,-6.327298605217601,4.4336511328239574e-07,1,1,0.07477552352502903,0.3280283728690474,0
3337,3337.0,33.37,-5.1999999999999975,-4.397693430594136,-6.323555883925767,4.4333274370481795e-07,1,1,0.0747727938376705,0.3212493145199078,0
3338,3338.0,33.38,-5.1999999999999975,-4.396761752225781,-6.31937921543226,4.4330182004719206e-07,1,1,0.07477018598991732,0.316140967658046,0
3339,3339.0,33.39,-5.1999999999999975,-4.396711849833725,-6.315746284912501,4.432669123843016e-07,1,1,0.07476724205452982,0.3124581347462305,0
3340,3340.0,33.4,-5.1999999999999975,-4.3955748856329455,-6.312926492503718,4.4323342698279657e-07,1,1,0.07476441795652748,0.30850137813666834,0
3341,3341.0,33.41,-5.1999999999999975,-4.387131868928085,-6.309152269374373,4.431987158892387e-07,1,1,0.07476149037327302,0.2962841383024628,0
3342,3342.0,33.42,-5.1999999999999975,-4.383418167674551,-6.3054359776272495,4.4316418935001324e-07,1,1,0.07475857824186191,0.28885414530180586,0
3343,3343.0,33.43,-5.1999999999999975,-4.384764280176107,-6.300905014736284,4.4312842215354046e-07,1,1,0.07475556134792703,0.28566929491239623,0
3344,3344.0,33.44,-5.1999999999999975,-4.385166761777574,-6.297578848607593,4.4309073331361987e-07,1,1,0.07475238223533376,0.282745610385172,0
3345,3345.0,33.45,-5.1999999999999975,-4.38404411680972,-6.294182449292777,4.4305339324738864e-07,1,1,0.07474923240900885,0.27822656610250274,0
3346,3346.0,33.46,-5.1999999999999975,-4.3808155818877665,-6.291567831755665,4.4301963624758255e-07,1,1,0.07474638471849565,0.27238341364343643,0
3347,3347.0,33.47,-5.1999999999999975,-4.379855798628261,-6.288284699654915,4.429834402904225e-07,1,1,0.07474333116061455,0.26814049828318165,0
3348,3348.0,33.48,-5.1999999999999975,-4.377712496877812,-6.285429335999258,4.429446366520928e-07,1,1,0.07474005747536702,0.26314183287707493,0
3349,3349.0,33.49,-5.1999999999999975,-4.376357968683497,-6.281635001293853,4.4290572891965316e-07,1,1,0.07473677486420185,0.2579929699773542,0
3350,3350.0,33.5,-5.1999999999999975,-4.373779267311834,-6.277282260037085,4.4286909687782196e-07,1,1,0.07473368411926935,0.2510615273489236,0
3351,3351.0,33.51,-5.1999999999999975,-4.369172987302631,-6.273847273108545,4.42831489500194e-07,1,1,0.07473051094962556,0.2430202604111802,0
3352,3352.0,33.52,-5.1999999999999975,-4.365771814317294,-6.269736510961057,4.427902976519745e-07,1,1,0.0747270351811609,0.23550832527835652,0
3353,3353.0,33.53,-5.1999999999999975,-4.3638828450500275,-6.266834699011127,4.427538691867023e-07,1,1,0.07472396121227363,0.23071754406115996,0
3354,3354.0,33.54,-5.1999999999999975,-4.362445136307563,-6.262112725368227,4.427127295082578e-07,1,1,0.07472048954170939,0.2245578616757946,0
3355,3355.0,33.55,-5.1999999999999975,-4.3604519912396595,-6.259669075291815,4.4267337907697714e-07,1,1,0.0747171687101266,0.22012106653147967,0
3356,3356.0,33.56,-5.1999999999999975,-4.358041241032808,-6.257036563727621,4.426327651258035e-07,1,1,0.07471374109374918,0.21507780476043425,0
3357,3357.0,33.57,-5.1999999999999975,-4.3539101821215676,-6.252393767902227,4.4259132957124045e-07,1,1,0.07471024397605498,0.2063039500237993,0
3358,3358.0,33.58,-5.1999999999999975,-4.351568125686142,-6.24995372067215,4.4255147985023083e-07,1,1,0.07470688054663663,0.20152184635829684,0
3359,3359.0,33.59,-5.1999999999999975,-4.350497439614225,-6.245364508611991,4.4250973208741485e-07,1,1,0.0747033567546839,0.19586194822622094,0
3360,3360.0,33.6,-5.1999999999999975,-4.349917110535999,-6.241580831373869,4.424656283282093e-07,1,1,0.07469963392022763,0.1914979419098728,0
3361,3361.0,33.61,-5.1999999999999975,-4.3415829943449085,-6.238657383685434,4.424244193370904e-07,1,1,0.07469615526784057,0.18024037803034787,0
3362,3362.0,33.62,-5.1999999999999975,-4.339489481691926,-6.23258045950137,4.4238242815870315e-07,1,1,0.07469261042054968,0.17206994119330066,0
3363,3363.0,33.63,-5.1999999999999975,-4.34065901121658,-6.229270573682691,4.423393178048651e-07,1,1,0.0746889709187167,0.16992958489927634,0
3364,3364.0,33.64,-5.1999999999999975,-4.343443196480901,-6.227932774476192,4.422925334005691e-07,1,1,0.07468502104215134,0.17137597095709722,0
3365,3365.0,33.65,-5.1999999999999975,-4.341475910126628,-6.2260192823780764,4.422477906204916e-07,1,1,0.07468124333878327,0.16749519250470968,0
3366,3366.0,33.66,-5.1999999999999975,-4.33921544133759,-6.222760001200671,4.422031853877519e-07,1,1,0.07467747705853146,0.16197544253826557,0
3367,3367.0,33.67,-5.1999999999999975,-4.337367018051202,-6.218503146409112,4.4215781587823123e-07,1,1,0.07467364605106021,0.15587016446031843,0
3368,3368.0,33.68,-5.1999999999999975,-4.338917137265327,-6.216067964054698,4.4211156773674095e-07,1,1,0.07466974064948718,0.15498510132002963,0
3369,3369.0,33.69,-5.1999999999999975,-4.337328079253017,-6.212254652139313,4.420654010863288e-07,1,1,0.07466584192565551,0.1495827313923348,0
3370,3370.0,33.7,-5.1999999999999975,-4.334822735306702,-6.210136731322552,4.42019217633739e-07,1,1,0.07466194157920196,0.14495946662925885,0
3371,3371.0,33.71,-5.1999999999999975,-4.332488846618975,-6.205501863256051,4.419745496947261e-07,1,1,0.074658169029075,0.13799070987503015,0
3372,3372.0,33.72,-5.1999999999999975,-4.330988574678034,-6.201920874289952,4.4192685572531994e-07,1,1,0.07465414069701583,0.1329094489679905,0
3373,3373.0,33.73,-5.1999999999999975,-4.331203636568287,-6.200305487182632,4.4188083073832726e-07,1,1,0.07465025312458717,0.1315091237509245,0
3374,3374.0,33.74,-5.1999999999999975,-4.329568684004639,-6.19637939990628,4.4183209296319663e-07,1,1,0.07464613619155344,0.1259480839109237,0
3375,3375.0,33.75,-5.1999999999999975,-4.328497661931696,-6.192358337771969,4.4178446562503183e-07,1,1,0.07464211283897099,0.12085599970366978,0
3376,3376.0,33.76,-5.1999999999999975,-4.324579620278519,-6.187949021513557,4.4173348017833537e-07,1,1,0.07463780556747455,0.112528641792081,0
3377,3377.0,33.77,-5.1999999999999975,-4.323485382277846,-6.1851895877205365,4.4168385385839327e-07,1,1,0.07463361287683426,0.1086749699983871,0
3378,3378.0,33.78,-5.1999999999999975,-4.323214434041053,-6.181253966537456,4.4163431251745273e-07,1,1,0.07462942713072254,0.10446840057851414,0
3379,3379.0,33.79,-5.1999999999999975,-4.320854187498641,-6.177127851863751,4.4158348682715145e-07,1,1,0.074625132625991,0.09798203936239691,0
3380,3380.0,33.8,-5.1999999999999975,-4.318367650964053,-6.172665568355467,4.4153408189370784e-07,1,1,0.07462095793088945,0.09103321931952468,0
3381,3381.0,33.81,-5.1999999999999975,-4.31247758454515,-6.169439387436843,4.414834477283127e-07,1,1,0.07461667912387232,0.08191697198199854,0
3382,3382.0,33.82,-5.1999999999999975,-4.311676253122296,-6.167035728380304,4.414305479408837e-07,1,1,0.07461220859985487,0.07871198150260472,0
3383,3383.0,33.83,-5.1999999999999975,-4.3115703224264355,-6.163787616385376,4.413783837819556e-07,1,1,0.07460779998097374,0.07535793881181618,0
3384,3384.0,33.84,-5.1999999999999975,-4.309213584783386,-6.160465360764911,4.4132494935245236e-07,1,1,0.07460328373591042,0.06967894554830156,0
3385,3385.0,33.85,-5.1999999999999975,-4.306391013851299,-6.15735904258861,4.4127313591572724e-07,1,1,0.0745989042350587,0.06375005643991472,0
3386,3386.0,33.86,-5.1999999999999975,-4.2993304480916645,-6.152754223357215,4.412191947041819e-07,1,1,0.07459434461208778,0.052084671448884734,0
3387,3387.0,33.87,-5.1999999999999975,-4.296470030965151,-6.148217613453008,4.4116722470507156e-07,1,1,0.07458995135106025,0.04468764441816386,0
3388,3388.0,33.88,-5.1999999999999975,-4.295343182570504,-6.1439306405933305,4.4111310444361836e-07,1,1,0.07458537604349541,0.03927382316383987,0
3389,3389.0,33.89,-5.1999999999999975,-4.298651477425536,-6.138165984885187,4.4105581135036867e-07,1,1,0.07458053220001673,0.03681746231072758,0
3390,3390.0,33.9,-5.1999999999999975,-4.295602300816635,-6.13394508489289,4.4099941554169635e-07,1,1,0.07457576391018078,0.029547385709530083,0
3391,3391.0,33.91,-5.1999999999999975,-4.290550760916359,-6.128892574300848,4.4094450147834195e-07,1,1,0.0745711206095607,0.019443335217212088,0
3392,3392.0,33.92,-5.1999999999999975,-4.286915899203979,-6.126785443063462,4.408896826491672e-07,1,1,0.07456648507315003,0.01370134226744657,0
3393,3393.0,33.93,-5.1999999999999975,-4.284777521109121,-6.123963403073259,4.4083220293318727e-07,1,1,0.07456162421990592,0.008740924182385257,0
3394,3394.0,33.94,-5.1999999999999975,-4.282124747682651,-6.120858928497468,4.407736357097883e-07,1,1,0.07455667107410074,0.002983676180124739,0
3395,3395.0,33.95,-5.1999999999999975,-4.278803252346597,-6.118357538114644,4.4071651861493355e-07,1,1,0.07455184025157129,-0.0028392095387541616,1
3396,3396.0,33.96,-5.1999999999999975,-4.274116335269195,-6.114059671088965,4.406606060331994e-07,1,1,0.07454711100056534,-0.011823993641835173,1
3397,3397.0,33.97,-5.1999999999999975,-4.272058039857992,-6.110107610288622,4.4060124583605485e-07,1,1,0.07454208981171914,-0.017834349853381504,1
3398,3398.0,33.98,-5.1999999999999975,-4.2700770748838535,-6.106960567880191,4.4054118377056753e-07,1,1,0.07453700890862125,-0.022962357235950748,1
3399,3399.0,33.99,-5.1999999999999975,-4.266058530798658,-6.102411711155979,4.4048218832731596e-07,1,1,0.07453201789839387,-0.03152975804535885,1
3400,3400.0,34.0,-5.1999999999999975,-4.2646387994055015,-6.099119576060761,4.4042534273006323e-07,1,1,0.07452720844878774,-0.0362416245337327,1
3401,3401.0,34.01,-5.1999999999999975,-4.261687560299394,-6.098058094284195,4.403665240192394e-07,1,1,0.0745222317362059,-0.0402543454164066,1
3402,3402.0,34.02,-5.1999999999999975,-4.258134650371835,-6.094455807749538,4.403049049542349e-07,1,1,0.07451701772624147,-0.04740954187862201,1
3403,3403.0,34.03,-5.1999999999999975,-4.255011806033689,-6.090432627728362,4.402469548284957e-07,1,1,0.07451211383737547,-0.05455556623794422,1
3404,3404.0,34.04,-5.1999999999999975,-4.254843781285841,-6.0865090640579105,4.4018512195062286e-07,1,1,0.07450688102409868,-0.05864715465624393,1
3405,3405.0,34.05,-5.1999999999999975,-4.24985763100068,-6.083188334065345,4.40125076248885e-07,1,1,0.07450179910479791,-0.06695403493397034,1
3406,3406.0,34.06,-5.1999999999999975,-4.244877460750111,-6.080191558887926,4.400638766375162e-07,1,1,0.07449661916856148,-0.074930980361958,1
3407,3407.0,34.07,-5.1999999999999975,-4.2406899539796905,-6.0770284165071455,4.4000267628035127e-07,1,1,0.07449143880899531,-0.08228162951315898,1
3408,3408.0,34.08,-5.1999999999999975,-4.240081003746308,-6.071841094771229,4.3994231703136044e-07,1,1,0.07448632929290176,-0.08807790148245775,1
3409,3409.0,34.09,-5.1999999999999975,-4.237463282361315,-6.068999938055593,4.398812561272648e-07,1,1,0.07448116002381928,-0.09353677958308726,1
3410,3410.0,34.1,-5.1999999999999975,-4.233518192483768,-6.066423404962446,4.3982019405655426e-07,1,1,0.07447599029717239,-0.10005840255378118,1
3411,3411.0,34.11,-5.1999999999999975,-4.22876311289403,-6.061756198067763,4.397572495798398e-07,1,1,0.07447066082385936,-0.10948068903820207,1
3412,3412.0,34.12,-5.1999999999999975,-4.227830418819442,-6.057122667873813,4.396952421214921e-07,1,1,0.0744654103144082,-0.11504691330674,1
3413,3413.0,34.13,-5.1999999999999975,-4.226932521176084,-6.052044444689923,4.396311263684369e-07,1,1,0.07445998089481994,-0.12102303413398818,1
3414,3414.0,34.14,-5.1999999999999975,-4.2254306938311945,-6.049617206675743,4.3956883491286283e-07,1,1,0.07445470558033117,-0.12495209949305774,1
3415,3415.0,34.15,-5.1999999999999975,-4.221802530724002,-6.0466390957742835,4.3950668377585807e-07,1,1,0.07444944177655222,-0.13155837350170962,1
3416,3416.0,34.16,-5.1999999999999975,-4.216389280075803,-6.042005166167845,4.3944197391395483e-07,1,1,0.07444396086964582,-0.14160555375634676,1
3417,3417.0,34.17,-5.1999999999999975,-4.21298377128747,-6.037213764825809,4.3938020905011727e-07,1,1,0.07443872902681183,-0.14980246388671592,1
3418,3418.0,34.18,-5.1999999999999975,-4.211011370379231,-6.035113262919014,4.393155605779951e-07,1,1,0.07443325253170668,-0.15387536670175006,1
3419,3419.0,34.19,-5.1999999999999975,-4.209674816437334,-6.032055002630017,4.3924710519487846e-07,1,1,0.07442745310666396,-0.1582701809326439,1
3420,3420.0,34.2,-5.1999999999999975,-4.20751005982109,-6.028742111626274,4.391807966862692e-07,1,1,0.07442183513033176,-0.16374782855263081,1
3421,3421.0,34.21,-5.1999999999999975,-4.206217571126574,-6.024905917182705,4.3911332828372837e-07,1,1,0.07441611844687994,-0.1688765116907156,1
3422,3422.0,34.22,-5.1999999999999975,-4.202842999900154,-6.020975692389783,4.390477954550845e-07,1,1,0.07441056534659082,-0.17618130771005802,1
3423,3423.0,34.23,-5.1999999999999975,-4.203281768349531,-6.017919866114938,4.389804009221099e-07,1,1,0.0744048540575079,-0.17879836553552586,1
3424,3424.0,34.24,-5.1999999999999975,-4.203972016746286,-6.01333604371893,4.38912322474368e-07,1,1,0.07439908436555638,-0.18269193953477902,1
3425,3425.0,34.25,-5.1999999999999975,-4.202477018615122,-6.007713315044161,4.388449935870239e-07,1,1,0.07439337775921344,-0.18980966634071184,1
3426,3426.0,34.26,-5.1999999999999975,-4.1948424528761965,-6.002258966450266,4.387744144712062e-07,1,1,0.07438739520269357,-0.2028985806735326,1
3427,3427.0,34.27,-5.1999999999999975,-4.193663521475196,-5.998640189787477,4.3870924939162544e-07,1,1,0.07438187113341879,-0.2076962887373215,1
3428,3428.0,34.28,-5.1999999999999975,-4.198140519564435,-5.993695555039885,4.3864041730574077e-07,1,1,0.07437603576502003,-0.20816392539567552,1
3429,3429.0,34.29,-5.1999999999999975,-4.2016688160446165,-5.99013650578422,4.385731862027528e-07,1,1,0.07437033568091711,-0.2081946781711581,1
3430,3430.0,34.3,-5.1999999999999975,-4.199849746681049,-5.988116166280616,4.3850275791331165e-07,1,1,0.07436436405977617,-0.21203408703833038,1
3431,3431.0,34.31,-5.1999999999999975,-4.19674309363965,-5.984854966047138,4.384305874729786e-07,1,1,0.07435824422398594,-0.21840194031320692,1
3432,3432.0,34.32,-5.1999999999999975,-4.195804247113949,-5.981548868230691,4.383596927299173e-07,1,1,0.07435223207304012,-0.22264688465535531,1
3433,3433.0,34.33,-5.1999999999999975,-4.197048008010617,-5.977256924561415,4.3829079878948015e-07,1,1,0.07434638913217181,-0.22569506742796364,1
3434,3434.0,34.34,-5.1999999999999975,-4.196120876436759,-5.9737229150198035,4.3821929039089886e-07,1,1,0.0743403239716601,-0.23015620854343233,1
3435,3435.0,34.35,-5.1999999999999975,-4.194691765121952,-5.967849601892332,4.381443309224361e-07,1,1,0.0743339655688993,-0.23745863298571113,1
3436,3436.0,34.36,-5.1999999999999975,-4.191648784104604,-5.963689030026535,4.380744334821494e-07,1,1,0.07432803606029915,-0.24466218586885624,1
