method_id,method_label,seed,path_id,path_label,n_samples,duration_s,mae_deg,p95_abs_error_deg,raw_result_file
tcn_22d,TCN-22D,202,p03_long_updown,P3 Long up/down slope,4401,44,0.802325596747,1.97875961316,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed202\path_closed_loop_long_updown_theta10_v1\tcn_22d_seed202_out.mat
tcn_22d,TCN-22D,202,p04_soft_updown_straight_turn,P4 Mild slope-turn coupling,5601,56,0.522923651983,0.67745571718,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed202\path_modern_tcn_showcase_candidate_soft_updown_straight_turn_v1\tcn_22d_seed202_out.mat
tcn_22d,TCN-22D,202,p05_factory_flat_logistics,P5 Flat factory logistics,19001,190,0.551653347354,0.626317485741,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed202\path_modern_tcn_showcase_candidate_factory_flat_logistics_safe_190_v1\tcn_22d_seed202_out.mat
tcn_22d,TCN-22D,202,p06_downhill_after_turn,P6 Downhill recovery,3801,38,0.543233937692,1.2603129762,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed202\path_factory_target_downhill_straight_after_turn_v1\tcn_22d_seed202_out.mat
tcn_22d,TCN-22D,340,p01_factory_logistics_showcase,P1 Factory logistics,24583,245.82,0.406493331328,1.06213885072,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed340\path_factory_logistics_showcase_theta10_v10\tcn_22d_seed340_out.mat
tcn_22d,TCN-22D,340,p02_sharp_turn_transition,P2 Sharp-turn transition,5201,52,0.560924423397,1.39794637603,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed340\path_closed_loop_sharp_turn_transition_theta10_v1\tcn_22d_seed340_out.mat
tcn_22d,TCN-22D,340,p03_long_updown,P3 Long up/down slope,4401,44,0.606418474361,1.47610002121,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed340\path_closed_loop_long_updown_theta10_v1\tcn_22d_seed340_out.mat
tcn_22d,TCN-22D,340,p04_soft_updown_straight_turn,P4 Mild slope-turn coupling,5601,56,0.85516748241,1.06621667383,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed340\path_modern_tcn_showcase_candidate_soft_updown_straight_turn_v1\tcn_22d_seed340_out.mat
tcn_22d,TCN-22D,340,p05_factory_flat_logistics,P5 Flat factory logistics,19001,190,0.783686769052,1.07097386953,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed340\path_modern_tcn_showcase_candidate_factory_flat_logistics_safe_190_v1\tcn_22d_seed340_out.mat
tcn_22d,TCN-22D,340,p06_downhill_after_turn,P6 Downhill recovery,3801,38,0.443611287235,1.66209568014,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed340\path_factory_target_downhill_straight_after_turn_v1\tcn_22d_seed340_out.mat
tcn_22d,TCN-22D,520,p01_factory_logistics_showcase,P1 Factory logistics,24583,245.82,2.78788370011,12.9433039278,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed520\path_factory_logistics_showcase_theta10_v10\tcn_22d_seed520_out.mat
tcn_22d,TCN-22D,520,p02_sharp_turn_transition,P2 Sharp-turn transition,5201,52,0.694047928216,1.61552196915,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed520\path_closed_loop_sharp_turn_transition_theta10_v1\tcn_22d_seed520_out.mat
tcn_22d,TCN-22D,520,p03_long_updown,P3 Long up/down slope,4401,44,0.602802946958,1.89953863681,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed520\path_closed_loop_long_updown_theta10_v1\tcn_22d_seed520_out.mat
tcn_22d,TCN-22D,520,p04_soft_updown_straight_turn,P4 Mild slope-turn coupling,5601,56,0.99356870042,1.30685084539,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed520\path_modern_tcn_showcase_candidate_soft_updown_straight_turn_v1\tcn_22d_seed520_out.mat
tcn_22d,TCN-22D,520,p05_factory_flat_logistics,P5 Flat factory logistics,19001,190,1.05855176876,1.42848227636,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed520\path_modern_tcn_showcase_candidate_factory_flat_logistics_safe_190_v1\tcn_22d_seed520_out.mat
tcn_22d,TCN-22D,520,p06_downhill_after_turn,P6 Downhill recovery,3801,38,0.703836737778,1.89194041359,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\39_paper_final_frozen_benchmark\01_A1_algorithm_comparison\04_closed_loop\raw\tcn_22d\seed520\path_factory_target_downhill_straight_after_turn_v1\tcn_22d_seed520_out.mat
