time_s,reference_grade_deg,modern_tcn_delta_deg,modern_tcn_22d_deg,gru_22d_deg,tcn_22d_deg
27.72,-1.68851759259,0,0,0,0.388208918637
27.73,-1.68851759259,0,0,0,0.360882836542
27.74,-1.68851759259,0,0,0,0.335209879673
27.75,-1.68851759259,0,0,0,0.309197206561
27.76,-1.814453125,0,0,0,0.280733149482
27.77,-1.814453125,0,0,0,0.253248910477
27.78,-1.814453125,0,0,0,0.225491763102
27.79,-1.814453125,0,0,0,0.195420182466
27.8,-1.814453125,0,0,0,0.167988587836
27.81,-1.93927407407,0,0,0,0.136461971764
27.82,-1.93927407407,0,0,0,0.106257734989
27.83,-1.93927407407,0,0,0,0.0773391991799
27.84,-1.93927407407,0,0,0,0.050505208118
27.85,-1.93927407407,0,0,0,0.0239356862884
27.86,-2.06290613426,0,0,0,-0.00666310316805
27.87,-2.06290613426,0,0,0,-0.0356627565209
27.88,-2.06290613426,0,0,0,-0.0635307893416
27.89,-2.06290613426,0,0,0,-0.0898609285794
27.9,-2.06290613426,0,0,0,-0.115081477233
27.91,-2.185275,0,0,0,-0.142142623769
27.92,-2.185275,0,0,0,-0.167733215835
27.93,-2.185275,0,0,0,-0.192834054843
27.94,-2.185275,0,0,0,-0.217213861963
27.95,-2.185275,0,0,0,-0.241145846016
27.96,-2.30630636574,0,0,0,-0.268052319815
27.97,-2.30630636574,0,0,0,-0.293804430939
27.98,-2.30630636574,0,0,0,-0.3177607257
27.99,-2.30630636574,0,0,0,-0.340095154447
28,-2.30630636574,0,0,0,-0.363063054664
28.01,-2.42592592593,0,0,0,-0.387238164027
28.02,-2.42592592593,0,0,0,-0.41102945701
28.03,-2.42592592593,0,0,0,-0.433715871229
28.04,-2.42592592593,0,0,0,-0.45532860208
28.05,-2.42592592593,0,0,0,-0.475950202742
28.06,-2.544059375,0,0,0,-0.499567863201
28.07,-2.544059375,0,0,0,-0.522259423531
28.08,-2.544059375,0,0,0,-0.544179021301
28.09,-2.544059375,0,0,0,-0.564725876116
28.1,-2.544059375,0,0,0,-0.584431394223
28.11,-2.66063240741,0,0,0,-0.60606934922
28.12,-2.66063240741,0,0,0,-0.626246996365
28.13,-2.66063240741,0,0,0,-0.647233741552
28.14,-2.66063240741,0,0,0,-0.666397091256
28.15,-2.66063240741,0,0,0,-0.6850663945
28.16,-2.77557071759,0,0,0,-0.705934168531
28.17,-2.77557071759,0,0,0,-0.726088224563
28.18,-2.77557071759,0,0,0,-0.745965405592
28.19,-2.77557071759,0,0,0,-0.764536029679
28.2,-2.77557071759,0,0,0,-0.782452957884
28.21,-2.8888,0,0,0,-0.801815908007
28.22,-2.8888,0,0,-0.359718438463,-0.821001379673
28.23,-2.8888,0,0,-0.391326031654,-0.839416020225
28.24,-2.8888,0,0,-0.41966297565,-0.856525779672
28.25,-2.8888,0,0,-0.449250378919,-0.873535572428
28.26,-3.00024594907,0,0,-0.481422983092,-0.893836038495
28.27,-3.00024594907,0,0,-0.512831916007,-0.914015390646
28.28,-3.00024594907,0,0,-0.545344532212,-0.933644153107
28.29,-3.00024594907,0,0,-0.575504751354,-0.953325904598
28.3,-3.00024594907,0,0,-0.60493429212,-0.972086892826
28.31,-3.10983425926,0,0,-0.636006055455,-0.99611631441
28.32,-3.10983425926,0,0,-0.667652931714,-1.01751662245
28.33,-3.10983425926,0,0,-0.69645996703,-1.03915485706
28.34,-3.10983425926,0,0,-0.726179054874,-1.06056865706
28.35,-3.10983425926,0,0,-0.757050111759,-1.08201312727
28.36,-3.217490625,0,0,-0.788459900488,-1.10527536678
28.37,-3.217490625,-2.00376915111,0,-0.819068363251,-1.12733551952
28.38,-3.217490625,-2.02936198796,0,-0.849647448538,-1.14976135236
28.39,-3.217490625,-2.05283250498,0,-0.879221134803,-1.17218178405
28.4,-3.217490625,-2.07940261065,0,-0.909186781064,-1.19304165661
28.41,-3.32314074074,-2.10404062562,0,-0.939325602957,-1.21618883246
28.42,-3.32314074074,-2.12759763829,0,-0.971096895181,-1.23815744811
28.43,-3.32314074074,-2.15067925363,0,-0.977557592399,-1.26074911471
28.44,-3.32314074074,-2.1847862934,0,-0.983549715966,-1.28099072503
28.45,-3.32314074074,-2.2197862934,0,-0.993818944098,-1.30181896968
28.46,-3.42671030093,-2.2547862934,0,-1.00696141162,-1.32549036669
28.47,-3.42671030093,-2.2897862934,0,-1.022423855,-1.3496502363
28.48,-3.42671030093,-2.3247862934,0,-1.03979118981,-1.37149847397
28.49,-3.42671030093,-2.3597862934,0,-1.05731047769,-1.39414263816
28.5,-3.42671030093,-2.3947862934,0,-1.07372065612,-1.41783238454
28.51,-3.528125,-2.4297862934,0,-1.09501273839,-1.44237260397
28.52,-3.528125,-2.4647862934,0,-1.11802206412,-1.46756178537
28.53,-3.528125,-2.4997862934,0,-1.14080181025,-1.4902684012
28.54,-3.528125,-2.5347862934,0,-1.16186825957,-1.51330356821
28.55,-3.528125,-2.56938859848,0,-1.18420959234,-1.53645257182
28.56,-3.62731053241,-2.60153092029,-2.00469269141,-1.20968007905,-1.56036067368
28.57,-3.62731053241,-2.6360749526,-2.02902250193,-1.2347344734,-1.58583066864
28.58,-3.62731053241,-2.66611865697,-2.05455946458,-1.25881534028,-1.60873301902
28.59,-3.62731053241,-2.69232645113,-2.07914071868,-1.28449774179,-1.63154302308
28.6,-3.62731053241,-2.72207045401,-2.10346890322,-1.31052118357,-1.65483446541
28.61,-3.72419259259,-2.75196664129,-2.12876676426,-1.33821385992,-1.68065295328
28.62,-3.72419259259,-2.78178959611,-2.15961512092,-1.36439324283,-1.70459399627
28.63,-3.72419259259,-2.80953451403,-2.19372491978,-1.3923924967,-1.72924841034
28.64,-3.72419259259,-2.83492713938,-2.22872491978,-1.4205197257,-1.75448787327
28.65,-3.72419259259,-2.86122148366,-2.26309830474,-1.44694181679,-1.7785767966
28.66,-3.818696875,-2.88648951507,-2.29770651285,-1.47404036771,-1.80338356223
28.67,-3.818696875,-2.913725558,-2.3311327174,-1.5020128367,-1.82793634695
28.68,-3.818696875,-2.94175735165,-2.36504175486,-1.5303479417,-1.85194430638
28.69,-3.818696875,-2.96626459371,-2.39722376908,-1.55702764223,-1.87491217913
28.7,-3.818696875,-2.99294493446,-2.42994294881,-1.5833334486,-1.89860759536
28.71,-3.91074907407,-3.01956145151,-2.46457531095,-1.61113213324,-1.92370241356
28.72,-3.91074907407,-3.04242080971,-2.49844460962,-1.63939672306,-1.94746679502
28.73,-3.91074907407,-3.06655099635,-2.53054462449,-1.66749119934,-1.97196571412
28.74,-3.91074907407,-3.08900203113,-2.56234330395,-1.69522248911,-1.99405849287
28.75,-3.91074907407,-3.11015503424,-2.59466586692,-1.72251460063,-2.01680472207
28.76,-4.00027488426,-3.1351326571,-2.62718654755,-1.75161647489,-2.0426366765
28.77,-4.00027488426,-3.1588594587,-2.66014163322,-1.78040541867,-2.06924912894
28.78,-4.00027488426,-3.17653699845,-2.69258068641,-1.80914838435,-2.0929579034
28.79,-4.00027488426,-3.19698553814,-2.72397085361,-1.83717192346,-2.1167305566
28.8,-4.00027488426,-3.22118034643,-2.7552774782,-1.86561136248,-2.14133965661
28.81,-4.0872,-3.24096732329,-2.78764687114,-1.89553132345,-2.16613384322
28.82,-4.0872,-3.26048237587,-2.81951778917,-1.92415754405,-2.19175456528
28.83,-4.0872,-3.28462734907,-2.85126836725,-1.95241175672,-2.21436589268
28.84,-4.0872,-3.30529409531,-2.88286700062,-1.98026095626,-2.23734391673
28.85,-4.0872,-3.32137648047,-2.91320824432,-2.0080167103,-2.26077189365
28.86,-4.17145011574,-3.3415478816,-2.94367111475,-2.03692281763,-2.28581903887
28.87,-4.17145011574,-3.35913949083,-2.97283906489,-2.06493620457,-2.30874469075
28.88,-4.17145011574,-3.37482743171,-3.00260678926,-2.09280415611,-2.33223517297
28.89,-4.17145011574,-3.3928411257,-3.03026604907,-2.12054622069,-2.3558319387
28.9,-4.17145011574,-3.4111149477,-3.05749780297,-2.14768719044,-2.37803957742
28.91,-4.25295092593,-3.42800296863,-3.0850995919,-2.17727519974,-2.40297201312
28.92,-4.25295092593,-3.44596174721,-3.11184190165,-2.20544059182,-2.42568416351
28.93,-4.25295092593,-3.46386046998,-3.13924895729,-2.23325194549,-2.44891949972
28.94,-4.25295092593,-3.47994447625,-3.16536069842,-2.26033941267,-2.47305203908
28.95,-4.25295092593,-3.49631579872,-3.19035317217,-2.28631058389,-2.49698123438
28.96,-4.331628125,-3.51418558347,-3.21500552864,-2.31377463061,-2.51978427216
28.97,-4.331628125,-3.53176716855,-3.23839549592,-2.34054282079,-2.54346209291
28.98,-4.331628125,-3.54712920945,-3.26303304732,-2.36770687939,-2.56681280436
28.99,-4.331628125,-3.55997961058,-3.28658777302,-2.39382682809,-2.58820565261
29,-4.331628125,-3.57408744684,-3.30927930717,-2.41888918983,-2.60857427586
29.01,-4.40740740741,-3.58911714949,-3.33256684616,-2.4451332112,-2.63012507303
29.02,-4.40740740741,-3.60728246394,-3.35535246236,-2.47148932497,-2.65220898163
29.03,-4.40740740741,-3.62387983688,-3.37805897717,-2.49678154915,-2.67455945524
29.04,-4.40740740741,-3.64151762897,-3.39926245173,-2.52133509694,-2.69379241689
29.05,-4.40740740741,-3.65633030808,-3.42046058312,-2.54528852993,-2.71377851345
29.06,-4.48021446759,-3.67048123946,-3.44258523109,-2.57037129453,-2.73646012666
29.07,-4.48021446759,-3.68899459421,-3.46450636557,-2.5944727154,-2.75872466838
29.08,-4.48021446759,-3.70399896271,-3.48632779908,-2.61827455315,-2.77608633201
29.09,-4.48021446759,-3.71813235331,-3.5074819588,-2.64208517444,-2.79768649052
29.1,-4.48021446759,-3.73476045603,-3.52859890374,-2.665344355,-2.81857945064
29.11,-4.549975,-3.74979381952,-3.55083512782,-2.68928849973,-2.84396681874
29.12,-4.549975,-3.76655568528,-3.5728887783,-2.71241633954,-2.8678080039
29.13,-4.549975,-3.78272833207,-3.59461837228,-2.73487328885,-2.89339435681
29.14,-4.549975,-3.79792258054,-3.61620509041,-2.75692656783,-2.91947023986
29.15,-4.549975,-3.81168273502,-3.6374637835,-2.77877097333,-2.94577213727
29.16,-4.61661469907,-3.82741422904,-3.65980237127,-2.80184205355,-2.9702623729
29.17,-4.61661469907,-3.84470511757,-3.68219880822,-2.82378783455,-2.99521088787
29.18,-4.61661469907,-3.86076372677,-3.70430893385,-2.84540881078,-3.0206714022
29.19,-4.61661469907,-3.87349834793,-3.72584043669,-2.86672200083,-3.04537100929
29.2,-4.61661469907,-3.8901037533,-3.74624531037,-2.88762391138,-3.0693228481
29.21,-4.68005925926,-3.90458287882,-3.767401639,-2.90879026263,-3.09388344965
29.22,-4.68005925926,-3.92165265723,-3.7882236385,-2.92903603107,-3.11730016199
29.23,-4.68005925926,-3.93583904016,-3.80917064158,-2.94930190194,-3.14120181469
29.24,-4.68005925926,-3.94851381426,-3.82933854565,-2.96949937382,-3.1636384423
29.25,-4.68005925926,-3.96364337789,-3.84881292184,-2.98842455192,-3.18624116288
29.26,-4.740234375,-3.97663303186,-3.86825574243,-3.00835065927,-3.20983902852
29.27,-4.740234375,-3.99590738525,-3.88715521031,-3.02783498601,-3.23098120172
29.28,-4.740234375,-4.01187304946,-3.90681750039,-3.04709298698,-3.25253138766
29.29,-4.740234375,-4.02783161872,-3.92544570912,-3.06586696066,-3.27520564131
29.3,-4.740234375,-4.04174269271,-3.943998299,-3.08430943517,-3.29750438464
29.31,-4.79706574074,-4.0570900995,-3.9632470145,-3.10348984338,-3.31790402251
29.32,-4.79706574074,-4.07345459949,-3.98203261412,-3.1211698005,-3.34017243766
29.33,-4.79706574074,-4.08877783279,-4.00076022539,-3.1390263946,-3.36368526308
29.34,-4.79706574074,-4.10602689979,-4.0186232779,-3.15643586988,-3.38615699788
29.35,-4.79706574074,-4.12264150762,-4.03603905028,-3.17375119222,-3.40892269852
29.36,-4.85047905093,-4.13674870061,-4.05348752541,-3.19155695798,-3.43055897421
29.37,-4.85047905093,-4.15291369903,-4.07006727521,-3.20872514849,-3.45330550598
29.38,-4.85047905093,-4.16970730653,-4.08714556343,-3.22663094087,-3.47690011007
29.39,-4.85047905093,-4.18710544473,-4.10299008546,-3.24291224059,-3.49970856649
29.4,-4.85047905093,-4.20667743032,-4.11936268789,-3.25933119486,-3.52056386228
29.41,-4.9004,-4.22501885013,-4.13607704079,-3.27682974383,-3.54197188602
29.42,-4.9004,-4.24149869179,-4.15200707783,-3.29391196948,-3.56338702866
29.43,-4.9004,-4.25748602023,-4.16786199973,-3.30970273392,-3.58471559718
29.44,-4.9004,-4.27757180676,-4.18322351195,-3.32579225198,-3.60588133366
29.45,-4.9004,-4.29901709309,-4.19767309784,-3.34125658468,-3.62598397225
29.46,-4.94675428241,-4.31656265167,-4.21147441133,-3.35803925494,-3.64694718105
29.47,-4.94675428241,-4.33334270311,-4.22565019893,-3.37409781582,-3.66806195649
29.48,-4.94675428241,-4.34923217274,-4.23983489102,-3.38980137118,-3.68776786581
29.49,-4.94675428241,-4.36660874066,-4.25304455671,-3.40542594643,-3.70819278845
29.5,-4.94675428241,-4.38380453815,-4.26538695105,-3.41960248923,-3.72871455506
29.51,-4.98946759259,-4.40134630861,-4.27845273171,-3.43506131637,-3.74918634696
29.52,-4.98946759259,-4.41508933275,-4.29090810374,-3.45097563333,-3.76871834705
29.53,-4.98946759259,-4.42780834351,-4.30348911512,-3.4663168829,-3.78889623981
29.54,-4.98946759259,-4.4446975179,-4.31586828424,-3.48162036605,-3.80887692296
29.55,-4.98946759259,-4.46150166486,-4.32795115653,-3.49538137262,-3.82831141577
29.56,-5.028465625,-4.47722067368,-4.34014082452,-3.51009354371,-3.8483325284
29.57,-5.028465625,-4.49130428696,-4.352251893,-3.52506225063,-3.86765444624
29.58,-5.028465625,-4.50495788138,-4.36442286777,-3.53951186813,-3.88632769915
29.59,-5.028465625,-4.51721935507,-4.37605680501,-3.55365026313,-3.90425483752
29.6,-5.028465625,-4.53305982023,-4.38741237102,-3.56790136228,-3.92200945861
29.61,-5.06367407407,-4.54824155849,-4.39835921519,-3.58244584506,-3.93998608933
29.62,-5.06367407407,-4.5618242221,-4.40988382403,-3.59515159153,-3.95776768615
29.63,-5.06367407407,-4.57523496118,-4.42195968323,-3.60869740496,-3.97519205542
29.64,-5.06367407407,-4.58742255646,-4.43314885446,-3.6215261652,-3.99184308442
29.65,-5.06367407407,-4.60218675874,-4.44483091341,-3.63485017018,-4.0075208989
29.66,-5.09501863426,-4.61470986368,-4.45646476574,-3.64830298742,-4.0239540382
29.67,-5.09501863426,-4.62819296975,-4.46780442725,-3.66027590064,-4.04001399018
29.68,-5.09501863426,-4.63716036052,-4.47968166836,-3.67326429642,-4.05556018119
29.69,-5.09501863426,-4.64693161384,-4.49176016695,-3.68561618119,-4.0712960275
29.7,-5.09501863426,-4.65886701034,-4.50421812137,-3.69829576029,-4.08675933675
29.71,-5.122425,-4.6719078625,-4.51723169966,-3.71200407161,-4.10208328238
29.72,-5.122425,-4.68381425971,-4.53068266007,-3.72364314817,-4.1171843404
29.73,-5.122425,-4.6949933075,-4.54405999724,-3.73633919605,-4.13193194009
29.74,-5.122425,-4.70318897574,-4.55713211083,-3.74823365677,-4.14611810728
29.75,-5.122425,-4.71377485642,-4.56920437332,-3.76101942342,-4.15941913312
29.76,-5.14581886574,-4.72181777418,-4.58077696103,-3.77211380615,-4.17330186691
29.77,-5.14581886574,-4.73265703657,-4.59175943604,-3.78378672593,-4.18673018297
29.78,-5.14581886574,-4.74216535646,-4.60304227548,-3.79631189067,-4.20008143569
29.79,-5.14581886574,-4.75430242294,-4.61280333891,-3.80749869277,-4.21309353056
29.8,-5.14581886574,-4.76387416705,-4.62100665522,-3.81926922137,-4.22564994057
29.81,-5.16512592593,-4.77498863599,-4.62977730953,-3.83125490229,-4.23820440535
29.82,-5.16512592593,-4.78484824906,-4.63739106447,-3.84145411649,-4.25054186883
29.83,-5.16512592593,-4.79328170829,-4.64381682733,-3.85213077478,-4.26260316275
29.84,-5.16512592593,-4.80252624248,-4.6506870673,-3.86331034543,-4.27444308708
29.85,-5.16512592593,-4.81322496384,-4.6560256949,-3.87436268765,-4.28544067002
29.86,-5.180271875,-4.82313256483,-4.66099422601,-3.88387686146,-4.2968403192
29.87,-5.180271875,-4.83343933303,-4.66624513602,-3.8940013675,-4.30816515249
29.88,-5.180271875,-4.84074051462,-4.67107808977,-3.90391026706,-4.31912785532
29.89,-5.180271875,-4.84859628666,-4.68139051604,-3.9145585878,-4.32882549014
29.9,-5.180271875,-4.85959524745,-4.68874060549,-3.92379988608,-4.33845495355
29.91,-5.19118240741,-4.86973957366,-4.69708481951,-3.93343757219,-4.34817768064
29.92,-5.19118240741,-4.87806041146,-4.70577846565,-3.94250582656,-4.35754131883
29.93,-5.19118240741,-4.88610659707,-4.71375897359,-3.95218088027,-4.36686897288
29.94,-5.19118240741,-4.89435999463,-4.72137959296,-3.9611622639,-4.37581700677
29.95,-5.19118240741,-4.9060389672,-4.72916097495,-3.97046455271,-4.38449881967
29.96,-5.19778321759,-4.91620354533,-4.73664782969,-3.97993084623,-4.39332656102
29.97,-5.19778321759,-4.92513254852,-4.74442452315,-3.98701852148,-4.40173220873
29.98,-5.19778321759,-4.92969461576,-4.75329905626,-3.99571168681,-4.40950201981
29.99,-5.19778321759,-4.93540375777,-4.76108301801,-4.0030147993,-4.41747790776
30,-5.19778321759,-4.94269166631,-4.76833950943,-4.01081177068,-4.42555094323
30.01,-5.2,-4.95222137478,-4.77648251217,-4.0189270735,-4.43331356744
30.02,-5.2,-4.95986786878,-4.78500330534,-4.02712731529,-4.44085020131
30.03,-5.2,-4.96445177719,-4.79384464494,-4.03391943341,-4.44810365244
30.04,-5.2,-4.96755857464,-4.8020722975,-4.04149230573,-4.45511416472
30.05,-5.2,-4.97079481792,-4.81050944663,-4.04888258346,-4.46177077677
30.06,-5.2,-4.9770310974,-4.81812563222,-4.05447094441,-4.4678147425
30.07,-5.2,-4.98294188612,-4.82564583397,-4.06097054955,-4.47384253351
30.08,-5.2,-4.98628394168,-4.83328400269,-4.06700960801,-4.47978307021
30.09,-5.2,-4.99174016245,-4.84015851597,-4.07381869711,-4.48534071739
30.1,-5.2,-4.99610608092,-4.8468713241,-4.07961652942,-4.49085412794
30.11,-5.2,-5.00045248178,-4.85333456827,-4.08604893802,-4.49594021432
30.12,-5.2,-5.00643226699,-4.86077021358,-4.09184602743,-4.50086241973
30.13,-5.2,-5.01172327865,-4.86849692263,-4.09756393144,-4.50540017436
30.14,-5.2,-5.01546965662,-4.87529878642,-4.10311507142,-4.50919461557
30.15,-5.2,-5.01715414308,-4.88168099778,-4.1093293861,-4.51302791322
30.16,-5.2,-5.02247752327,-4.88790445415,-4.11479309263,-4.51682850979
30.17,-5.2,-5.02480920848,-4.8935601689,-4.11974909846,-4.52028372679
30.18,-5.2,-5.02769864102,-4.89862356104,-4.1263366751,-4.52411126945
30.19,-5.2,-5.02980264843,-4.90382322364,-4.13110073344,-4.52795457553
30.2,-5.2,-5.0318217367,-4.90927526691,-4.13647662724,-4.53174134304
30.21,-5.2,-5.03278815239,-4.91446046961,-4.14144739869,-4.53487909159
30.22,-5.2,-5.03677480794,-4.91958280219,-4.146768211,-4.53809345817
30.23,-5.2,-5.04134186562,-4.92525984975,-4.15245779423,-4.54040509822
30.24,-5.2,-5.04574351814,-4.93004096214,-4.1567874739,-4.5426818106
30.25,-5.2,-5.05101455938,-4.93499859976,-4.16158650353,-4.5451315911
30.26,-5.2,-5.05419658682,-4.93982401993,-4.16630362626,-4.54688240547
30.27,-5.2,-5.0580357166,-4.94488442413,-4.17029407943,-4.54828164239
30.28,-5.2,-5.06025107466,-4.95037979563,-4.17530799907,-4.55018685305
30.29,-5.2,-5.06247573379,-4.9559619197,-4.17974489276,-4.55193008592
30.3,-5.2,-5.06564643807,-4.96145731198,-4.18423793256,-4.55337979155
30.31,-5.2,-5.06666364285,-4.96660999425,-4.18819567946,-4.5548284034
30.32,-5.2,-5.07049715984,-4.9719594387,-4.19152528414,-4.55639642529
30.33,-5.2,-5.07205064441,-4.9776286724,-4.1955439979,-4.55779801051
30.34,-5.2,-5.07438873179,-4.98311030431,-4.19927098781,-4.55896189258
30.35,-5.2,-5.07661443686,-4.98817543308,-4.20361470571,-4.56027856167
30.36,-5.2,-5.08135993358,-4.99288333644,-4.20727376815,-4.56106059899
30.37,-5.2,-5.0863603434,-4.99799319564,-4.21066502569,-4.57046014845
30.38,-5.2,-5.08829719765,-5.00324107621,-4.21493481202,-4.58351235949
30.39,-5.2,-5.09172888339,-5.00812681386,-4.21750737236,-4.59548365725
30.4,-5.2,-5.0947436265,-5.01226041767,-4.22150383161,-4.60688099878
30.41,-5.2,-5.09806849379,-5.01609105387,-4.22373863912,-4.6175474102
30.42,-5.2,-5.10240576259,-5.02050848838,-4.22677551016,-4.62844990313
30.43,-5.2,-5.1044649811,-5.02503044099,-4.23047285528,-4.63897295932
30.44,-5.2,-5.10556580007,-5.02892853486,-4.23295426174,-4.64904512449
30.45,-5.2,-5.10860843474,-5.032875329,-4.23584516481,-4.65900839449
30.46,-5.2,-5.11329354405,-5.03655617914,-4.23877235166,-4.66873836095
30.47,-5.2,-5.11691070561,-5.03985453121,-4.24122113029,-4.67934222214
30.48,-5.2,-5.1195208501,-5.04315843934,-4.2445122536,-4.68982983719
30.49,-5.2,-5.12413252409,-5.04633873562,-4.24790386629,-4.69922492423
30.5,-5.2,-5.12762160916,-5.0490431636,-4.24991831559,-4.70760091559
30.51,-5.2,-5.13390262596,-5.0526175424,-4.25228508178,-4.71483426151
30.52,-5.2,-5.1381313838,-5.05620436797,-4.2549856135,-4.721981392
30.53,-5.2,-5.14335595788,-5.05972056048,-4.2584393308,-4.72806972449
30.54,-5.2,-5.14654259106,-5.06301790015,-4.26042726616,-4.73464723806
30.55,-5.2,-5.14954083194,-5.06583202935,-4.26337447435,-4.7408477813
30.56,-5.2,-5.15531409187,-5.06893905505,-4.26514515693,-4.74597902565
30.57,-5.2,-5.16059640305,-5.07256961839,-4.26746412502,-4.75126426537
30.58,-5.2,-5.16514937076,-5.07571485624,-4.27031413289,-4.756093246
30.59,-5.2,-5.16785599079,-5.0783646045,-4.27315591623,-4.76178504264
30.6,-5.2,-5.17341902941,-5.08137187536,-4.27542393713,-4.76694821282
30.61,-5.2,-5.17668755621,-5.08429086801,-4.27768894494,-4.7714516844
30.62,-5.2,-5.18310465344,-5.08684528747,-4.28032809573,-4.77570912061
30.63,-5.2,-5.18969968928,-5.08958985287,-4.28303575333,-4.77965262905
30.64,-5.2,-5.19437566031,-5.09264962245,-4.28584781678,-4.7841316982
30.65,-5.2,-5.19766578245,-5.09586521072,-4.28821828249,-4.78833946998
30.66,-5.2,-5.20028158525,-5.09935936815,-4.29058832362,-4.79197716431
30.67,-5.2,-5.20663122077,-5.10323146902,-4.29278627816,-4.79529844349
30.68,-5.2,-5.2123254985,-5.10719078486,-4.29570554338,-4.79843775593
30.69,-5.2,-5.2168004211,-5.1103618079,-4.2982455597,-4.80169443639
30.7,-5.2,-5.21717803314,-5.11361251759,-4.30072095355,-4.8052992455
30.71,-5.2,-5.2202219311,-5.1165592574,-4.30288336699,-4.80853918874
30.72,-5.2,-5.22145923774,-5.11912211773,-4.30507583479,-4.8120401012
30.73,-5.2,-5.22415381974,-5.1217050334,-4.30727993668,-4.81491431628
30.74,-5.2,-5.22463632697,-5.1242172981,-4.30957167846,-4.81764235017
30.75,-5.2,-5.22574136886,-5.12707835572,-4.31137974413,-4.82036636781
30.76,-5.2,-5.2249526636,-5.12921831688,-4.31388410307,-4.82251133684
30.77,-5.2,-5.22685333947,-5.13128424832,-4.31512398151,-4.82494384942
30.78,-5.2,-5.2291033821,-5.13286907102,-4.31714563736,-4.82702908259
30.79,-5.2,-5.23031218144,-5.13391152006,-4.31885273599,-4.82904391293
30.8,-5.2,-5.23259295331,-5.13516195966,-4.3207611398,-4.83157842933
30.81,-5.2,-5.23198947398,-5.13652495683,-4.32194985205,-4.83359091093
30.82,-5.2,-5.2333070635,-5.13841560158,-4.32334414747,-4.83537033043
30.83,-5.2,-5.23358311104,-5.14002133499,-4.32492381329,-4.83771299071
30.84,-5.2,-5.23535542921,-5.14173539443,-4.3264471452,-4.83972884836
30.85,-5.2,-5.23778840667,-5.14279267808,-4.32823777582,-4.84130436612
30.86,-5.2,-5.23748555806,-5.14343874951,-4.33003404598,-4.8427232507
30.87,-5.2,-5.23603572563,-5.14427044166,-4.33109121932,-4.84365479605
30.88,-5.2,-5.23794378898,-5.14502913241,-4.33273534945,-4.84504788121
30.89,-5.2,-5.23920177645,-5.14553974319,-4.33433005561,-4.84562328175
30.9,-5.2,-5.24234332783,-5.14569850109,-4.33644231762,-4.84678912281
30.91,-5.2,-5.24330276853,-5.14570272737,-4.33751366785,-4.84849187995
30.92,-5.2,-5.2439774409,-5.14542679334,-4.33910780284,-4.84992055496
30.93,-5.2,-5.24581549762,-5.14432405371,-4.34014908399,-4.85088803933
30.94,-5.2,-5.24952993229,-5.14329442483,-4.34149566274,-4.85160346377
30.95,-5.2,-5.25098814319,-5.14251891683,-4.34265717495,-4.85284276076
30.96,-5.2,-5.25319826814,-5.14199344966,-4.34409264471,-4.85424867423
30.97,-5.2,-5.2530657028,-5.141001766,-4.34542964642,-4.85540394083
30.98,-5.2,-5.25542531017,-5.14037837634,-4.34610241273,-4.85617428198
30.99,-5.2,-5.25573140633,-5.13969679671,-4.34696655819,-4.85674076984
31,-5.2,-5.25681275591,-5.13937130443,-4.34785630896,-4.8578254177
31.01,-5.2,-5.25977832738,-5.13912863479,-4.34868388692,-4.85895350577
31.02,-5.2,-5.26166402703,-5.13829408607,-4.34974885035,-4.85977747452
31.03,-5.2,-5.26476303089,-5.13726147515,-4.35052025651,-4.86039002274
31.04,-5.2,-5.26605697075,-5.13648735018,-4.35152471483,-4.86096711483
31.05,-5.2,-5.26789849476,-5.13627874586,-4.35202248557,-4.86213739652
31.06,-5.2,-5.27109137933,-5.13598295561,-4.35287774606,-4.86298243225
31.07,-5.2,-5.27284896761,-5.13530402618,-4.35372370887,-4.86352113584
31.08,-5.2,-5.2744244374,-5.13440767945,-4.3540878311,-4.86416896409
31.09,-5.2,-5.27667531646,-5.13398705992,-4.35458383545,-4.86499284143
31.1,-5.2,-5.27662282745,-5.13348800777,-4.35525668005,-4.86528689974
31.11,-5.2,-5.27729554973,-5.13297712741,-4.35597477022,-4.86492401008
31.12,-5.2,-5.27767800439,-5.13304455144,-4.35636612773,-4.8653378966
31.13,-5.2,-5.278336835,-5.1334172141,-4.3566647235,-4.86560083737
31.14,-5.2,-5.27959251759,-5.13402787335,-4.35724755991,-4.86560097729
31.15,-5.2,-5.27970788235,-5.13447793372,-4.35756534448,-4.8659393629
31.16,-5.2,-5.27966647986,-5.13503961419,-4.35816867835,-4.86714409712
31.17,-5.2,-5.2782666407,-5.13489517208,-4.35827822865,-4.86828378074
31.18,-5.2,-5.27893040248,-5.13490599781,-4.35838712191,-4.86946157052
31.19,-5.2,-5.27840093448,-5.13454465591,-4.35882271467,-4.87064408217
31.2,-5.2,-5.27898721508,-5.13409755738,-4.35898877125,-4.87224275291
31.21,-5.2,-5.27877205854,-5.13349290107,-4.35926613872,-4.87334540912
31.22,-5.2,-5.2750694847,-5.13393987952,-4.35936355353,-4.87417643144
31.23,-5.2,-5.27518426272,-5.13414667127,-4.35981818728,-4.8748273421
31.24,-5.2,-5.27194119206,-5.13419118518,-4.36008285643,-4.87548001939
31.25,-5.2,-5.27152829879,-5.13403936866,-4.36053930453,-4.87654677895
31.26,-5.2,-5.26879818424,-5.13397616059,-4.36120337308,-4.87737589786
