time_s,reference_grade_deg,modern_tcn_delta_deg,modern_tcn_22d_deg,gru_22d_deg,tcn_22d_deg
15.4,5.5,6.12489014814,5.26922298053,5.98164125174,5.07690527977
15.41,5.5,6.12590317901,5.27060982176,5.99395905813,5.07697123025
15.42,5.5,6.12771714504,5.27180840958,5.98061928638,5.07708236426
15.43,5.5,6.12937683568,5.27358970147,5.99416647334,5.07721638111
15.44,5.5,6.13084928971,5.27540634579,5.98481574875,5.07737868081
15.45,5.5,6.13223600443,5.27747284884,5.99011160333,5.07756029197
15.46,5.5,6.1331620334,5.27898760936,6.00192007642,5.0777446397
15.47,5.5,6.13482485166,5.28039798381,5.99518026807,5.07794371923
15.48,5.5,6.13634581653,5.28231605255,5.98410687222,5.07814145535
15.49,5.5,6.13769919496,5.28428407869,5.99585361562,5.07834246769
15.5,5.5,6.1389815264,5.28648350251,5.99567361526,5.07854292296
15.51,5.5,6.1398207092,5.28811037139,6.00571060829,5.0787388539
15.52,5.5,6.14133001038,5.28972444733,5.99910442946,5.0789444171
15.53,5.5,6.14273854424,5.29177879451,5.99611252118,5.07914641739
15.54,5.5,6.14402284648,5.29384563994,6.00272899935,5.07934747869
15.55,5.5,6.14521796337,5.29610618636,5.99520604217,5.07954904707
15.56,5.5,6.14603742521,5.29778236019,6.01042777067,5.07975183789
15.57,5.5,6.14751538583,5.29954668607,6.00468603373,5.07996020369
15.58,5.5,6.14884650862,5.30165760265,6.00357485169,5.08016304383
15.59,5.5,6.15006760188,5.30381023146,6.01831104229,5.08036161079
15.6,5.5,6.15120241634,5.30609281808,6.01710463395,5.08055571809
15.61,5.5,6.15203452191,5.30779373625,6.01718737209,5.08074713855
15.62,5.5,6.15349851305,5.30968246436,6.02393253775,5.08094185643
15.63,5.5,6.15476128269,5.3118173351,6.01673278289,5.08113043423
15.64,5.5,6.1559556528,5.31402346807,6.01841167958,5.08131306892
15.65,5.5,6.15711338141,5.3163071711,6.03666171217,5.08148933155
15.66,5.5,6.1579856463,5.31805804131,6.03826037177,5.08166276866
15.67,5.5,6.15946002381,5.32005158311,6.05010319652,5.08183841267
15.68,5.5,6.16066590617,5.32216604468,6.04867519568,5.08200788141
15.69,5.5,6.16184966161,5.32439409651,6.04028270043,5.08217028017
15.7,5.5,6.16301605246,5.32666711876,6.05852422813,5.08232613086
15.71,5.5,6.1639331921,5.32844272631,6.0538434934,5.08247947129
15.72,5.5,6.16541282484,5.33049804891,6.05780107538,5.08263470052
15.73,5.5,6.16655394871,5.33257425209,6.05757952077,5.0827842033
15.74,5.5,6.16772127614,5.33480745885,6.07806875392,5.08292663
15.75,5.5,6.16890364771,5.33703493185,6.08382649969,5.08306271635
15.76,5.5,6.16992476961,5.33877594738,6.08159674592,5.08319664724
15.77,5.5,6.17144260848,5.34086542098,6.10160182696,5.08333213258
15.78,5.5,6.17258517802,5.34285526913,6.09567852999,5.08346208492
15.79,5.5,6.17373341392,5.34505559587,6.11568763549,5.08358532931
15.8,5.5,6.17493767128,5.34724305603,6.11379554852,5.08370276523
15.81,5.5,6.17602015542,5.34892462478,6.11349583722,5.08381878447
15.82,5.5,6.17748381143,5.35097137258,6.13099090544,5.0839365438
15.83,5.5,6.17858829486,5.35283229252,6.15025768953,5.08404899757
15.84,5.5,6.17978805257,5.35498058605,6.1538009983,5.08415554356
15.85,5.5,6.18104351926,5.3571348358,6.15319637196,5.08425692452
15.86,5.5,6.18220684749,5.35876286603,6.15403519303,5.08435746535
15.87,5.5,6.18362751763,5.36079305493,6.16309580168,5.08446010002
15.88,5.5,6.18466243386,5.36251126116,6.16132466813,5.08455781413
15.89,5.5,6.18593362046,5.36458416945,6.15469726884,5.08465032825
15.9,5.5,6.18728598707,5.36668380812,6.16260899324,5.08473847429
15.91,5.5,6.18855362387,5.36826787091,6.16629471043,5.08482636726
15.92,5.5,6.18999658046,5.37026251989,6.18239589874,5.08491655759
15.93,5.5,6.19103832973,5.37183695321,6.19797629318,5.08500231165
15.94,5.5,6.19237068785,5.37382839748,6.19909334272,5.08508339977
15.95,5.5,6.19376917068,5.37587572204,6.2073128089,5.08516110075
15.96,5.5,6.19510525913,5.37737734834,6.21191407738,5.08523906807
15.97,5.5,6.19654373373,5.3793790158,6.22320109624,5.08531963294
15.98,5.5,6.19760852145,5.38079744584,6.22533824141,5.08539590956
15.99,5.5,6.19898432638,5.3827504796,6.22686578283,5.08546811258
16,5.5,6.200406581,5.38477677179,6.24686983097,5.08552945298
16.01,5.5,6.20178553154,5.38621476336,6.25508667191,5.08558386467
16.02,5.5,6.20323222973,5.38805231336,6.25079838928,5.08563380841
16.03,5.5,6.20433345322,5.38939552102,6.25633174468,5.08567332023
16.04,5.5,6.20574757565,5.39125346442,6.26207912745,5.08570219835
16.05,5.5,6.20717562505,5.39318323071,6.2679274561,5.08572276156
16.06,5.5,6.20857038741,5.39452345863,6.26917341249,5.08573638333
16.07,5.5,6.21001441679,5.39628431412,6.25995141818,5.0857472861
16.08,5.5,6.2111267455,5.3975387596,6.26611346188,5.08575001025
16.09,5.5,6.21255478213,5.39928687091,6.27305511185,5.085743893
16.1,5.5,6.2139870844,5.4011414282,6.28176783251,5.08573124785
16.11,5.5,6.21538936375,5.4024087355,6.27385032566,5.08571573781
16.12,5.5,6.21681688593,5.40410921285,6.27740383035,5.08569874254
16.13,5.5,6.21793123801,5.40527512547,6.27891419516,5.08567485871
16.14,5.5,6.21934874287,5.40690920627,6.28398999631,5.08564328955
16.15,5.5,6.2207849266,5.40866137083,6.2886037919,5.08560680991
16.16,5.5,6.22219607107,5.40980829913,6.3056509862,5.08557124955
16.17,5.5,6.22360624246,5.41142044144,6.31304678286,5.08553497687
16.18,5.5,6.22473171635,5.41251006726,6.32037177077,5.08549299378
16.19,5.5,6.22611890672,5.41401882028,6.32950486219,5.08544349607
16.2,5.5,6.22755369428,5.41566352553,6.34419112036,5.08538951473
16.21,5.5,6.22896574599,5.41671852394,6.34908427022,5.08533944083
16.22,5.5,6.23039198426,5.41826446455,6.33886748335,5.08528844112
16.23,5.5,6.23156890655,5.41926475525,6.33622618321,5.08523198444
16.24,5.5,6.23294247234,5.42069608843,6.34933581569,5.08516870429
16.25,5.5,6.23435698299,5.42226123055,6.35244328033,5.08510265569
16.26,5.5,6.23577304214,5.42327131777,6.34965198645,5.08504577772
16.27,5.5,6.23722655473,5.42477452577,6.36310548966,5.08498997335
16.28,5.5,6.23844569388,5.42568401232,6.36273521328,5.08493021291
16.29,5.5,6.23979185411,5.42707372575,6.3609043273,5.08486524956
16.3,5.5,6.24120709516,5.4285610109,6.35481831154,5.08479746286
16.31,5.5,6.24264252023,5.42952871934,6.3532611579,5.08474311759
16.32,5.5,6.24411562781,5.43096629388,6.36717074611,5.08469054138
16.33,5.5,6.24533920192,5.43178959787,6.36699745049,5.08463335378
16.34,5.5,6.24666285659,5.43311324594,6.36531102657,5.08457050898
16.35,5.5,6.24808989063,5.43454187099,6.35935390729,5.08450492187
16.36,5.5,6.24953028367,5.4354713605,6.36292585699,5.08445186498
16.37,5.5,6.25103399118,5.43690987306,6.35106010002,5.08440169725
16.38,5.5,6.25224740881,5.43762080832,6.36476918666,5.0843482617
16.39,5.5,6.25353761813,5.43885419254,6.35314029649,5.08429021511
16.4,5.5,6.25495464908,5.44021755341,6.36681963589,5.0842292864
16.41,5.5,6.25638885942,5.4411073766,6.37563637641,5.08417803543
16.42,5.5,6.25792837727,5.44250474828,6.37236396014,5.08413254897
16.43,5.5,6.25913654304,5.44320259842,6.363629841,5.08409404088
16.44,5.5,6.2603879734,5.44438014895,6.35126104829,5.08405529818
16.45,5.5,6.26181363517,5.44570809501,6.35366810006,5.08401868342
16.46,5.5,6.26323665752,5.44657982617,6.34836940129,5.08398352998
16.47,5.5,6.26483012493,5.44794903105,6.35037229269,5.08393021647
16.48,5.5,6.26606198114,5.44856502279,6.34933399285,5.08388239617
16.49,5.5,6.26729560447,5.44968220739,6.35180204159,5.08383844509
16.5,5.5,6.26872459306,5.45098457754,6.35390895726,5.08378787613
16.51,5.5,6.27015323098,5.45186353304,6.36493872702,5.0837464975
16.52,5.5,6.27178317161,5.45318908115,6.3659569685,5.0837156558
16.53,5.5,6.27303455722,5.45380917604,6.367337096,5.0836887961
16.54,5.5,6.27425229558,5.45488192799,6.36916003839,5.08366436219
16.55,5.5,6.27565953586,5.45618807733,6.37056705113,5.0836421224
16.56,5.5,6.2770720018,5.45710164628,6.38334622251,5.08363770775
16.57,5.5,6.27870555711,5.45842366229,6.381169928,5.08364114625
16.58,5.5,6.27995446438,5.45900899728,6.38103746248,5.08364658432
16.59,5.5,6.28113683768,5.46005360504,6.38029823885,5.08365512428
16.6,5.5,6.28250782942,5.46127027523,6.37994672617,5.08366347735
16.61,5.5,6.28388633155,5.46214732114,6.3970174101,5.08368947772
16.62,5.5,6.28551754795,5.46343578245,6.39923566675,5.08372132358
16.63,5.5,6.28678855186,5.46399241827,6.40122870437,5.08375283326
16.64,5.5,6.28794562685,5.46497976992,6.40489482423,5.08378664246
16.65,5.5,6.28929365112,5.46609233833,6.41400780552,5.08381796506
16.66,5.5,6.29064692469,5.46687424519,6.41209666047,5.08386688674
16.67,5.5,6.29227479529,5.46807310138,6.40301397516,5.08392016798
16.68,5.5,6.29354627937,5.46849088729,6.40290387899,5.08397097292
16.69,5.5,6.29467852255,5.4693177591,6.39940557956,5.08402241785
16.7,5.5,6.29599345502,5.4702664454,6.39888406629,5.08406963361
16.71,5.5,6.29736517331,5.47091655415,6.4052363291,5.08413513601
16.72,5.5,6.2990052064,5.47198428343,6.39892663681,5.08420412175
16.73,5.5,6.30023593978,5.47229150421,6.39035118174,5.08426911604
16.74,5.5,6.30133862028,5.47296870259,6.37872635022,5.08433357001
16.75,5.5,6.3026540271,5.47377999349,6.3809060153,5.08439282167
16.76,5.5,6.30410070306,5.47432688333,6.39046631461,5.08447182219
16.77,5.5,6.30570728397,5.4752971745,6.38137300991,5.08454873999
16.78,5.5,6.30689362259,5.4755203043,6.38279079114,5.08461508745
16.79,5.5,6.3079707877,5.4760856088,6.37043351593,5.08467563401
16.8,5.5,6.30932262964,5.4768670523,6.38269601583,5.0847269536
16.81,5.5,6.31074386485,5.47735669025,6.38245096094,5.08479472919
16.82,5.5,6.31227904714,5.47826547601,6.37383879228,5.08486107026
16.83,5.5,6.31341912188,5.47845719012,6.361125158,5.08491723523
16.84,5.5,6.31444009971,5.47893848362,6.36481724359,5.08496791553
16.85,5.5,6.31571210514,5.47966864594,6.3722389096,5.08501001219
16.86,5.5,6.31707016647,5.4801106812,6.3787947275,5.08507114232
16.87,5.5,6.31850583424,5.48096858016,6.38456039727,5.08513197363
16.88,5.5,6.3195960802,5.48116230294,6.37444549517,5.08518278644
16.89,5.5,6.32055016376,5.48150722898,6.36840036063,5.08522759533
16.9,5.5,6.3217170438,5.48215209116,6.37770751639,5.0852643743
16.91,5.5,6.32301650023,5.48254216227,6.3774217676,5.08532190647
16.92,5.5,6.3243844096,5.48332913131,6.36622002591,5.08538053864
16.93,5.5,6.32543290595,5.48349953107,6.37120152478,5.08542915635
16.94,5.5,6.32635298998,5.48367562953,6.38068109365,5.085471267
16.95,5.5,6.32743927984,5.48423249012,6.3701763486,5.08550572982
16.96,5.5,6.32866534514,5.48455965161,6.37885757288,5.08556050363
16.97,5.5,6.32995838886,5.48526489175,6.36718168177,5.08561969812
16.98,5.5,6.33095005038,5.4853445354,6.36981643121,5.08566889637
16.99,5.5,6.33181704705,5.48544609392,6.37209208854,5.08571101767
17,5.5,6.33281223405,5.48589657176,6.37392157387,5.08574586399
17.01,5.5,6.33395881072,5.4861693509,6.38346582071,5.08580062382
17.02,5.5,6.33517181783,5.4867920258,6.37752072483,5.08585969847
17.03,5.5,6.33611041218,5.48677123572,6.38592200462,5.08590275461
17.04,5.5,6.33692123385,5.48674856874,6.39704334469,5.08593250092
17.05,5.5,6.33782432665,5.48707884212,6.3999392374,5.08594968924
17.06,5.5,6.33889214912,5.4873063779,6.39320571736,5.0859811979
17.07,5.5,6.34002807494,5.48785491864,6.38336909159,5.08601836787
17.08,5.5,6.34094598617,5.48774667363,6.39094765267,5.08604078163
17.09,5.5,6.34172015711,5.48764881944,6.39004770537,5.08605069548
17.1,5.5,6.34254232489,5.48787779844,6.39708556283,5.08604963771
17.11,5.5,6.3435321771,5.48805544921,6.39505747885,5.08606374716
17.12,5.5,6.34461061838,5.48855625119,6.39530333748,5.08608684654
17.13,5.5,6.34552301042,5.48839171357,6.40438668892,5.08609590904
17.14,5.5,6.34626545584,5.48820045334,6.39622962568,5.08609306596
17.15,5.5,6.34702827878,5.48832265245,6.40922297045,5.08608018196
17.16,5.5,6.34795634901,5.48839444784,6.40437267423,5.08608315098
17.17,5.5,6.34900474565,5.48884630768,6.40023469254,5.08609762046
17.18,5.5,6.34991521773,5.48859423803,6.40673028533,5.08609851239
17.19,5.5,6.35063860573,5.48830547655,6.40117704573,5.08608752915
17.2,5.5,6.3513375983,5.48827246758,6.39781111265,5.0860670938
17.21,5.5,6.3521963647,5.48820068523,6.4025911363,5.08606338362
17.22,5.5,6.35322572478,5.48858696833,6.40622028902,5.08607220501
17.23,5.5,6.35412091408,5.48826536451,6.41097873241,5.08606769514
17.24,5.5,6.3548270198,5.48787509208,6.41055530737,5.08605135422
17.25,5.5,6.35544047619,5.48769479605,6.42517945317,5.08602576264
17.26,5.5,6.35624031623,5.48746630796,6.42213673665,5.08601788552
17.27,5.5,6.35724271189,5.48774401458,6.41552283675,5.08602336068
17.28,5.5,6.35811319741,5.48732785744,6.42737516259,5.08601539355
17.29,5.5,6.35879251821,5.48682738142,6.42837902526,5.08599925323
17.3,5.5,6.35933609813,5.4865111468,6.41660649642,5.0859738764
17.31,5.5,6.36007014727,5.48610958704,6.42173016498,5.08596652076
17.32,5.5,6.36103027373,5.48625826609,6.43646485939,5.08597259154
17.33,5.5,6.36186156113,5.48570902254,6.44573058319,5.0859653162
17.34,5.5,6.36249379085,5.48504949933,6.43689869784,5.08594889063
17.35,5.5,6.3629576065,5.48456132244,6.43406644148,5.08592388669
17.36,5.5,6.36362101919,5.48397196751,6.42856864182,5.08591741425
17.37,5.5,6.36455496697,5.48398879997,6.43627212568,5.08592375274
17.38,5.5,6.36535151487,5.48327096805,6.44885690751,5.08591728868
17.39,5.5,6.36594212505,5.48245187514,6.45914185336,5.0859017037
17.4,5.5,6.3663523063,5.48178329094,6.45028098096,5.0858776746
17.41,5.5,6.3669586783,5.4809918623,6.43807318138,5.08587280976
17.42,5.5,6.36786729374,5.48083933112,6.44424252001,5.08588036188
17.43,5.5,6.3686439396,5.4799379208,6.45597203468,5.08587554253
17.44,5.5,6.36920402543,5.47893403824,6.46955432162,5.08586117931
17.45,5.5,6.36956745381,5.47808252172,6.4664722792,5.0858385624
17.46,5.5,6.370117785,5.47706341374,6.47017074197,5.08583566182
17.47,5.5,6.37100518914,5.47671050124,6.46498313392,5.08584473528
17.48,5.5,6.37175720433,5.4755954954,6.45412444611,5.08584286296
17.49,5.5,6.37227575887,5.47441797058,6.45238878126,5.08583070229
17.5,5.5,6.37258393071,5.47336318811,6.46588993086,5.08581063053
17.51,5.5,6.37307474257,5.47211265561,6.46935942688,5.08581075636
17.52,5.5,6.37394320126,5.4715421872,6.46117482091,5.0858223469
17.53,5.5,6.37466141783,5.47021372402,6.47311736242,5.08582334128
17.54,5.5,6.37514384894,5.46883758696,6.46960065396,5.08581544229
17.55,5.5,6.37538634053,5.46756615638,6.46030160433,5.08580019294
17.56,5.5,6.37581907153,5.46607660563,6.45691985727,5.08580593367
17.57,5.5,6.37668381626,5.46527394791,6.45757421525,5.08582300163
17.58,5.5,6.37739521636,5.46372447592,6.46239413857,5.08583030503
17.59,5.5,6.37785630263,5.46216403847,6.45066723843,5.08582938796
17.6,5.5,6.37802824726,5.46064765835,6.45436687407,5.08848256363
17.61,5.5,6.37841341789,5.45889090215,6.45136519904,5.09026181731
17.62,5.5,6.37928622715,5.45781832537,6.45874732046,5.09161826692
17.63,5.5,6.38001228937,5.45604104871,6.47025741281,5.09284049961
17.64,5.5,6.38043918887,5.45419858705,6.46231553018,5.09601469549
17.65,5.5,6.3805527255,5.45245710535,6.47067072404,5.10095300958
17.66,5.5,6.38089503264,5.45044371731,6.46529792105,5.10575530139
17.67,5.5,6.38178085114,5.44907417711,6.47716518288,5.11015782526
17.68,5.5,6.38251948917,5.44705040124,6.48262405839,5.11097343009
17.69,5.5,6.38290674027,5.44491396551,6.48188764173,5.10835143305
17.7,5.5,6.38297656449,5.44295940683,6.49338156154,5.1030791128
17.71,5.5,6.38329495299,5.4407036538,6.49415739425,5.1065067094
17.72,5.5,6.38419256028,5.43907515167,6.48887937363,5.10951322786
17.73,5.5,6.38492631627,5.43682994726,6.47831753417,5.10857115277
17.74,5.5,6.38528426238,5.43438390616,6.46929597027,5.10545010993
17.75,5.5,6.3853435185,5.43214030514,6.47629003632,5.10482724003
17.76,5.5,6.38567391921,5.42961439048,6.46671315929,5.10976235916
17.77,5.5,6.38656012688,5.42777207392,6.47341401656,5.11154756792
17.78,5.5,6.38727940834,5.42526036718,6.48564831331,5.10861322469
17.79,5.5,6.38762291996,5.42250435417,6.49531074115,5.10211954768
17.8,5.5,6.38769866765,5.4199743581,6.48781158136,5.09692682712
17.81,5.5,6.38804366467,5.41716280428,6.49899205757,5.10324132545
17.82,5.5,6.38889910583,5.41508732978,6.49591171973,5.10234610626
17.83,5.5,6.389607892,5.41225455646,6.48799301511,5.09603884496
17.84,5.5,6.38992041207,5.40920037881,6.49588846339,5.08791707506
17.85,5.5,6.38999530639,5.40639270128,6.48421586223,5.07691893058
17.86,5.5,6.39033509855,5.40331245101,6.47849445158,5.08374810296
17.87,5.5,6.39117871386,5.40098140933,6.48873721115,5.08233001887
17.88,5.5,6.39183533618,5.39784960456,6.48828477261,5.07523940719
17.89,5.5,6.39209323015,5.39452337875,6.51467622764,5.06707600359
17.9,5.5,6.39219809034,5.39144565369,6.51779869366,5.05746028059
17.91,5.5,6.39257663125,5.38817797361,6.52852328014,5.06711033953
17.92,5.5,6.39343794333,5.38561885233,6.53201654294,5.06320541684
17.93,5.5,6.39406506448,5.38229682712,6.5506665528,5.05601088943
17.94,5.5,6.3942929355,5.37876540677,6.56003488472,5.04943845557
17.95,5.5,6.39443259521,5.37550199558,6.57522852212,5.03189444866
17.96,5.5,6.39487965257,5.37205609269,6.59203126344,5.04220386141
17.97,5.5,6.39575107329,5.3693008537,6.59215137137,5.02743054569
17.98,5.5,6.39637278809,5.36578213811,6.60757784364,5.01452331508
17.99,5.5,6.39660313866,5.36203126131,6.60554325352,4.99471462441
18,5.5,6.39682035757,5.3585843222,6.61314315512,4.96939561661
18.01,5.5,6.39735128535,5.35496570018,6.62961867189,4.97239280741
18.02,5.5,6.39830833266,5.35201688799,6.63056563143,4.96091218382
18.03,5.5,6.399044653,5.34834217147,6.62478068471,4.94686826052
18.04,5.5,6.39938581577,5.34440821312,6.63026967162,4.92768503262
18.05,5.5,6.39976903118,5.3407891108,6.63782059717,4.90358744367
18.06,5.5,6.40037014206,5.33703991673,6.64813792663,4.91173762162
18.07,5.5,6.40141141281,5.33388041368,6.64379778298,4.8934096607
18.08,5.5,6.40226960117,5.33005958399,6.64762774529,4.87548062565
18.09,5.5,6.40270891245,5.32595731815,6.65737249548,4.85250705579
18.1,5.5,6.403222597,5.32217828451,6.66033122649,4.83122509261
18.11,5.5,6.40386441194,5.31836078344,6.6744373345,4.83376178338
18.12,5.5,6.40500402541,5.31502795939,6.67131239228,4.82156846943
18.13,5.5,6.40594729034,5.31106724373,6.6689273865,4.7988244433
18.14,5.5,6.40645429571,5.3068118817,6.66246654469,4.777853887
18.15,5.5,6.40704643496,5.30294523952,6.6726820043,4.76293950451
18.16,5.5,6.40773389239,5.29907842891,6.67974604836,4.7630791406
18.17,5.5,6.40898150248,5.29557041204,6.68886553074,4.74943766667
18.18,5.5,6.41000629723,5.2915095034,6.68047404189,4.72825386872
18.19,5.5,6.41054996816,5.28713947149,6.67857559257,4.71150931809
18.2,5.5,6.41121296675,5.28319537597,6.69165505964,4.69038452982
18.21,5.5,6.41198789091,5.27922017563,6.69948109227,4.68765492677
18.22,5.5,6.41331601506,5.27556348893,6.69230325891,4.6757543062
18.23,5.5,6.41441167613,5.27139426179,6.69952003244,4.65617425035
18.24,5.5,6.41498688461,5.26689757922,6.69154975789,4.64020963477
18.25,5.5,6.41572568095,5.26289868338,6.69501163779,4.62052720238
18.26,5.5,6.41658611716,5.25883036443,6.70583444466,4.61266347613
18.27,5.5,6.41796412462,5.25510731712,6.69736402494,4.60277388117
18.28,5.5,6.41908455354,5.25096869401,6.6875725588,4.58597567752
18.29,5.5,6.41967012562,5.24646280907,6.69353313408,4.57454996421
18.3,5.5,6.42045980845,5.24237467037,6.70345930403,4.55737734586
18.31,5.5,6.42136440832,5.23823297299,6.71673452216,4.54617915715
18.32,5.5,6.42272488114,5.23442729195,6.71229711887,4.53557031822
18.33,5.5,6.42385860871,5.23025346874,6.70029378164,4.52539273218
18.34,5.5,6.42442080637,5.22585242267,6.71385870562,4.51487607567
18.35,5.5,6.42523365586,5.22180997023,6.70833278679,4.50447595132
18.36,5.5,6.42614669797,5.21777660101,6.71996896404,4.49667545354
18.37,5.5,6.42745678836,5.21402199348,6.7140913563,4.48927308077
18.38,5.5,6.42856815686,5.20997661161,6.7106327438,4.48172085374
18.39,5.5,6.42912383678,5.20554019418,6.71040550294,4.47395463377
18.4,5.5,6.42995902149,5.20148459409,6.69831519254,4.46666582511
18.41,5.5,6.43085870117,5.19747584704,6.69317593501,4.46073127047
18.42,5.5,6.43210327046,5.19380034238,6.69776374526,4.45593660875
18.43,5.5,6.43321105069,5.18977013637,6.70282488935,4.45180396026
18.44,5.5,6.43374209276,5.18533287207,6.70899834205,4.44816292263
18.45,5.5,6.43458474861,5.18124988907,6.72044425876,4.44494875263
18.46,5.5,6.4355039142,5.17727107411,6.7210531857,4.44035337234
18.47,5.5,6.43670005796,5.17358033254,6.70755882757,4.43915379315
18.48,5.5,6.4378007854,5.16960306335,6.71540297,4.44065843697
18.49,5.5,6.43828655485,5.16530127642,6.72280591884,4.44079200862
18.5,5.5,6.43914169246,5.16126427105,6.71274760344,4.43446094237
18.51,5.5,6.44005966236,5.15741454301,6.72093200345,4.42794505504
18.52,5.5,6.44117343035,5.15381175037,6.71327641317,4.42880531138
18.53,5.5,6.44221497118,5.14993585606,6.71093835291,4.42653632226
18.54,5.5,6.44260525001,5.14582836108,6.72011964688,4.42326506159
18.55,5.5,6.443411327,5.14192750655,6.71168189266,4.42974197665
18.56,5.5,6.44431770493,5.13825511788,6.71444206782,4.41812149334
18.57,5.5,6.44541354862,5.1347888291,6.70272544829,4.42191096964
18.58,5.5,6.44642645152,5.13107513771,6.69849601448,4.42559439113
18.59,5.5,6.44674358719,5.12714462191,6.70998833208,4.41922221158
18.6,5.5,6.44750022483,5.1233869594,6.71176899503,4.41493097438
18.61,5.5,6.44839968428,5.11985997385,6.70833253334,4.40950919146
18.62,5.5,6.44948415068,5.1165185341,6.70727009742,4.4039069088
18.63,5.5,6.45047852458,5.11286740118,6.70904138426,4.40028515631
18.64,5.5,6.45072847173,5.10909950687,6.70149254947,4.39905898873
18.65,5.5,6.45139895043,5.10547322121,6.69310534783,4.39627882901
18.66,5.5,6.45223976216,5.10215972963,6.6843717373,4.36752921321
18.67,5.5,6.45338332428,5.09899542797,6.68793345027,4.35785490601
18.68,5.5,6.45438970644,5.09553079777,6.69204588834,4.34812439553
18.69,5.5,6.45447831646,5.09191741871,6.69778611107,4.34689333836
18.7,5.5,6.45502196619,5.08846521681,6.70700720341,4.34807973599
18.71,5.5,6.45574987236,5.08535344925,6.71781095759,4.34049539205
18.72,5.5,6.4569292437,5.08242505635,6.70920797682,4.33132520728
18.73,5.5,6.45778393696,5.07918503443,6.71002686415,4.31971431141
18.74,5.5,6.45774390085,5.07579582087,6.7067068362,4.32136868352
18.75,5.5,6.45810933543,5.07259785773,6.71087590531,4.31798249781
18.76,5.5,6.45887646989,5.06978517181,6.72290627625,4.31587319142
18.77,5.5,6.45993284021,5.06715578327,6.71723237957,4.30804000341
18.78,5.5,6.46074785986,5.06421856047,6.7067436354,4.30867623839
18.79,5.5,6.46056517317,5.06112740456,6.71302893714,4.31079818875
18.8,5.5,6.4608227989,5.05826061431,6.71277781244,4.3083097946
18.81,5.5,6.46147773923,5.05581416402,6.72365264622,4.30848782002
18.82,5.5,6.46256330888,5.05355649286,6.71738336508,4.30723377269
18.83,5.5,6.4632726261,5.05101251406,6.71005716686,4.307268701
18.84,5.5,6.46301846521,5.04830015423,6.7027063672,4.31657300119
18.85,5.5,6.46316952157,5.04583601965,6.7112125601,4.31619914459
18.86,5.5,6.46382104275,5.04380582705,6.71829612311,4.3209820748
18.87,5.5,6.46476029645,5.04200945565,6.70565485915,4.3260360725
18.88,5.5,6.46542245598,5.03988731554,6.71878949335,4.33033210067
18.89,5.5,6.46502302874,5.03758263588,6.71410353908,4.34350546383
18.9,5.5,6.46501312435,5.03554379389,6.7093242311,4.35165516558
18.91,5.5,6.46556539137,5.03398124842,6.70796625362,4.35767411477
18.92,5.5,6.46648302245,5.03262642232,6.71240300111,4.36308598722
18.93,5.5,6.46704833986,5.03095390617,6.70214373578,4.36366834138
18.94,5.5,6.46648822828,5.02911477937,6.70842619485,4.38150945796
18.95,5.5,6.46635081844,5.02751869205,6.71936153566,4.38411643653
18.96,5.5,6.46675310217,5.02648153591,6.72605152738,4.39526792959
18.97,5.5,6.46747397614,5.02564379901,6.71715866712,4.39727583152
18.98,5.5,6.46806699506,5.02444684969,6.72189966197,4.41530968931
18.99,5.5,6.46735583107,5.02313901863,6.71754481984,4.42570312523
19,5.5,6.467086673,5.02201924703,6.71690014174,4.42911810745
19.01,5.5,6.46738493723,5.02152532058,6.72769427452,4.43413450925
19.02,5.5,6.4681347555,5.02120829112,6.72122070987,4.44704999473
19.03,5.5,6.46860474973,5.02053797363,6.71519926085,4.46115203727
19.04,5.5,6.46783619407,5.01977821986,6.70538138706,4.47602816925
19.05,5.5,6.46748931134,5.01915955569,6.71262342549,4.49089112235
19.06,5.5,6.46773092084,5.01920614983,6.70976225946,4.50318106633
19.07,5.5,6.46825729167,5.01938104206,6.72227831452,4.5151693427
19.08,5.5,6.46865512762,5.01922471567,6.72121951867,4.52967691748
19.09,5.5,6.46767305953,5.0189672061,6.73205649171,4.54458703073
19.1,5.5,6.46722733391,5.01879444358,6.72449005214,4.55945689507
19.11,5.5,6.46732920948,5.01938533618,6.7286898593,4.57823474096
19.12,5.5,6.46768817217,5.02002158633,6.71834311853,4.59181612347
19.13,5.5,6.46793359831,5.02035178008,6.70863120295,4.60314610623
19.14,5.5,6.46686271315,5.02059674116,6.71588503872,4.61495945956
19.15,5.5,6.46635954053,5.02090467725,6.72892782241,4.6288615096
19.16,5.5,6.46628557787,5.02204626337,6.72998649868,4.64466392303
19.17,5.5,6.46649178048,5.02320342104,6.71829395901,4.65596260561
19.18,5.5,6.46664979944,5.02401247743,6.7232854439,4.66668892287
19.19,5.5,6.46543023857,5.02478922472,6.71751658582,4.68009761441
19.2,5.5,6.46493820124,5.02566171085,6.72947470435,4.69343647225
19.21,5.5,6.46474349221,5.02727493051,6.73816952962,4.70365383158
19.22,5.5,6.46491020641,5.02897484904,6.73272781132,4.71661101496
19.23,5.5,6.46508904509,5.03021885067,6.72513275448,4.72871429831
19.24,5.5,6.46386755815,5.03150622779,6.72260099516,4.74254478067
19.25,5.5,6.46347000937,5.03283409396,6.73518056915,4.75546686186
19.26,5.5,6.46333389813,5.0355775226,6.74437743404,4.76775681682
