time_s,reference_grade_deg,modern_tcn_delta_deg,qualified_observer_deg,fused_grade_deg,scheduled_grade_deg,effective_gain,correction_deg,innovation_deg,nis,quality_score,p_help,v7_gate,fallback,active
131.84,0.933040802624,0,1.2476048817,0,3.56754860503e-37,0,0,1.2476048817,0.135516577442,0.288861927935,0.851964630596,1,1,0
131.85,0.933374158683,0,1.24704792777,0,3.48053522442e-37,0,0,1.24704792777,0.135417714184,0.288869616174,0.851964630596,1,1,0
131.86,0.933706845621,0,1.24887590602,0,3.40318999721e-37,0,0,1.24887590602,0.135850989862,0.289263937973,0.851964630596,1,1,0
131.87,0.93403953256,0,1.24995618245,0,3.32584477e-37,0,0,1.24995618245,0.136096893395,0.388900524664,0.851964630596,1,1,0
131.88,0.934372219498,0,1.25035167488,0,3.24849954279e-37,0,0,1.25035167488,0.13619374747,0.289058536084,0.851964630596,1,1,0
131.89,0.934704906437,0,1.25068846003,0,3.17115431558e-37,0,0,1.25068846003,0.136259516389,0.289128788087,0.851964630596,1,1,0
131.9,0.935037593375,0,1.25022303394,0,3.09380908837e-37,0,0,1.25022303394,0.136188254146,0.288787620549,0.851964630596,1,1,0
131.91,0.93536960745,0,1.25137826485,0,3.0250577753e-37,0,0,1.25137826485,0.13644927161,0.288440140048,0.851964630596,1,1,0
131.92,0.935701621525,0,1.25073501623,0,2.95630646222e-37,0,0,1.25073501623,0.136316636113,0.288253634038,0.851964630596,1,1,0
131.93,0.9360336356,0,1.25055182421,0,2.88755514915e-37,0,0,1.25055182421,0.136275475398,0.288226285383,0.851964630596,1,1,0
131.94,0.936365649675,0,1.25095723165,0,2.81880383607e-37,0,0,1.25095723165,0.1363706969,0.288365392988,0.851964630596,1,1,0
131.95,0.93669766375,0,1.25183155369,0,2.750052523e-37,0,0,1.25183155369,0.136566663552,0.288343238925,0.851964630596,1,1,0
131.96,0.937029001219,0,1.25355451916,0,2.68894024471e-37,0,0,1.25355451916,0.136960744682,0.288523857549,0.851964630596,1,1,0
131.97,0.937360338688,0,1.25402537542,0,2.62782796642e-37,0,0,1.25402537542,0.137066765836,0.288492183787,0.851964630596,1,1,0
131.98,0.937691676157,0,1.25484348279,0,2.56671568813e-37,0,0,1.25484348279,0.137245520503,0.288534703267,0.851964630596,1,1,0
131.99,0.938023013626,0,1.25587489236,0,2.50560340984e-37,0,0,1.25587489236,0.137472269683,0.288492733334,0.851964630596,1,1,0
132,0.938354351096,0,1.25787697392,0,2.44449113155e-37,0,0,1.25787697392,0.13790902895,0.288162835977,0.851964630596,1,1,0
