record_type,controller_id,controller_label,path_id,path_label,t_s,distance_m,theta_true_deg,theta_sched_deg,e_y_m,e_psi_rad,F_cmd_N,omega_cmd_rad_s,cumulative_j_du,included_in_metric,contrast_id,priority,target,comparator,metric,target_value,comparator_value,effect_comparator_minus_target,relative_effect_pct,target_to_comparator_ratio,positive_favors_target,contrast_label,estimate,bootstrap_mean,ci95_low,ci95_high,iterations,random_seed,n_paths
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0,0,0,0,0,0,72.75016823,8.098724354e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.01,0.008799920593,0,0,0,0,151.7763903,1.667873174e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.02,0.01759984119,0,0,0,0,225.1091981,0.0002193708801,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.03,0.02639976178,0,0,0,0,289.95975,0.0002029071398,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.04,0.03519968237,0,0,0,0,346.5429383,0.0002420211481,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.05,0.04399960296,0,0,0,0,395.3805085,0.0002572668546,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.06,0.05279893437,0,0,0,0,436.7365766,0.000262727729,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.07,0.06159826578,0,0,0,0,470.7445237,0.0002608982597,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.08,0.07039759719,0,0,0,0,497.6241473,0.0002536384696,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.09,0.07919692859,0,0,0,0,517.7717734,0.0002424300499,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.1,0.08799626,0,0,0,0,531.7120507,0.0002285159647,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.11,0.09679436667,0,0,0,0,540.151066,0.0002128756132,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.12,0.1055924733,0,0,0,0,543.8012899,0.0001964031478,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.13,0.11439058,0,0,0,0,543.3610893,0.0001797412995,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.14,0.1231886867,0,0,0,0,539.4943247,0.000163369527,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.15,0.1319867933,0,0,0,0,532.7482195,0.0001476466935,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.16,0.1407830619,0,0,0,0,523.7584858,0.0001327219271,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.17,0.1495793305,0,0,0,0,513.0184579,0.0001188483068,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.18,0.1583755991,0,0,0,0,500.934235,0.0001060818845,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.19,0.1671718677,0,0,0,0,487.8507199,9.44258971e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.2,0.1759681363,0,0,0,0,473.964833,8.387353056e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.21,0.1847619757,0,0,0,0,459.6492361,7.426159773e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.22,0.1935558151,0,0,0,0,445.1193528,6.568600232e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.23,0.2023496545,0,0,0,0,430.5213147,5.805071938e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.24,0.2111434939,0,0,0,0,415.970923,5.125586343e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.25,0.2199373333,0,0,0,0,401.4395334,4.523740104e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.26,0.2287281747,0,0,0,0,387.1719847,3.977303406e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.27,0.237519016,0,0,0,0,373.2466863,3.499302373e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.28,0.2463098573,0,0,0,0,359.686366,3.079895011e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.29,0.2551006987,0,0,0,0,346.5043052,2.709878042e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.3,0.26389154,0,0,0,0,333.5621643,2.384942839e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.31,0.2726788366,0,0,0,0,321.0745054,2.082738804e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.32,0.2814661332,0,0,0,0,309.0695498,1.822854999e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.33,0.2902534298,0,0,0,0,297.521529,1.597336699e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.34,0.2990407264,0,0,0,0,286.4045855,1.398837778e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.35,0.307828023,0,0,0,0,275.525371,1.225338031e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.36,0.3166112504,0,0,0,0,265.1099408,1.054455608e-05,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.37,0.3253944778,0,0,0,0,255.1726468,9.11459931e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.38,0.3341777052,0,0,0,0,245.6696227,7.895639969e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.39,0.3429609326,0,0,0,0,236.560767,6.824495914e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.4,0.35174416,0,0,0,0,227.6192992,5.893998521e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.41,0.360522816,0,0,0,0,219.0971929,4.873746919e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.42,0.369301472,0,0,0,0,211.0079853,4.061894048e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.43,0.378080128,0,0,0,0,203.300648,3.394443427e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.44,0.386858784,0,0,0,0,195.9296149,2.811293514e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.45,0.39563744,0,0,0,0,188.6428181,2.310789414e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.46,0.4044110446,0,0,0,0,181.7219513,1.652155818e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.47,0.4131846492,0,0,0,0,175.1838934,1.171157196e-06,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.48,0.4219582538,0,0,0,0,168.9740769,8.030338154e-07,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.49,0.4307318584,0,0,0,0,163.0443054,4.866794274e-07,,False,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.5,0.439505463,0,0,0,0,157.1204654,2.215418835e-07,0,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.51,0.4482735584,0,0,0,0,151.5140272,-2.448197716e-07,0.007225781266,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.52,0.4570416538,0,0,0,0,146.2462324,-5.44078878e-07,0.01360501408,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.53,0.4658097492,0,0,0,0,141.2600412,-7.44102179e-07,0.01932043989,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.54,0.4745778446,0,0,0,0,136.5054101,-9.090221464e-07,0.0245173403,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.55,0.48334594,0,0,0,0,131.6877361,-1.04073956e-06,0.02985296863,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.56,0.4921080907,0,0,0,0,127.1470945,-1.403236679e-06,0.03459260681,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.57,0.5008702413,0,0,0,0,122.9090741,-1.599069412e-06,0.03872153019,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.58,0.509632392,0,0,0,0,118.9143942,-1.700284008e-06,0.04238991346,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.59,0.5183945427,0,0,0,0,115.1112883,-1.774948975e-06,0.04571488232,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.6,0.5271566933,0,0,0,0,111.1856832,-1.827687404e-06,0.04925749746,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.61,0.5359124859,0,0,0,0,107.5047282,-2.133229954e-06,0.05237230892,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.62,0.5446682785,0,0,0,0,104.0980396,-2.267603689e-06,0.05504024609,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.63,0.5534240711,0,0,0,0,100.9040869,-2.307455331e-06,0.05738538032,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.64,0.5621798637,0,0,0,0,97.86932563,-2.325130138e-06,0.05950257023,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.65,0.5709356563,0,0,0,0,94.66109026,-2.328770611e-06,0.06186872522,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.66,0.5796846997,0,0,0,0,91.6720007,-2.602782738e-06,0.06392266921,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.67,0.5884337431,0,0,0,0,88.93532037,-2.698800488e-06,0.06564437478,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.68,0.5971827865,0,0,0,0,86.38721886,-2.698161174e-06,0.06713697738,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.69,0.6059318299,0,0,0,0,83.97229746,-2.677540989e-06,0.06847763148,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.7,0.6146808733,0,0,0,0,81.34016479,-2.649079908e-06,0.0700703033,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.71,0.6234227987,0,0,0,0,78.90732292,-2.905695611e-06,0.0714309285,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.72,0.632164724,0,0,0,0,76.71031698,-2.976517353e-06,0.07254054576,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.73,0.6409066493,0,0,0,0,74.68298696,-2.947494293e-06,0.07348538875,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.74,0.6496485747,0,0,0,0,72.76802873,-2.899541661e-06,0.0743283922,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.75,0.6583905,0,0,0,0,70.59821851,-2.849089986e-06,0.07541070862,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.76,0.6671249606,0,0,0,0,68.61238869,-3.096401882e-06,0.07631726495,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.77,0.6758594212,0,0,0,0,66.8500352,-3.149846963e-06,0.07703126261,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.78,0.6845938818,0,0,0,0,65.24267312,-3.099820328e-06,0.0776251966,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.79,0.6933283424,0,0,0,0,63.73107699,-3.031308912e-06,0.07815046622,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.8,0.702062803,0,0,0,0,61.93211842,-2.965212611e-06,0.07889443219,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.81,0.7107894744,0,0,0,0,60.30544601,-3.208006005e-06,0.07950272256,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.82,0.7195161458,0,0,0,0,58.89321072,-3.248956892e-06,0.07996120728,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.83,0.7282428172,0,0,0,0,57.62464152,-3.182693819e-06,0.0803311539,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.84,0.7369694886,0,0,0,0,56.43860934,-3.098068307e-06,0.08065452685,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.85,0.74569616,0,0,0,0,54.93704122,-3.020552363e-06,0.08117285025,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.86,0.75441474,0,0,0,0,53.59892057,-3.261748867e-06,0.08158447483,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.87,0.76313332,0,0,0,0,52.46878858,-3.293423044e-06,0.08187808363,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.88,0.7718519,0,0,0,0,51.47365679,-3.214199026e-06,0.08210573588,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.89,0.78057048,0,0,0,0,50.55053885,-3.116564846e-06,0.08230163168,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.9,0.78928906,0,0,0,0,49.28740487,-3.030612506e-06,0.08266841501,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.91,0.7979992686,0,0,0,0,48.18111883,-3.272043051e-06,0.08294976415,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.92,0.8067094772,0,0,0,0,47.27837324,-3.296676203e-06,0.08313710889,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.93,0.8154196858,0,0,0,0,46.50405547,-3.20687975e-06,0.08327494062,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.94,0.8241298944,0,0,0,0,45.79339211,-3.09853824e-06,0.08339104232,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.95,0.832840103,0,0,0,0,44.7214066,-3.006369546e-06,0.08365521541,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.96,0.8415416824,0,0,0,0,43.80141149,-3.24919605e-06,0.08384978805,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.97,0.8502432618,0,0,0,0,43.08203261,-3.268416275e-06,0.08396875494,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.98,0.8589448412,0,0,0,0,42.48614668,-3.169881218e-06,0.08405038254,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,0.99,0.8676464206,0,0,0,0,41.94728269,-3.052625452e-06,0.08411713527,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1,0.876348,0,0,0,0,41.02854623,-2.9559639e-06,0.08431117589,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.01,0.8850407147,0,0,0,0,40.25828421,-3.200914936e-06,0.08444756752,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.02,0.8937334293,0,0,0,0,39.68685488,-3.2159529e-06,0.08452263223,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.03,0.902426144,0,0,0,0,39.23525408,-3.110146261e-06,0.08456951574,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.04,0.9111188587,0,0,0,0,38.83541831,-2.985429186e-06,0.08460626715,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.05,0.9198115733,0,0,0,0,38.03957907,-2.885655191e-06,0.08475186718,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.06,0.9284952099,0,0,0,0,37.38971776,-3.133161996e-06,0.08484895217,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.07,0.9371788465,0,0,0,0,36.9377379,-3.144973179e-06,0.08489591442,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.08,0.9458624831,0,0,0,0,36.60289736,-3.033105265e-06,0.08492168872,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.09,0.9545461197,0,0,0,0,36.31565787,-2.902139117e-06,0.08494065573,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.1,0.9632297563,0,0,0,0,35.61843258,-2.800382123e-06,0.08505240817,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.11,0.9719041237,0,0,0,0,35.06544915,-3.050660654e-06,0.08512270488,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.12,0.9805784911,0,0,0,0,34.70998024,-3.059999708e-06,0.08515175273,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.13,0.9892528585,0,0,0,0,34.46969921,-2.943091807e-06,0.08516502514,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.14,0.9979272259,0,0,0,0,34.27372089,-2.806909875e-06,0.08517385445,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.15,1.006601593,0,0,0,0,33.65570554,-2.704106508e-06,0.08526165743,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.16,1.015266523,0,0,0,0,33.1807481,-2.957209592e-06,0.08531351595,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.17,1.023931452,0,0,0,0,32.90332312,-2.964678114e-06,0.08533120897,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.18,1.032596381,0,0,0,0,32.73968151,-2.843606437e-06,0.08533736496,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.19,1.041261311,0,0,0,0,32.61772712,-2.703103675e-06,0.08534078401,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.2,1.04992624,0,0,0,0,32.06344062,-2.600036796e-06,0.08541141241,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.21,1.058581585,0,0,0,0,31.6514127,-2.855889251e-06,0.08545043931,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.22,1.067236929,0,0,0,0,31.43715977,-2.861968373e-06,0.08546099202,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.23,1.075892274,0,0,0,0,31.33567907,-2.737494381e-06,0.08546335946,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.24,1.084547618,0,0,0,0,31.27380604,-2.593455712e-06,0.08546423952,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.25,1.093202963,0,0,0,0,30.77092132,-2.49078216e-06,0.08552237585,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.26,1.101848598,0,0,0,0,30.40974582,-2.749205867e-06,0.08555236384,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.27,1.110494234,0,0,0,0,30.24668347,-2.754279731e-06,0.08555847633,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.28,1.119139869,0,0,0,0,30.19565223,-2.627072213e-06,0.08555907499,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.29,1.127785505,0,0,0,0,30.18256691,-2.480193389e-06,0.08555911435,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.3,1.13643114,0,0,0,0,29.72129268,-2.378464765e-06,0.0856080279,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.31,1.145066964,0,0,0,0,29.40132003,-2.639197538e-06,0.0856315641,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.32,1.153702788,0,0,0,0,29.2797907,-2.643571072e-06,0.08563495936,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.33,1.162338612,0,0,0,0,29.26972213,-2.514223038e-06,0.08563498267,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.34,1.170974436,0,0,0,0,29.29626053,-2.365126679e-06,0.08563514457,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.35,1.17961026,0,0,0,0,28.86884428,-2.264805615e-06,0.08567714104,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.36,1.188236193,0,0,0,0,28.58237663,-2.527515901e-06,0.08569600627,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.37,1.196862125,0,0,0,0,28.49459113,-2.531428804e-06,0.08569777783,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.38,1.205488058,0,0,0,0,28.51778706,-2.400470804e-06,0.08569790152,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.39,1.21411399,0,0,0,0,28.57649745,-2.249719161e-06,0.08569869391,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.4,1.222739923,0,0,0,0,28.17682579,-2.151192445e-06,0.08573541516,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.41,1.231355906,0,0,0,0,27.91773444,-2.415491166e-06,0.08575084696,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.42,1.23997189,0,0,0,0,27.85740575,-2.419129188e-06,0.08575168364,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.43,1.248587873,0,0,0,0,27.90760602,-2.287040104e-06,0.08575226296,True,,,,,,,,,,,,,,,,,,,
trajectory,ZS_LPV_MPC,Zero-grade,p03_long_updown,P3,1.44,1.257203857,0,0,0,0,27.9924133,-2.135145456e-06,0.08575391636,True,,,,,,,,,,,,,,,,,,,
