step,fx,fy,fz,gx,gy,gz,theta_tcn,theta_fuzzyakf,accel_weight,accel_norm,fuzzy_innovation,fuzzy_nis,min_covariance_eigenvalue,gyro_energy,gyro_vibration_feature,P_tcn_base,P_tcn,P_fuzzyakf_total,cross_error_total,S,NIS,innovation,K_raw,K_eff,Kmax,NIS_weight,quality_weight,correction_prev,correction,target_correction,theta_fused,theta_tcn_abs,fallback,fallback_reason_code,innovation_gate_flag,innovation_min_gate,slope_gate,nis_downweight_flag,nis_reject_flag,Kmax_cap_flag,rate_limit_flag,observer_valid,tcn_ready,regime_index,quality_score,quality_bin,p_help,v7_gate,label_main,label_turn,conf_main
19,2.076811334783,0.0603544686061368,9.79541132602923,-0.000715902945435224,0.000256712242446795,0.000525318423211327,0,0.0937103238552162,0.0397397234996433,10.0133346607544,0.117875629876346,1.1339180531766,9.86934799161746e-05,4.51607356128126e-06,0.00607173011774273,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,3.4224634913575,0.0937103238552162,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.77160164278403,2,0.427646262768031,0,1,0,1
20,2.05422058324717,0.0047049286827557,9.79063943363404,-0.00443868311870688,3.20018334406849e-05,-0.00316296113531287,0,0.0962401353529422,0.0399593294672552,10.0038225124409,0.113087361183639,1.0498155225343,9.85192582917133e-05,5.77563263767403e-06,0.00686644169363091,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,3.60974394660711,0.0962401353529422,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.759327816093601,2,0.438332954452629,0,1,0,1
21,2.00147786893351,0.00881739440148052,9.77366102780164,-0.00144073071364236,0.000130445376350934,0.000543184985429127,0,0.0985987268361526,0.0406393850908821,9.97649443906241,0.105730554165649,0.93337778547012,9.83311110264369e-05,5.6062395514823e-06,0.00676499969167974,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,3.78884257391711,0.0985987268361526,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.741138896429963,2,0.465284537263612,0,1,0,1
22,1.89902094634176,-0.00300222258804198,9.80512866112696,0.0021194404408144,-7.2799259481542e-05,0.000211404972265931,0,0.100613114087789,0.0403679583377099,9.98733385990669,0.0926901664827811,0.712979835858869,9.81286977605773e-05,5.55302855274015e-06,0.00673281852781516,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,3.94523728410122,0.100613114087789,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.69706386746299,2,0.438332954452629,0,1,0,1
23,1.92664182866896,0.0533722109969434,9.73566739771048,0.00113145242856147,0.00194809326257569,-0.000281031676678969,0,0.102730960108717,0.0419938059616771,9.9246167184293,0.0947174514312383,0.774174249518951,9.79111248187602e-05,5.53308866315752e-06,0.0067207195090744,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.11307511133065,0.102730960108717,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.711173093655493,2,0.465284537263612,0,1,0,1
24,1.78692012299921,0.0178649473375004,9.77284839182031,-0.000274816831330874,0.00296272494934713,-0.000659536400140389,0,0.104449809590498,0.0417169310227314,9.93488642973978,0.0780648015738171,0.522725742094993,9.76782386478075e-05,5.72084681396849e-06,0.00683379764977791,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.25186289364894,0.104449809590498,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.648360570469155,2,0.465284537263612,0,1,0,1
25,1.77220523769614,0.00675324138885254,9.75074383242923,-0.00211505795339364,0.000314737976463535,-0.00224208122050275,0,0.106077564068904,0.0423745980254603,9.91048749035302,0.0753118457693705,0.494224833293757,9.74293253097555e-05,5.91477739023872e-06,0.00694866153033613,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.38541828308886,0.106077564068904,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.640564578999058,2,0.465284537263612,0,1,0,1
26,1.66980031879026,0.00944601268899395,9.75909405460177,-0.00136500979107425,0.000722427985786643,-0.000218431775649445,0,0.107555762619812,0.0464939660926041,9.90092112373143,0.0633515466870934,0.38309490359039,9.71625848045494e-05,5.74068183897627e-06,0.00684563429417627,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.50849211485379,0.107555762619812,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.603276518604205,2,0.465284537263612,0,1,0,1
27,1.57697451004547,0.0381565639006594,9.79630340830829,0.000301397911081203,0.000181175906319782,-0.00144884349963976,0,0.108935661650608,0.0542603716814292,9.92249288215086,0.0520238506134455,0.300521012402107,9.68753013982633e-05,5.56478839184162e-06,0.00673994391779588,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.62491864482495,0.108935661650608,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.565473107873788,2,0.465284537263612,0,1,0,1
28,1.57108240570908,0.0831362441967944,9.78389144679105,-0.000483192966588158,0.00234569529601163,-0.00420302727702887,0,0.110312136727039,0.0565028171173007,9.90957836657134,0.0502331954380215,0.291647448286816,9.65678452636956e-05,6.45660898005654e-06,0.00725995950967319,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.74253495199863,0.110312136727039,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.560635218040057,2,0.465284537263612,0,1,0,1
29,1.54571704049441,0.0211572670075974,9.82888291650165,-0.00216771891397194,0.000355383527419576,-0.00401624015787908,0,0.111571366496074,0.0590523273026468,9.94970492957053,0.0456413984163438,0.251500801983121,9.62388528237608e-05,7.18155291841939e-06,0.00765669130780492,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.8514264425926,0.111571366496074,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.536841187760191,2,0.465284537263612,0,1,0,1
30,1.49147671657338,0.0115424715050481,9.7968449017173,-0.00236029146529716,9.53367892188887e-05,-0.000405171819003809,0,0.112808580620202,0.0691137896902193,9.90973289514068,0.0394788829928011,0.219398842767734,9.58825429023557e-05,7.10968672787082e-06,0.00761828451838254,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.95961787162306,0.112808580620202,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.515429284135747,2,0.465284537263612,0,1,0,1
31,1.3919645633729,0.00570233403776793,9.76991475906583,0.00136956965532101,0.00145698146714415,0.000284041724776415,0,0.114005580561617,0.0944544986620802,9.86857802632739,0.0286685780450375,0.156548170700033,9.54848997445578e-05,6.95816217836686e-06,0.00753666530403438,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.72101831552463,0.114005580561617,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.467530689832169,1,0.465284537263612,0,1,0,1
32,1.42727656149616,0.0148499885880741,9.84405437882317,0.00054270563469427,0.00217367410647672,-0.000646263642214896,0,0.115072204634981,0.0822086118083179,9.94699680900647,0.0299264626484788,0.1494490699435,9.50648256267317e-05,6.88210633056577e-06,0.00749536255569757,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.16065484928418,0.115072204634981,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.505095917841819,2,0.465284537263612,0,1,0,1
33,1.33904646274369,0.0232656499105469,9.79985089853693,-0.00121117373710399,0.00187176979754347,-0.000837370435869246,0,0.116078525102422,0.117318089012332,9.89093849709962,0.0206749443594057,0.100494209579806,9.45833663568297e-05,6.8215836762032e-06,0.00746233189805712,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.85756585798862,0.116078525102422,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.458425558165268,1,0.465284537263612,0,1,0,1
34,1.23746905687573,-0.0156966268407363,9.83886697970324,3.3496729203012e-05,-0.000296492023424316,0.00321211662827393,0,0.116722186400258,0.185038332452392,9.91639448061209,0.00900729857277566,0.0293947308031288,9.39860800202783e-05,7.00084063161581e-06,0.00755974334496626,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.90046526474974,0.116722186400258,0.88236688806096,0,1,1,0,0,0,0,0,0,1,74,1,1,0,0,0,0,0,1,0,1,0.486652748355201,1,0.782341349097656,1,1,0,1
35,1.19312389049833,0.0213722179041937,9.79978364819602,0.000519674244586382,0.000614296629070619,-0.000113623826647071,0,0.117199428834081,0.299586294098599,9.87217103484467,0.00439101446350089,0.010929084713517,9.31480504706414e-05,6.68381520218281e-06,0.00738659304094335,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.93242616418289,0.117199428834081,0.88236688806096,0,1,1,0,0,0,0,0,0,1,74,1,1,0,0,0,0,0,1,0,1,0.41841906881614,1,0.801362140898751,1,1,0,1
36,1.14871689054417,0.0627515520015135,9.80643126323589,0.00155464077676166,0.00146829073713671,-0.00128825349826046,0,0.117165864111897,0.447828552871269,9.87368129789849,-0.00064131798034818,0.000336783988817044,9.18023823810121e-05,6.66124357753926e-06,0.00737411002034532,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.93017407315118,0.117165864111897,0.88236688806096,0,1,1,0,0,0,0,0,0,1,74,1,1,0,0,0,0,0,1,0,1,0.422584146641957,1,0.801362140898751,1,1,0,1
37,1.07716457708355,0.0407122866997932,9.8226145971956,-5.2254028163878e-05,-0.000516192704850442,0.00110968977975552,0,0.116718079345254,0.21943762031821,9.88158380733837,-0.00797027449322005,0.0275331020723365,9.06223565334928e-05,6.403211238627e-06,0.00722987635800621,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.90019078148232,0.116718079345254,0.88236688806096,0,1,1,0,0,0,0,0,0,1,74,1,1,0,0,0,0,0,1,0,1,0.441024763682224,1,0.797596240492723,1,1,0,1
38,0.974904457289857,0.0187324103455327,9.7825709701564,-0.00151094289842954,0.00229838927561223,-0.00076676847394649,0,0.116084015630851,0.150713234887983,9.83104696307508,-0.0174459332666146,0.0925566049773848,8.94792546415125e-05,6.49072445655576e-06,0.00727911435325769,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.85793079329258,0.116084015630851,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.400728982942627,1,0.465284537263612,0,1,0,1
39,0.996488148149434,0.0174088413025111,9.73825821689763,-4.89622294380044e-05,0.00244275823480136,-0.0025375267542572,0,0.115509749216212,0.177041666462913,9.7891248227884,-0.0141694370189188,0.0713497932072372,8.81220427894683e-05,6.7866135898366e-06,0.00744317991613613,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.81985492050094,0.115509749216212,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.366388254033968,1,0.458745092211957,0,1,0,1
40,0.995951579660592,0.0358481455014515,9.75280589298501,-0.000387354690300057,-0.00135540125449804,-0.000780329243281788,0,0.114902652683153,0.188554921829851,9.80359257745892,-0.0137617559422795,0.0716140145917493,8.65731209419717e-05,6.57708640758042e-06,0.00732738024715319,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.77980762516301,0.114902652683153,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.366889154046088,1,0.469968742537161,0,1,0,1
41,0.96337857294069,-0.00571173168780743,9.81445488279973,0.00139020829806441,-0.00161641089479018,0.00148284275673455,0,0.114346680094635,0.143047193518066,9.86162540077403,-0.0170720871892095,0.0846644160110886,8.51113445256505e-05,6.58544638390158e-06,0.00733203559668346,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.74331786181411,0.114346680094635,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.389073835128465,1,0.465284537263612,0,1,0,1
42,0.886009048069875,0.0122991124620584,9.79118780679206,-0.00016555651770236,-4.67464859007333e-05,0.00213294782447536,0,0.113739142255078,0.115625500675266,9.83120145095718,-0.0241319069891864,0.1377324396119,8.37237111457857e-05,6.4851270955281e-06,0.00727597505663119,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.70364612539629,0.113739142255078,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.451824575131525,1,0.465284537263612,0,1,0,1
43,0.921950692833293,0.0117238228444001,9.78826253782607,0.00229859377610771,0.00204849403287584,-0.000444442911331854,0,0.11318967054143,0.135586444750698,9.8315926500973,-0.0198765441379344,0.109151353806335,8.21890617246486e-05,6.6447402733378e-06,0.00736496963615826,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.66794806927746,0.11318967054143,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.422287538596858,1,0.465284537263612,0,1,0,1
44,0.871917407973461,0.0835883270680611,9.78179643239867,-0.00010085990349461,0.000988527127191642,0.000437032230102456,0,0.112608896038583,0.116966875503625,9.82093521104973,-0.0243259562929126,0.141721832747936,8.07270734680235e-05,6.37142104824466e-06,0.00721190684866589,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.63040426224998,0.112608896038583,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.455336106589525,1,0.465284537263612,0,1,0,1
45,0.833198936078724,0.0603149585252303,9.80273328183194,0.00265735442263127,-0.00108415078096786,-0.000968115170600107,0,0.11202269134267,0.101319024296937,9.83826398080679,-0.027832272571718,0.161328440279226,7.93449579672207e-05,6.51155811717729e-06,0.00729078709514641,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.59270527305127,0.11202269134267,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.471335606338965,1,0.465284537263612,0,1,0,1
46,0.76001561335254,-0.0109621303009856,9.86539916325024,7.66832631822546e-05,0.0018297016339399,0.00205790623110659,0,0.111493308981412,0.0772658507971264,9.89463716116457,-0.0351801666735061,0.197638029996243,7.81072445086083e-05,6.56541353372453e-06,0.00732087511983371,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.55882962042425,0.111493308981412,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.499272031194813,1,0.465284537263612,0,1,0,1
47,0.720265013386612,0.00362240379729958,9.79215411050429,0.00228688501030784,0.00182417294852849,-0.000301360374078924,0,0.110908954758438,0.0789729334545638,9.81860870669486,-0.0381130914368129,0.237052851091345,7.68695946560832e-05,6.66955626061724e-06,0.00737870972660725,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.79399052432413,0.110908954758438,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.527348602610719,2,0.465284537263612,0,1,0,1
48,0.713102303447566,-0.0425997454170179,9.8134533785287,-0.00280234744886069,0.00147216140863802,-0.000852962139781173,0,0.110341596301642,0.076506947698194,9.8394205543847,-0.0384086690456259,0.233391564223861,7.56591891350891e-05,6.87347619004234e-06,0.00749066150047052,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.74506833992877,0.110341596301642,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.524880677420627,2,0.465284537263612,0,1,0,1
49,0.648996157569168,0.0132873987046557,9.80664464695781,-0.00144251144887109,0.000384416151248118,0.00196091316249461,0,0.109751114151746,0.0681897466266038,9.82810519882699,-0.0442845013512559,0.277052361314429,7.45122813319401e-05,6.83349215495568e-06,0.00746884257621016,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.69441869806427,0.109751114151746,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.552442743138643,2,0.465284537263612,0,1,0,1
